"","X","age_carte_grise","age_vehicule","agepr","cataeu","cs42pr","dip14pr","etat_veh_achat","ident_men","km_autre_carbu","km_diesel","km_essence","mloy_d","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_coicop_722","prix_achat","revtot","situapr","stalog","tau","tuu","typmen","veh_tot","vp_deplacements_pro","vp_domicile_travail","rural","petite_ville","moyenne_ville","grande_ville","paris","aides_logement","nb_essence","nb_diesel","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_3","distance_autre_carbu","distance_diesel","distance_essence"
"353",352,5,11,45,400,64,50,0,10486,0,0,0,0,2,6,7,9,4.4,753.116324912933,2080,NA,44067,1,3,0,0,4,3,0,0,1,0,0,0,0,1,1,2,10015.2272727273,2,1,"2_1","2_1_1",0,2000,0
"371",370,1,4,49,112,35,10,0,1051,NA,0,0,0,1,3,0,1,1,2739.91521341698,3210,NA,10639,1,2,9,0,1,1,1,0,1,0,0,0,0,0,0,0,10639,2,1,"2_0","2_1_0",NA,NA,NA
"376",375,18,21,83,300,72,70,0,10517,0,0,NA,0,0,5,0,1,1,2932.71990662832,0,NA,12419,5,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,12419,2,1,"2_0","2_1_0",NA,NA,NA
"392",391,11,11,38,221,21,50,0,10537,0,20,0,0,1,2,0,1,1,3878.87952735809,5200,NA,10710,1,2,1,2,1,1,0,1,0,1,0,0,0,0,0,1,10710,2,1,"2_0","2_0_0",0,10000,0
"397",396,9,9,80,111,78,70,0,10541,0,0,NA,0,0,5,0,2,1.5,1200.85174589568,2236,NA,18635,5,4,8,7,3,1,0,0,0,0,0,1,0,0,1,0,12423.3333333333,2,1,"2_0","2_0_0",NA,NA,NA
"405",404,18,24,72,111,72,50,0,1055,0,0,36,0,1,4,0,2,1.5,3154.81708649905,1953,NA,15440,5,1,9,7,3,2,0,0,0,0,0,1,0,0,2,0,10293.3333333333,2,1,"2_0","2_0_0",NA,NA,NA
"411",410,NA,NA,78,111,86,71,NA,10558,NA,NA,NA,0,0,4,0,1,1,2810.70766532519,0,NA,11385,6,4,7,6,1,0,NA,NA,0,0,1,0,0,0,0,0,11385,2,1,"2_0","2_0_0",NA,NA,NA
"414",413,NA,NA,37,111,85,30,NA,10560,NA,NA,NA,0,0,3,1,2,1.3,2958.55245229852,0,NA,14575,7,3,8,6,2,0,NA,NA,0,0,1,0,0,1,0,0,11211.5384615385,2,1,"2_1","2_0_1",NA,NA,NA
"444",443,25,30,79,400,71,71,0,10607,0,0,NA,0,0,4,0,1,1,2853.38447546869,0,NA,11846,5,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,11846,2,1,"2_0","2_1_0",NA,NA,NA
"448",447,3,5,77,112,72,70,0,10612,0,NA,0,0,0,4,0,2,1.5,2265.28599380887,0,NA,17500,5,3,6,0,3,1,0,0,1,0,0,0,0,0,0,1,11666.6666666667,2,1,"2_0","2_1_0",0,6445,0
"458",457,NA,NA,34,111,56,71,NA,1063,NA,NA,NA,0,1,1,0,1,1,3518.4418304711,0,NA,10510,4,3,9,7,1,0,NA,NA,0,0,0,1,0,1,0,0,10510,2,1,"2_1","2_0_1",NA,NA,NA
"471",470,2,4,55,111,52,70,0,10649,0,20,0,0,1,3,0,1,1,2218.08605006613,0,NA,10724,1,3,6,4,1,1,0,1,0,0,1,0,0,1,0,1,10724,2,1,"2_1","2_0_1",0,18226,0
"476",475,NA,NA,81,112,71,71,NA,10653,NA,NA,NA,0,0,4,0,1,1,3322.15242269929,0,NA,10070,5,1,7,1,1,0,NA,NA,0,1,0,0,0,0,0,0,10070,2,1,"2_0","2_0_0",NA,NA,NA
"484",483,NA,NA,84,221,71,71,NA,10664,NA,NA,NA,0,0,3,0,2,1.5,4464.15241636596,0,NA,16276,5,1,1,1,3,0,NA,NA,0,1,0,0,0,0,0,0,10850.6666666667,2,1,"2_0","2_0_0",NA,NA,NA
"488",487,14,14,63,111,78,70,0,10668,0,0,NA,347,0,2,0,1,1,2407.73120736247,780,NA,11630,5,3,3,4,1,1,0,0,0,0,1,0,0,1,1,0,11630,2,1,"2_1","2_0_1",NA,NA,NA
"501",500,13,14,46,120,56,50,0,10687,0,0,0,0,1,3,0,1,1,2332.67284845132,1872,NA,11743,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,11743,2,1,"2_0","2_1_0",0,0,10258
"502",501,10,14,53,111,54,20,0,10688,0,0,400,0,1,5,2,3,2,938.331461279347,2127,NA,24445,1,4,8,7,2,1,0,1,0,0,0,1,0,0,1,0,12222.5,2,1,"2_0","2_0_0",NA,NA,NA
"513",512,NA,NA,64,111,75,50,NA,10709,NA,NA,NA,305,0,1,0,1,1,2632.52439393196,0,NA,9990,5,3,9,7,1,0,NA,NA,0,0,0,1,0,1,0,0,9990,2,1,"2_1","2_0_1",NA,NA,NA
"518",517,1,20,43,120,55,60,2,10715,0,0,225,0,1,3,3,5,2.4,2778.72377453204,1560,100,26929,1,3,0,2,4,2,0,1,0,1,0,0,0,1,1,1,11220.4166666667,2,1,"2_1","2_0_1",0,1050,0
"524",523,NA,NA,46,112,85,71,NA,10724,NA,NA,NA,0,0,1,0,1,1,2847.3233315257,0,NA,11450,7,3,8,1,1,0,NA,NA,0,1,0,0,0,1,0,0,11450,2,1,"2_1","2_0_1",NA,NA,NA
"528",527,4,12,49,111,45,50,0,10729,0,10,25,800,2,6,2,4,2.5,2804.50529394578,4191,NA,29828,1,3,6,5,4,3,0,1,0,0,1,0,0,0,1,2,11931.2,2,1,"2_0","2_0_0",0,30000,0
"550",549,2,9,28,111,65,71,0,10757,0,NA,0,0,1,3,3,5,2.4,3697.4583559644,780,NA,28695,1,3,8,7,4,1,1,0,0,0,0,1,0,1,0,1,11956.25,2,1,"2_1","2_0_1",0,28000,0
"579",578,2,13,41,111,68,50,0,10793,0,99999,0,0,1,5,5,6,2.7,1027.97355120656,2600,NA,27500,1,3,7,5,2,1,0,1,0,0,1,0,0,1,0,1,10185.1851851852,2,1,"2_1","2_0_1",0,1000,0
"588",587,NA,NA,48,111,85,71,NA,10808,NA,NA,NA,0,1,4,2,4,2.3,3041.87929480456,0,NA,26058,5,3,4,4,4,0,NA,NA,0,0,1,0,0,1,0,0,11329.5652173913,2,1,"2_1","2_0_1",NA,NA,NA
"599",598,11,12,49,111,38,12,0,10824,0,0,0,1250,1,4,3,5,3,2246.98143932541,0,NA,35605,1,3,10,8,4,3,0,0,0,0,0,0,1,0,1,2,11868.3333333333,2,1,"2_0","2_0_0",0,10000,0
"605",604,NA,NA,80,112,86,71,NA,10831,NA,NA,NA,0,0,2,0,1,1,2989.68148538431,0,NA,11560,6,3,9,0,1,0,NA,NA,1,0,0,0,0,1,0,0,11560,2,1,"2_1","2_1_1",NA,NA,NA
"610",609,3,5,50,112,56,50,0,10836,0,130,0,0,1,4,1,2,1.5,2510.28255615109,2976,NA,16195,1,2,9,3,2,1,1,1,0,1,0,0,0,0,0,1,10796.6666666667,2,1,"2_0","2_0_0",0,13144,0
"628",627,6,9,61,111,77,71,0,10863,0,NA,0,0,0,2,0,1,1,3122.90931100224,0,NA,10860,5,1,10,8,1,1,0,0,0,0,0,0,1,0,0,1,10860,2,1,"2_0","2_0_0",0,54572,10000
"634",633,6,12,63,112,78,50,0,10873,0,0,NA,0,0,4,0,2,1.5,1988.20330196168,2653,NA,15469,5,1,6,0,3,1,0,0,1,0,0,0,0,0,1,0,10312.6666666667,2,1,"2_0","2_1_0",NA,NA,NA
"669",668,NA,NA,80,300,86,70,NA,10918,NA,NA,NA,0,0,2,0,1,1,989.711520296996,0,NA,10792,6,3,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,10792,2,1,"2_0","2_1_0",NA,NA,NA
"684",683,4,9,73,112,78,71,0,10943,0,NA,0,0,0,5,0,1,1,2516.00051975378,0,NA,10782,5,1,9,1,1,1,0,0,0,1,0,0,0,0,0,1,10782,2,1,"2_0","2_0_0",0,28576,10237
"686",685,4,15,47,112,52,50,0,10945,0,150,0,0,1,5,1,3,1.8,4811.73135475545,1560,NA,21449,1,1,4,0,5,2,0,1,1,0,0,0,0,0,0,2,11916.1111111111,2,1,"2_0","2_1_0",0,8000,0
"687",686,5,15,46,111,68,71,0,10946,0,50,0,0,1,4,2,3,2,3445.87876822869,6199,NA,22118,1,1,9,7,2,2,0,0,0,0,0,1,0,0,0,2,11059,2,1,"2_0","2_0_0",0,25000,0
"693",692,6,25,62,111,75,41,0,10952,0,0,NA,0,0,5,0,1,1,1777.77171910125,0,NA,10138,5,1,6,4,1,1,0,0,0,0,1,0,0,0,1,0,10138,2,1,"2_0","2_0_0",NA,NA,NA
"724",723,NA,NA,67,111,77,60,NA,10998,NA,NA,NA,240,0,4,0,2,1.5,2395.24395615453,0,NA,16390,5,3,10,8,3,0,NA,NA,0,0,0,0,1,1,0,0,10926.6666666667,2,1,"2_1","2_0_1",NA,NA,NA
"753",752,6,25,61,111,78,70,0,1104,0,0,5000,0,0,3,0,1,1,2902.50193221929,0,NA,10142,4,3,10,8,1,1,0,1,0,0,0,0,1,1,1,0,10142,2,1,"2_1","2_0_1",NA,NA,NA
"773",772,2,2,62,111,56,70,0,11061,NA,0,0,165,1,2,0,1,1,2516.74902123499,1208,NA,9692,1,3,7,5,1,1,1,0,0,0,1,0,0,1,0,0,9692,2,1,"2_1","2_0_1",NA,NA,NA
"777",776,6,12,84,300,71,71,0,11067,0,0,NA,0,0,3,0,1,1,2139.17907513542,1592,NA,10210,5,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,10210,2,1,"2_0","2_1_0",NA,NA,NA
"778",777,0,7,23,111,68,43,0,11068,0,200,0,189,2,2,0,2,1.5,3188.10361881913,0,NA,18088,1,3,7,5,3,2,0,1,0,0,1,0,0,1,0,2,12058.6666666667,2,1,"2_1","2_0_1",0,7572,0
"779",778,NA,NA,45,111,55,50,NA,11069,NA,NA,NA,195,1,1,1,2,1.3,3444.33558088162,0,NA,12617,4,3,10,8,2,0,NA,NA,0,0,0,0,1,1,0,0,9705.38461538462,2,1,"2_1","2_0_1",0,0,1500
"782",781,16,16,59,111,77,70,0,11073,0,0,NA,0,0,4,0,2,1.5,1340.05253503086,2080,NA,17492,5,1,6,4,3,2,0,0,0,0,1,0,0,0,2,0,11661.3333333333,2,1,"2_0","2_0_0",NA,NA,NA
"790",789,6,17,76,221,77,71,0,11081,0,0,NA,0,0,5,0,1,1,2889.58883473676,1274,NA,9760,5,4,1,3,1,1,0,0,0,1,0,0,0,0,1,0,9760,2,1,"2_0","2_0_0",NA,NA,NA
"798",797,NA,NA,48,111,68,71,NA,11095,NA,NA,NA,0,2,5,3,5,2.8,2007.75292868105,0,NA,27730,4,3,8,7,4,0,NA,NA,0,0,0,1,0,1,0,0,9903.57142857143,2,1,"2_1","2_0_1",NA,NA,NA
"801",800,NA,NA,29,221,68,71,NA,11099,NA,NA,NA,0,1,2,0,1,1,8707.71603741397,0,NA,11474,1,3,1,1,1,0,NA,NA,0,1,0,0,0,1,0,0,11474,2,1,"2_1","2_0_1",NA,NA,NA
"833",832,0,8,34,120,68,71,0,11142,0,110,0,0,2,5,3,5,2.4,3460.52416301969,0,NA,28362,1,3,0,0,4,2,0,1,1,0,0,0,0,1,0,2,11817.5,2,1,"2_1","2_1_1",0,22000,0
"835",834,0,21,78,400,71,70,0,11144,0,0,NA,0,0,3,0,1,1,2607.80885569946,0,NA,11820,5,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,11820,2,1,"2_0","2_1_0",NA,NA,NA
"858",857,18,20,78,120,71,71,0,1118,0,NA,0,0,0,4,0,2,1.5,2528.58672287276,0,NA,16200,5,3,0,0,3,1,0,0,1,0,0,0,0,1,0,1,10800,2,1,"2_1","2_1_1",0,18625,9036
