"","X","ident_men","pondmen","agepr","cataeu","chomage","cs42pr","nactifs","nactoccup","npers","ocde10","prest_precarite_hand","prest_precarite_rsa","prest_precarite_vieil","retraites","rev_valeurs_mobilieres_bruts","rev_etranger","rev_disponible","rsa_act","salaires","stalog","tau","tuu","typmen","donation_class_1","revdecm"
"754",753,1131,1573.19798536749,37,111,40060,37,2,1,4,2.1,0,0,0,0,0,0,84826.85,0,50740,2,10,8,4,2,160210
"756",755,1134,3630.09432648764,39,111,1960,35,2,1,4,2.1,0,0,0,0,0,0,66781.2,0,63250,3,10,8,4,2,86320
"759",758,1137,2841.82918705538,42,221,0,62,2,2,5,2.8,0,0,0,0,0,0,64542.75,0,54020,2,1,1,4,2,79710
"761",760,1139,2127.46746458676,31,112,0,47,2,2,4,2.1,0,0,0,0,0,0,41186.15,0,40640,2,8,0,4,2,48480
"766",765,1146,2789.1160519751,32,111,0,55,2,2,2,1.5,0,0,0,0,0,0,41542.2,0,44280,2,10,8,3,2,42900
"768",767,1151,1566.02796525325,44,300,940,54,2,1,5,2.4,0,0,0,0,0,0,35147.9,0,26880,2,0,0,4,2,40160
"774",773,1159,3019.81789916091,39,111,970,23,2,2,4,2.1,0,0,0,0,0,0,39000.75,0,36030,1,10,8,4,2,43120
"775",774,1160,1275.27599463711,52,111,0,54,2,1,3,2,0,0,0,12690,0,0,33698,0,24690,2,8,7,4,2,38490
"777",776,1163,1872.79142875588,36,300,0,43,2,2,3,1.8,0,0,0,0,0,0,42073.3,0,42500,2,0,0,4,2,47300
"781",780,1167,1797.27276014988,58,112,1310,55,2,1,2,1.5,0,0,0,7320,0,0,29110.75,0,21210,1,6,0,2,2,29640
"782",781,1168,2495.70410242383,45,111,27630,23,2,2,4,2.1,0,0,0,0,43,0,44155.85,0,10170,2,9,7,4,2,52030
"788",787,1179,4972.8979292386,38,112,0,56,2,2,3,1.8,0,0,0,0,0,0,40009.75,0,32360,2,9,3,4,2,43050
"790",789,1184,2416.36759505733,59,112,0,38,2,2,2,1.5,0,0,0,0,0,0,54762.4,0,58150,1,10,3,3,2,55820
"792",791,1186,2599.5412964285,51,120,0,22,2,2,2,1.5,0,0,0,0,0,0,104336.75,0,0,2,0,0,3,2,87490
"793",792,1188,2774.54576641009,42,111,11940,37,2,1,4,2.1,0,0,0,0,0,0,205846.3,0,193470,2,9,7,4,2,278320
"795",794,1191,1463.19578866766,38,111,940,63,2,2,4,2.1,0,0,0,0,0,0,27025.25,0,21070,3,5,4,4,2,25980
"803",802,1210,2508.41361503023,29,111,0,38,2,2,2,1.5,0,0,0,0,0,0,58837,0,66020,2,10,8,3,2,65250
"805",804,1212,3049.37269699797,29,112,0,46,2,2,2,1.5,0,0,0,0,0,0,46044.2,0,49910,3,8,0,3,2,47480
"807",806,1216,1603.91088144177,35,112,1190,38,2,2,4,2.1,0,0,0,0,0,0,56467.75,0,54000,2,5,0,4,2,69640
"808",807,1217,1489.13718709782,61,400,0,54,2,2,3,2,0,0,0,14960,0,0,33019.8,0,380,1,0,0,4,2,35500
"810",809,1219,1537.14731002247,45,111,0,34,2,2,4,2.3,0,0,0,0,0,0,55903.5,0,58200,2,7,5,4,2,66790
"811",810,1221,2062.42116473461,49,400,0,11,2,2,3,2,0,0,0,0,0,0,11948,0,0,2,0,0,4,2,6330
"812",811,1222,2876.16670446197,54,300,0,47,2,2,2,1.5,0,0,0,0,0,0,31104.7,0,31920,1,0,0,3,2,34730
"816",815,1232,2798.382000868,53,111,2270,65,2,1,2,1.5,0,0,0,0,0,0,23199.1,0,17540,3,10,8,3,2,11060
"817",816,1233,2278.98495131896,47,111,3960,52,2,1,4,2.5,0,0,0,10230,0,0,41968.1,0,22050,2,9,7,2,2,44980
"818",817,1234,7884.64733669914,44,120,0,54,2,2,4,2.1,0,0,0,12110,0,0,53036,0,34950,3,0,0,4,2,56880
"823",822,1243,1426.44608173232,49,112,0,43,2,2,4,2.1,0,0,0,0,0,0,44017.2,0,43780,2,8,0,4,2,30430
"824",823,1244,1416.27779388778,40,111,0,37,2,2,5,2.4,0,0,0,0,14,0,180838.65,0,212850,2,10,8,4,2,191830
"825",824,1245,1662.0307045834,54,111,0,48,2,2,3,2,0,0,0,0,0,0,54223.45,0,59210,1,5,4,4,2,60310
"826",825,1246,2158.14345497476,54,300,0,21,2,2,2,1.5,0,0,0,6230,10173,0,89613.15,0,49730,1,0,0,3,2,108710
"828",827,1250,853.374130449023,57,400,0,64,2,1,3,2,0,0,90,21240,0,0,41825.6,0,22300,1,0,0,5,2,41530
"829",828,1252,2549.04447027001,35,112,0,63,2,2,4,2.1,0,0,0,0,0,0,29791.15,0,25220,2,9,0,4,2,30930
"830",829,1254,3468.51318882745,39,111,0,43,2,2,3,1.8,0,0,0,0,0,0,36823.2,0,32840,2,10,8,4,2,42380
"834",833,1260,1798.416850594,50,112,0,65,2,2,3,2,0,0,0,0,0,0,43511.2,0,45240,2,6,0,4,2,49970
"837",836,1266,2771.96641085827,35,111,0,65,2,2,5,2.4,0,0,0,0,0,0,37350.85,0,19940,3,10,8,4,2,42860
"839",838,1269,2185.5369604454,34,111,0,37,2,2,3,1.8,0,0,0,0,0,0,48869.4,0,45340,2,9,7,4,2,55630
"841",840,1271,1755.36598898982,56,111,0,63,2,2,2,1.5,0,0,0,0,0,0,51694.3,0,56730,2,9,7,3,2,64710
"843",842,1274,3314.85165429905,28,112,2360,67,2,2,2,1.5,0,0,0,0,2,0,33128.6,0,30460,3,6,0,3,2,36690
"852",851,1287,1234.91721884879,33,300,0,65,2,2,5,2.6,0,0,0,0,0,0,39397.9,0,30120,3,0,0,4,2,40450
"854",853,1291,2018.60129880294,28,112,0,38,2,2,3,2,0,0,0,13270,0,0,66714.8,0,54400,1,9,0,4,2,77510
"859",858,1296,2556.61320662768,60,111,0,47,2,2,3,2,0,0,0,0,0,0,64276.05,0,66200,1,8,6,4,2,79030
"862",861,1300,1858.3403950474,35,111,4980,46,2,2,3,1.8,0,0,0,0,0,0,50345.75,0,47220,2,8,6,4,2,58170
"867",866,1306,2824.42215702977,55,111,1760,54,2,2,2,1.5,0,0,0,0,0,0,34940.8,0,35860,3,9,7,3,2,32030
"868",867,1307,1345.6951154792,40,111,0,43,2,2,5,2.4,0,0,0,0,0,0,50649.1,0,39780,2,7,5,4,2,51570
"873",872,1316,1584.210396047,51,112,0,37,2,2,3,2,0,0,0,0,0,0,42070.35,0,20730,1,8,0,4,2,48860
"877",876,1325,1948.12882412112,40,111,0,38,2,2,5,2.4,0,0,0,0,0,0,62486.5,0,62680,2,10,8,4,2,59780
"878",877,1326,3943.09533944022,27,111,0,46,2,2,2,1.5,0,0,0,0,21,0,66920,0,72940,3,10,8,3,2,76010
"883",882,1334,1089.10364433479,46,112,0,38,2,2,5,2.4,0,0,0,0,0,0,43980.3,0,34500,2,9,0,4,2,45260
"887",886,1343,2785.47202282659,57,111,0,68,2,1,2,1.5,0,5160,0,0,0,0,16542.1,1840,8520,3,4,4,2,2,14800
"889",888,1352,2510.04587021458,54,111,0,54,2,2,2,1.5,0,0,0,0,0,0,50416.9,0,49150,1,6,5,3,2,58940
"891",890,1354,959.831376923045,57,112,0,34,2,2,5,3,0,0,0,0,28,0,70532.8,0,74220,1,8,0,4,2,81670
"895",894,1360,1441.5701987929,51,111,0,38,2,2,5,2.8,0,0,0,0,655,0,84043.7,0,79960,2,9,7,4,2,105490
"896",895,1361,3424.95607116081,47,111,0,47,2,2,4,2.5,0,0,0,0,0,0,70956.3,0,73600,2,10,8,4,2,90980
"898",897,1365,1799.74400301291,51,112,0,52,2,2,3,2,0,0,0,0,0,0,21540,0,21540,3,9,3,2,2,18220
"899",898,1366,2793.19346584107,50,112,0,68,2,2,2,1.5,0,0,0,0,0,0,33416.85,0,34430,2,7,1,3,2,27360
"900",899,1367,2309.25653400928,25,400,0,63,2,2,4,2.1,0,0,0,0,13,0,43162.3,0,33940,5,0,0,4,2,49100
"901",900,1368,1453.55925526221,44,112,0,47,2,2,4,2.1,0,0,0,0,0,0,43009.25,0,42700,2,8,1,4,2,49780
"903",902,1373,1584.74037194463,45,111,0,54,2,2,3,1.8,0,0,0,0,0,0,36098.55,0,37890,3,5,4,4,2,39090
"907",906,1377,1720.31013807764,55,111,0,62,2,2,3,2,8380,0,0,0,0,0,38331.4,0,30450,1,8,7,4,2,38700
"910",909,1381,3436.22315485545,28,111,0,43,2,2,2,1.5,0,0,0,0,0,0,32384.4,0,13250,3,10,8,3,2,37080
"919",918,1394,2048.27137016342,41,112,0,62,2,2,4,2.1,0,0,0,0,0,0,21250.75,0,19410,2,8,0,4,2,15800
"921",920,1397,1971.34445005931,54,112,0,37,2,2,2,1.5,0,0,0,0,0,0,49081.85,0,53430,2,6,0,3,2,54530
"930",929,1410,6998.19637542236,32,111,0,35,2,2,4,2.1,0,0,0,0,999,0,21956.05,0,14550,3,10,8,4,2,18340
"931",930,1411,3335.18376262315,40,111,7840,21,2,2,4,2.1,0,0,0,0,0,0,61223.4,0,50030,2,6,4,4,2,73910
"933",932,1413,5516.12438213388,53,111,0,48,2,2,2,1.5,4320,0,0,360,0,0,22595.6,0,16560,3,7,5,2,2,26920
"935",934,1415,4137.52799195993,25,111,0,63,2,1,3,2,8270,6610,0,0,0,0,21296,0,1450,3,8,7,5,2,25560
"943",942,1433,1390.80968610401,55,400,5940,56,2,2,2,1.5,0,0,0,0,0,0,25086,0,20000,1,0,0,3,2,28850
"945",944,1436,1068.79987482101,46,112,0,38,2,2,2,1.5,0,0,0,0,0,0,54301.35,0,60190,3,9,1,3,2,76770
"950",949,1442,3696.95378455836,38,111,1430,43,2,2,3,1.8,0,0,0,0,3,0,38908.45,0,33180,3,8,6,4,2,24080
"961",960,1459,1674.42487620462,56,111,0,38,2,1,3,2,0,0,0,0,0,0,44150,0,53540,3,7,5,4,2,21760
"962",961,1460,992.67967808193,55,400,0,62,2,2,3,2,0,0,0,0,0,0,46532.6,0,48760,1,0,0,4,2,54760
"967",966,1469,1045.77180887019,52,400,0,63,2,2,4,2.3,8750,0,0,0,0,0,41252.9,0,32200,1,0,0,5,2,36880
"968",967,1471,3751.57679357296,39,120,0,11,2,2,3,1.8,0,0,0,0,0,0,4837.3,0,0,3,0,2,4,2,1970
"969",968,1473,2722.05227007315,28,111,0,67,2,2,3,1.8,0,0,0,0,0,0,36385.45,0,36020,2,8,7,4,2,38140
"970",969,1475,3704.53408299555,28,111,0,34,2,2,2,1.5,0,0,0,0,0,0,40712.6,0,43620,3,10,8,3,2,48230
"972",971,1477,3181.09931256245,52,111,0,21,2,2,2,1.5,0,0,0,0,16,0,41254.9,0,22360,1,9,7,3,2,47510
"979",978,1489,1155.80401853478,39,120,0,43,2,2,4,2.1,0,0,0,0,0,0,42406.95,0,36520,2,0,1,4,2,44490
"984",983,1497,1848.70541596356,45,300,0,47,2,2,3,2,0,0,0,0,0,0,33033.25,0,33120,3,0,0,4,2,14700
"988",987,1503,2837.74870672117,60,221,0,31,2,2,2,1.5,0,0,0,0,0,0,82929,0,32130,1,1,2,3,2,152190
"990",989,1505,2544.82437855688,31,111,0,38,2,2,2,1.5,0,0,0,0,0,0,59627.75,0,68870,3,8,7,3,2,78280
"994",993,1514,2069.90836999791,51,111,0,37,2,2,4,2.3,0,0,0,0,30,0,61843.6,0,62390,1,7,6,4,2,78930
"1001",1000,1523,2393.64520965309,35,111,0,33,2,2,4,2.1,0,0,0,0,0,0,66135.45,0,61380,2,10,8,4,2,76520
"1003",1002,1525,2702.30462709959,70,112,0,78,2,2,4,2.5,0,0,0,24590,0,0,55806.95,0,34080,1,8,0,4,2,59820
"1008",1007,1534,2492.33229307,34,111,0,31,2,2,3,1.8,0,0,0,0,0,0,45917,0,47580,2,9,7,4,2,48400
"1009",1008,1536,1681.3608016904,47,112,0,52,2,2,3,2,0,0,0,7000,0,0,53024.95,0,48090,3,7,2,4,2,65580
"1011",1010,1539,1942.15890205221,57,111,0,63,2,2,2,1.5,0,0,0,0,0,0,37631.25,0,36840,1,8,7,3,2,30880
"1016",1015,1549,2587.17363282527,26,300,970,63,2,2,2,1.5,0,0,0,0,0,0,36722.8,0,34000,2,0,0,3,2,41330
"1018",1017,1551,2422.41404358927,35,111,1800,65,2,2,4,2.1,0,0,0,0,0,0,58698.2,0,51890,2,9,7,4,2,71240
"1023",1022,1557,3302.01799351212,26,120,11410,63,2,1,2,1.5,0,0,0,0,0,0,30479.35,0,19550,3,0,3,3,2,34390
"1024",1023,1558,2824.41265881463,37,112,2780,11,2,1,4,2.1,0,0,0,0,0,0,19959.05,0,0,5,6,0,4,2,22380
"1026",1025,1562,1563.11850441325,35,111,0,46,2,2,4,2.1,0,0,0,0,6,0,23172.1,1380,17860,2,6,4,4,2,25530
"1029",1028,1568,2244.97928024087,45,212,0,43,2,1,3,2,0,0,0,0,0,0,21007.55,0,13980,2,2,0,2,2,17160
"1030",1029,1569,2375.83063800878,45,112,0,64,2,2,4,2.1,0,0,0,0,0,0,35301.1,0,32180,2,5,0,4,2,33820
"1034",1033,1573,1299.55483735291,50,112,0,54,2,2,3,2,0,0,0,0,0,0,28252.25,0,17430,1,6,0,4,2,31140
"1038",1037,1579,1319.79830505711,38,112,0,63,2,2,5,2.4,0,0,0,0,0,0,65157.2,0,25720,2,6,1,4,2,82210
"1040",1039,1581,2133.61549448247,37,112,440,63,2,2,5,2.4,0,0,0,0,0,0,26103.35,0,15840,3,7,0,4,2,31630
"1042",1041,1587,2494.02867086598,45,112,5990,52,2,1,2,1.5,0,0,0,0,0,0,30463.25,0,25470,2,9,0,3,2,36120
"1046",1045,1593,1440.31011274979,55,400,0,45,2,2,2,1.5,0,0,0,0,23,0,29622.6,0,20980,1,0,0,3,2,36030
"1048",1047,1595,4737.39709691732,43,111,0,22,2,2,3,2,0,0,0,0,0,0,38344.45,0,17460,3,10,8,4,2,19690
"1054",1053,1603,2694.76290945921,34,111,0,48,2,2,5,2.4,0,0,0,0,0,0,50264.25,0,47290,2,10,8,4,2,46410
"1062",1061,1615,1059.37049464512,61,400,0,56,2,2,2,1.5,0,0,0,8610,0,0,24144.8,0,15280,2,0,0,3,2,25600
"1063",1062,1617,1615.54332542756,54,120,1480,52,2,2,3,2,0,0,0,17740,0,0,51252.95,0,34950,1,0,0,5,2,52020
"1064",1063,1618,2591.80357318214,56,111,0,34,2,2,2,1.5,0,0,0,0,218,0,73801.3,0,79990,1,10,8,3,2,63940
"1065",1064,1620,2183.54088922704,42,111,0,48,2,2,4,2.1,0,0,0,0,61,0,62327.2,0,63410,2,8,7,4,2,78030
"1071",1070,1634,2339.80055859486,53,111,0,63,2,2,2,1.5,0,0,0,0,0,0,24584.6,0,25130,3,4,4,3,2,25020
"1072",1071,1635,1488.06273580722,31,212,4980,63,2,2,4,2.1,0,0,0,0,0,0,44732.7,0,32840,2,3,0,4,2,47200
"1076",1075,1642,2766.19198853754,24,111,4030,63,2,1,3,1.8,0,0,0,0,5,0,33939,0,26580,3,7,5,4,2,38820
"1082",1081,1651,3256.07333711805,41,111,0,48,2,1,4,2.1,0,0,0,0,0,0,29672.2,0,25800,3,10,8,4,2,33390
"1083",1082,1652,2868.39812711941,49,400,0,64,2,2,4,2.3,0,0,0,0,0,0,43300.85,0,42610,2,0,0,4,2,43880
"1086",1085,1656,2196.16699310575,47,111,0,47,2,2,4,2.5,0,0,0,0,0,0,45030.3,0,47060,1,10,8,4,2,51430
"1087",1086,1657,2127.31299209837,46,112,0,45,2,2,4,2.5,0,0,0,0,0,0,45133.7,0,45060,2,7,4,4,2,48690
"1089",1088,1660,960.233767121396,51,300,2900,68,2,1,4,2.5,0,0,0,0,0,0,42385.5,0,38430,1,0,0,4,2,37920
"1090",1089,1661,1801.39526509032,25,111,0,45,2,2,2,1.5,0,0,0,0,0,0,38047.95,0,40710,3,5,4,3,2,37950
"1091",1090,1662,1669.73676548188,41,112,0,62,2,2,4,2.1,0,0,0,0,0,0,32754.45,0,30700,2,7,0,4,2,34540
"1096",1095,1668,3309.10818002548,21,111,0,56,2,1,3,1.8,0,4930,0,0,0,0,10200,0,0,3,10,8,4,2,8600
"1098",1097,1672,2329.81528851667,48,112,0,37,2,2,4,2.5,0,0,0,0,0,0,65740.85,0,69310,2,8,0,4,2,87780
"1100",1099,1675,3841.57036185109,31,111,0,47,2,2,3,1.8,0,0,0,0,0,0,38820.9,0,37420,2,9,7,4,2,43240
"1102",1101,1678,3339.97929005572,48,111,0,22,2,2,2,1.5,0,0,0,0,0,0,11007.65,0,12320,1,5,4,3,2,5270
"1106",1105,1685,2418.51222001454,35,112,7920,38,2,1,2,1.5,0,0,0,0,0,0,63966.5,0,69090,2,10,1,3,2,65670
"1107",1106,1687,2054.93027397211,55,111,830,47,2,2,4,2.3,0,0,0,0,0,0,33091.45,0,28390,1,7,5,4,2,35440
"1108",1107,1688,1300.10551548264,43,111,5910,62,2,2,4,2.3,0,0,0,0,0,0,35609.65,0,27370,2,9,7,4,2,34850
"1109",1108,1689,2303.91154754401,41,300,5540,43,2,2,4,2.3,0,0,0,0,0,0,39158.05,0,11630,2,0,0,4,2,45300
"1111",1110,1691,1174.72937475667,43,211,0,63,2,2,4,2.1,0,0,0,0,0,0,34741.2,0,32020,3,3,4,4,2,37980
"1112",1111,1694,1792.7552532713,33,112,0,38,2,2,4,2.1,0,0,0,0,0,0,70348.95,0,65370,2,9,0,4,2,91120
"1113",1112,1695,5799.10310676039,42,112,8160,37,2,2,5,2.8,0,0,0,0,0,0,77979.35,0,49070,1,9,2,4,2,83720
"1115",1114,1697,3153.40074678692,56,111,0,62,2,2,2,1.5,0,0,0,8510,0,0,25464,0,18010,1,8,7,3,2,29480
"1116",1115,1700,1636.38001012394,40,300,0,43,2,2,4,2.1,0,0,0,0,0,0,36687.45,0,38270,3,0,0,4,2,26710
"1118",1117,1703,1226.36538438877,58,300,0,64,2,1,2,1.5,0,0,0,25590,0,0,27321,0,3000,1,0,0,3,2,30880
"1119",1118,1704,3461.14712565152,24,111,0,55,2,2,3,1.8,0,0,0,0,0,0,30237.8,460,25200,3,9,7,4,2,34560
"1122",1121,1709,1320.1734392378,38,120,0,31,2,2,3,1.8,0,0,0,0,0,0,52224.45,0,52940,2,0,0,4,2,60810
"1133",1132,1726,946.326518864324,49,112,0,37,2,2,3,2,0,0,0,0,291,0,63006.9,0,72860,1,8,2,4,2,111350
"1134",1133,1727,1123.43242115643,60,111,1770,35,2,2,2,1.5,0,0,0,0,0,0,24989,0,24820,5,4,4,3,2,28940
"1138",1137,1732,3270.19929237104,39,112,7330,46,2,1,3,1.8,0,0,0,0,0,0,22539.3,0,15770,2,6,0,4,2,26720
"1139",1138,1733,1641.40360890849,48,221,0,43,2,2,3,2,0,0,0,0,0,0,64132.5,0,41790,2,1,1,4,2,91170
"1142",1141,1737,2395.22172202553,43,112,0,45,2,2,4,2.1,0,0,0,0,0,0,42913.15,0,42780,2,6,0,4,2,47760
"1151",1150,1749,2392.170724651,43,112,0,62,2,2,4,2.3,0,0,0,0,0,0,34359.4,0,41740,2,8,0,4,2,24510
"1158",1157,1761,1644.68092875431,50,120,0,43,2,2,2,1.5,0,0,0,0,0,0,49509.65,0,53310,1,0,0,3,2,54470
"1167",1166,1774,2765.31637817565,41,120,0,62,2,2,3,2,0,0,0,0,0,0,36526,0,37030,1,0,0,4,2,42030
"1169",1168,1776,3844.81984822403,40,111,0,65,2,2,4,2.3,230,0,0,0,0,0,35575.5,0,30190,3,9,7,4,2,40480
"1171",1170,1778,1880.59339721472,45,300,0,62,2,2,4,2.3,0,0,0,0,0,0,35954.1,0,35670,1,0,1,4,2,41870
"1178",1177,1788,2597.2237836579,48,112,0,38,2,2,4,2.3,0,0,0,0,0,0,53462.35,0,55090,1,7,0,4,2,61620
"1180",1179,1790,2295.65679161259,38,400,0,38,2,2,4,2.1,0,0,0,0,0,0,110716,0,124500,3,0,0,4,2,125260
"1186",1185,1798,2590.37246609451,27,112,1430,38,2,2,2,1.5,0,0,0,0,0,0,27429.5,0,27500,3,9,1,3,2,30900
"1189",1188,1802,2053.84658534074,43,300,0,62,2,2,5,3,0,0,0,0,0,0,41835.7,0,24640,2,0,0,4,2,40230
"1190",1189,1803,1420.88407462805,34,111,0,46,2,2,4,2.1,0,0,0,0,0,0,57386.15,0,54770,2,9,7,4,2,72320
"1195",1194,1813,2498.69717944684,28,112,0,64,2,2,2,1.5,0,0,0,0,0,0,37180.2,0,37370,2,7,0,3,2,43010
"1196",1195,1814,1713.06219049473,57,111,0,46,2,2,2,1.5,0,0,0,0,0,0,33321.85,0,35910,3,8,6,3,2,34330
"1197",1196,1815,4176.31763259356,26,112,5200,46,2,2,2,1.5,0,0,0,0,0,0,23948.9,0,15500,3,9,0,3,2,21170
"1198",1197,1818,1022.15461533021,43,111,3500,63,2,2,5,2.6,0,0,0,0,0,0,33730.9,0,21720,3,7,6,4,2,30530
"1200",1199,1820,1211.01417965197,54,111,0,53,2,2,2,1.5,0,0,0,0,53,0,52220.35,0,57690,1,8,6,3,2,39800
"1202",1201,1822,2995.23242235449,54,111,10080,43,2,2,4,2.5,0,0,0,0,0,0,72671.15,0,66780,2,8,7,4,2,87360
"1206",1205,1827,2389.6892868662,56,111,0,37,2,2,2,1.5,0,0,0,0,26,0,139232.85,0,161800,1,10,8,3,2,143530
"1208",1207,1829,1772.88001328875,42,112,0,47,2,2,5,2.4,0,0,0,0,0,0,43840.6,0,39200,2,9,0,4,2,45910
"1209",1208,1830,1573.21244932979,35,111,0,52,2,2,4,2.1,0,0,0,0,0,0,35141,0,35370,2,6,5,4,2,27850
"1210",1209,1832,1815.10578220393,42,120,8280,63,2,2,6,3.3,0,0,0,0,0,0,40563.3,0,22820,2,0,0,4,2,47960
"1211",1210,1833,2969.71915964268,41,111,0,53,2,2,4,2.1,0,0,0,0,0,0,32975.75,0,29870,3,10,8,4,2,35490
"1213",1212,1836,3534.57068978613,48,111,0,33,2,2,5,2.8,0,0,0,0,0,0,86449.1,0,80060,3,10,8,4,2,103090
"1216",1215,1840,1342.21427571748,57,400,0,13,2,2,4,2.5,0,0,0,17850,0,0,31777.1,0,0,1,0,0,5,2,31420
"1219",1218,1844,3132.98715959135,37,111,3460,35,2,2,2,1.5,0,0,0,0,0,0,11011.8,0,7590,3,4,4,3,2,5340
"1231",1230,1862,2377.84849503016,46,111,8580,46,2,1,3,1.8,0,0,0,0,0,0,39390.65,0,29000,3,6,4,4,2,40740
"1233",1232,1868,2222.46383717958,55,111,3790,22,2,2,2,1.5,0,0,0,8200,0,0,30459.2,0,12230,3,9,7,3,2,31870
"1237",1236,1873,2304.38134025255,54,112,0,69,2,2,3,2,0,4560,600,8200,0,0,23242.25,3310,6660,1,7,0,5,2,7980
"1238",1237,1874,2027.34103901695,55,112,0,45,2,1,2,1.5,0,0,0,0,0,0,26291.55,0,27300,3,7,0,3,2,20980
"1240",1239,1876,2766.67054190075,37,111,0,38,2,2,4,2.1,0,0,0,0,0,0,44551,0,45720,1,8,6,4,2,51860
"1242",1241,1879,1442.13704944174,59,111,1570,46,2,2,3,2,5750,0,0,0,0,0,49831.2,0,46430,1,10,8,4,2,53440
"1243",1242,1880,3634.64427273363,21,111,1650,63,2,1,2,1.5,0,0,0,0,0,0,19207.95,0,15980,3,8,6,3,2,17630
"1246",1245,1884,3688.52165760418,43,111,0,68,2,2,2,1.5,0,0,0,0,0,0,31502,0,32920,3,10,8,3,2,32330
"1247",1246,1885,1888.08523814206,35,111,5160,46,2,1,2,1.5,0,0,0,0,0,0,22577,0,14490,3,8,7,3,2,22340
"1249",1248,1891,2332.00138338824,49,111,0,63,2,2,4,2.3,0,0,0,0,0,0,45877.5,0,44410,2,8,7,4,2,57840
"1251",1250,1893,3499.51824203216,50,111,0,21,2,2,2,1.5,0,0,0,0,54,0,61757.85,0,21490,1,9,7,3,2,69060
"1253",1252,1896,1223.12409055124,58,211,0,43,2,2,2,1.5,0,0,0,0,0,0,49066.9,0,0,1,2,3,3,2,47280
"1257",1256,1902,2306.93618713247,45,111,0,37,2,2,5,2.8,0,0,0,0,7,0,152218.7,0,165810,1,10,8,4,2,189690
"1260",1259,1911,2214.69600530724,42,111,0,42,2,2,4,2.1,0,0,0,0,0,0,42528.2,0,42880,2,8,7,4,2,48980
"1261",1260,1912,1298.04781909881,35,111,0,53,2,2,3,1.8,0,0,0,0,0,0,57241.8,0,56560,2,8,7,4,2,52600
"1268",1267,1925,1046.0037868684,48,112,0,38,2,2,6,3.1,0,0,0,0,0,0,71720.95,0,43190,1,7,1,4,2,75800
"1273",1272,1932,2913.05448397614,24,112,0,53,2,1,2,1.5,0,0,0,0,0,0,32888,0,27880,3,7,1,3,2,37820
"1276",1275,1938,1813.18551382107,57,112,0,63,2,2,4,2.1,0,0,0,0,0,0,33167.9,0,31570,2,7,1,4,2,36790
"1281",1280,1945,2038.45289123518,53,112,0,63,2,2,2,1.5,0,0,0,0,42,0,35215.15,0,36210,1,9,3,3,2,38760
"1282",1281,1946,1396.36441475317,30,120,0,34,2,2,4,2.1,0,0,0,0,4,0,58994.9,0,50980,2,0,0,4,2,75620
"1284",1283,1948,2183.39739471914,32,112,8200,42,2,2,5,2.4,0,0,0,0,0,0,53056.2,0,23530,2,6,0,4,2,61350
"1287",1286,1952,1407.45427943905,48,111,0,22,2,2,4,2.1,0,0,0,0,87,0,62717.1,0,64590,2,6,5,4,2,68530
"1292",1291,1957,1376.94517093701,46,111,0,64,2,1,7,3.4,0,0,0,0,0,0,31855.05,0,17490,3,10,8,4,2,36120
"1294",1293,1961,2333.76724898038,47,112,0,43,2,2,5,3,0,0,0,0,124,0,55149.1,0,54270,1,5,0,4,2,66740
"1295",1294,1962,1539.76934966449,53,111,0,34,2,2,2,1.5,0,0,0,0,0,0,62436.75,0,56200,2,9,7,3,2,72210
"1298",1297,1966,2763.42497299986,25,111,0,43,2,2,2,1.5,0,220,0,0,0,0,39473.35,2810,38470,3,9,7,3,2,45790
"1304",1303,1973,1218.19820319568,59,112,0,52,2,2,2,1.5,0,0,0,0,0,0,31331.4,0,33090,1,6,0,3,2,21680
"1306",1305,1977,3943.16163212128,33,111,0,54,2,2,2,1.5,0,0,0,0,0,0,74508.25,0,85200,2,9,7,3,2,86050
"1308",1307,1981,2445.56343203257,48,111,0,56,2,1,4,2.1,0,5840,0,0,0,0,36443,110,24760,3,8,7,2,2,42600
"1311",1310,1985,2898.17901040222,27,111,14390,35,2,0,2,1.5,0,0,0,0,0,0,31684,0,18200,3,7,5,3,2,32610
"1315",1314,1991,1510.82528959341,47,111,0,56,2,2,5,3,0,0,0,0,0,0,28327.95,0,27790,3,9,7,5,2,21460
"1318",1317,1995,2232.30820878318,28,112,1750,52,2,1,2,1.5,0,0,0,0,0,0,25590.35,0,23000,2,7,0,3,2,29700
"1320",1319,1997,1663.20264281908,34,112,0,43,2,2,4,2.1,0,0,0,0,0,0,81674.25,0,32480,2,9,1,4,2,103350
"1328",1327,2008,1379.89950820095,36,112,0,43,2,2,4,2.1,0,0,0,0,0,0,50792.75,0,50000,2,8,1,4,2,56450
"1332",1331,2020,1787.43083464374,46,112,0,43,2,2,3,1.8,0,0,0,0,0,0,55268.35,0,55500,2,10,4,4,2,52470
"1337",1336,2027,2314.91234780532,49,111,0,22,2,2,4,2.3,0,0,0,0,0,0,87364.1,0,94660,2,6,4,4,2,121840
"1341",1340,2036,1924.25039044863,62,111,5190,42,2,2,3,2,0,0,0,0,0,0,51870.55,0,49220,2,9,7,4,2,60290
"1343",1342,2040,2177.51039138489,52,111,0,62,2,2,3,2,0,0,0,0,0,0,45084.95,0,45780,2,8,7,4,2,47130
"1347",1346,2047,3881.28022170612,36,120,0,67,2,2,4,2.1,0,0,0,0,0,0,37076.75,0,33270,3,0,0,4,2,33990
