,ident_men,numero_categ,ocde10,vag,typmen,revtot,fumeur,p1,p2,p3,p4,p5,p6,p7,p8,p9,depenses_reelles,temps,mois,mois2,temps2,decile,1,2,3,4,5,6,7,8,9
76319,360.0,9,1.0,21.0,1.0,19200.0,1.0,115.111505807,178.0,109.393518184,114.757593123,115.989473684,119.6,102.9611171,123.1,117.097311578,27574.977673,95.0,11.0,121.0,9025.0,6,0.190915124712,0.0415401279001,0.0644537602142,0.316593658392,0.029052999884,0.0292920249108,0.208299384763,0.0426862459697,0.0771666732543
76328,361.0,9,1.0,21.0,1.0,27703.0,1.0,112.048600853,143.823784667,103.905051434,117.387034176,96.2,120.524126627,105.336528002,122.526743472,103.669748083,58268.3571683,95.0,11.0,121.0,9025.0,10,0.0173830869469,0.0833126942755,0.0319732547432,0.370555992448,0.00924420021238,0.15522318529,0.127478890592,0.17635348048,0.0284752150114
76337,362.0,9,2.0,21.0,2.0,32773.0,1.0,115.101529942,172.091997093,100.491488044,114.584175532,100.412655186,118.933333334,86.699255338,123.1,97.3640683446,53422.5804917,95.0,11.0,121.0,9025.0,10,0.058886373967,0.0423858483678,0.0167960285055,0.352115329255,0.360862218337,0.0185360224874,0.0369064483732,0.0315216671291,0.081990063577
76346,363.0,9,1.0,21.0,1.0,24000.0,0.0,116.549720812,112.9,100.523929827,116.7,96.2,115.359422632,111.364192771,123.1,89.5740489657,30608.6074528,95.0,11.0,121.0,9025.0,7,0.0476521484232,0.0524671452726,0.0174265643778,0.408618839952,0.00241163981737,0.0477537275233,0.148769042067,0.226728165885,0.048172726682
76355,364.0,9,2.4,21.0,4.0,83459.0,0.0,113.450409937,112.9,121.142785297,113.628369275,113.171982845,124.785404825,106.7379461,120.22908848,120.262863573,40671.2968972,95.0,11.0,121.0,9025.0,9,0.100553129166,0.00155371625309,0.111820715549,0.235155300765,0.0347418831571,0.0602400340862,0.119790548649,0.118959351977,0.217185320397
76364,365.0,9,1.5,21.0,2.0,23642.0,1.0,113.437055034,173.626263192,105.284939197,116.301060445,116.2809121,115.632758621,96.9881856364,123.1,116.424204224,28207.7738555,95.0,11.0,121.0,9025.0,6,0.0728939133201,0.0780111373929,0.0764062992683,0.464581945512,0.0903192726487,0.0283901625139,0.0778344482317,0.0687701935499,0.0427926275626
76373,366.0,9,1.0,21.0,1.0,22166.0,0.0,113.336463811,112.9,102.4,115.85823917,117.2,118.595189003,111.855198118,123.1,100.318981582,31896.0422908,95.0,11.0,121.0,9025.0,7,0.100467148781,0.0383546002509,0.0149753333177,0.465608591548,0.131754569408,0.0354288797107,0.0585360774752,0.0446202523963,0.110254547113
76382,367.0,9,1.0,21.0,1.0,24989.0,1.0,113.201341607,152.906388185,103.479658135,115.557939978,116.612486764,116.45840708,116.885372918,123.100000001,109.783364668,39002.9589157,95.0,11.0,121.0,9025.0,8,0.0946392565131,0.0533336487623,0.177730033895,0.435240785993,0.115667597013,0.0450030666098,0.0388511755928,0.00456602917212,0.0349684064491
76391,368.0,9,1.0,21.0,1.0,11280.0,0.0,114.7,143.4,106.35,113.412621359,110.3,118.3,112.1,119.2,120.8,16609.9154849,95.0,11.0,121.0,9025.0,2,0.0219679523727,0.0,0.0,0.93070705568,0.0,0.00935176958755,0.0309162259005,0.0,0.00705699646063
76400,369.0,9,2.5,21.0,4.0,31200.0,0.0,114.094270248,143.4,108.658696191,115.573333333,101.836516367,117.478991336,90.2716280464,116.1891665,101.194697338,21274.5858054,95.0,11.0,121.0,9025.0,3,0.109685565425,0.0,0.0888375827469,0.292772436774,0.0229498386577,0.207317936172,0.0851043831991,0.0617829511826,0.131549305843
76409,370.0,9,2.1,21.0,4.0,15555.0,0.0,116.892655123,143.4,93.525660672,114.091809524,110.3,118.901008299,108.032714177,115.317861975,113.637634423,16222.0885193,95.0,11.0,121.0,9025.0,2,0.251556008968,0.0,0.114309299406,0.321250601584,0.0,0.181638986564,0.0180688019509,0.0406659581027,0.0725103434231
76418,371.0,9,1.0,21.0,1.0,14300.0,0.0,115.780057397,106.9,105.703604518,115.666205568,110.3,115.285279188,106.699715396,123.1,96.7261827409,27366.8441945,95.0,11.0,121.0,9025.0,6,0.207042701271,0.00348242378325,0.0153722382042,0.435008905919,0.0,0.0745437897326,0.207091396124,0.0217828666296,0.0356756783384
76427,372.0,9,2.0,21.0,4.0,44577.0,0.0,114.886164851,143.4,103.34232003,115.852863436,113.097092754,105.601230042,109.328413138,121.453092784,109.216183171,46438.9000215,95.0,11.0,121.0,9025.0,9,0.150338375713,0.0,0.0545335889699,0.203790829222,0.0556898261703,0.288927118491,0.100655083917,0.0704814690017,0.075583708515
76436,423.0,9,1.0,21.0,1.0,12031.0,0.0,115.226278384,111.901895708,111.2,118.411111111,110.3,119.7,96.50003527,119.2,121.263517256,13809.9314023,95.0,11.0,121.0,9025.0,1,0.309090054435,0.0700057838834,0.00372473567169,0.521666466256,0.0,0.0,0.0270493670414,0.0,0.0684635927127
76445,424.0,9,2.3,21.0,4.0,40099.0,1.0,114.882733223,129.713017018,104.544134948,111.884386757,117.2,125.048501752,104.099773177,118.489706052,107.280872515,27270.6624254,95.0,11.0,121.0,9025.0,6,0.1584546847,0.0282849101006,0.0350981715214,0.265010703954,0.0478996704603,0.0673082815116,0.161838075805,0.168454731348,0.0676507705987
76454,425.0,9,1.5,21.0,3.0,29435.0,0.0,113.116501973,143.4,106.963301732,114.144473617,115.124675325,129.38172374,98.6174599697,122.18440629,98.0843965007,23858.1370804,95.0,11.0,121.0,9025.0,4,0.174721092712,0.0,0.051213010775,0.434776625596,0.0786262532179,0.0940066259608,0.0307660444569,0.029292200885,0.106598146395
76463,426.0,9,1.0,21.0,1.0,16568.0,0.0,114.54643931,143.4,105.860886066,115.767242377,96.2000000002,126.072550507,108.655686496,119.2,113.957968737,26419.3130601,95.0,11.0,121.0,9025.0,5,0.153807547409,0.0,0.0585485534579,0.328012281521,0.0439855712439,0.170711010387,0.0898718553696,0.0,0.155063180612
76472,427.0,9,1.5,21.0,3.0,33573.0,0.0,113.425138734,112.9,106.825123552,115.56241524,105.362520973,135.198177921,109.589439919,117.148678559,108.971178759,31516.8693568,95.0,11.0,121.0,9025.0,7,0.130280537859,0.00823810997599,0.0195139040843,0.273116273611,0.119456899626,0.153277545829,0.0774974716864,0.114955436803,0.103663820526
76481,428.0,9,1.0,21.0,1.0,15600.0,1.0,121.9,178.0,106.35,116.7,110.3,140.384671533,110.175,123.1,94.8004296128,9614.58896821,95.0,11.0,121.0,9025.0,1,0.00651635737156,0.142966248875,0.0,0.303968093058,0.0,0.184446245445,0.0730394161624,0.00974881690606,0.279314822182
76490,429.0,9,2.0,21.0,5.0,92302.0,0.0,115.648625515,109.947985028,108.75354766,115.701977034,110.3,122.554633411,109.767391727,123.1,112.837172926,59656.1724086,95.0,11.0,121.0,9025.0,10,0.0911945812931,0.0101958194585,0.323118497646,0.394664534181,0.0,0.0474223798005,0.0415599111072,0.0456806234711,0.0461636530428
76499,430.0,9,1.8,21.0,4.0,51910.0,0.0,115.710185888,143.4,103.095364174,113.61741619,96.2,126.4348448,107.970313765,114.1,108.530865861,29982.9180619,95.0,11.0,121.0,9025.0,6,0.0976039627367,0.0,0.215008316939,0.283427517086,0.0026042633142,0.140406199117,0.0771599135658,0.0145886639184,0.169201163324
76508,431.0,9,1.5,21.0,2.0,50472.0,1.0,114.024633085,136.449630574,106.048217369,109.617813553,109.489745106,117.247167716,101.07854969,123.1,108.441206565,48913.007875,95.0,11.0,121.0,9025.0,9,0.151317308211,0.00761256579633,0.0445075502881,0.191329126899,0.0352184305678,0.285917132637,0.142020622517,0.0171698410933,0.124907421991
76517,432.0,9,1.0,21.0,1.0,33012.0,1.0,115.041367088,168.022988446,102.4,116.7,96.2,115.008444051,109.066208476,119.255895063,112.201018892,38724.1517307,95.0,11.0,121.0,9025.0,8,0.0378532123411,0.0926451815061,0.101045055445,0.0748244606366,0.00622825925441,0.113217421083,0.16532449905,0.28133673152,0.127525179163
76526,433.0,9,1.8,21.0,2.0,29321.0,1.0,114.36124952,178.0,98.3219726194,113.799106145,110.3,117.945132743,107.95713577,114.568937876,103.015873857,16020.9807786,95.0,11.0,121.0,9025.0,2,0.121669200184,0.0324124286021,0.0432537898393,0.517561694012,0.0,0.020288820737,0.076676908022,0.0648756271096,0.123261531494
76535,434.0,9,2.0,21.0,2.0,29511.0,1.0,113.95334385,178.0,106.347571094,117.149304175,107.865609344,118.3,66.8791336957,114.346575342,103.259701648,19548.7024494,95.0,11.0,121.0,9025.0,3,0.147398921765,0.0881863895586,0.0274700115312,0.32181924157,0.111048453226,0.0259751583387,0.149402326987,0.0420018874007,0.0866976096232
76544,435.0,9,2.0,21.0,2.0,34226.0,1.0,114.053873133,178.0,103.600750192,114.630535616,117.2,145.1,105.79797092,119.2,105.461808004,29200.9668909,95.0,11.0,121.0,9025.0,6,0.13365910349,0.0156908242616,0.0865255495737,0.323200433749,0.0881885145713,0.021650468238,0.241463145825,0.0,0.0896219602909
76553,436.0,9,1.8,21.0,4.0,43831.0,1.0,113.161921039,178.0,97.6970725529,114.852650547,117.2,128.221776505,99.9017777273,116.343338532,104.609836917,23211.5951289,95.0,11.0,121.0,9025.0,4,0.10478007365,0.0196299203705,0.11700490712,0.448561393087,0.0225312432379,0.0432501781861,0.115798032928,0.0381897089044,0.0902545425158
76562,437.0,9,1.5,21.0,3.0,15420.0,0.0,116.208460139,112.9,103.888652046,115.130387516,110.3,142.033544304,107.33872549,121.5,100.853776843,17989.1466498,95.0,11.0,121.0,9025.0,2,0.0816640398413,0.0166914739823,0.000196547449174,0.660850947776,0.0,0.0757940720534,0.0331815278272,0.0263994213364,0.105221969733
76571,438.0,9,2.1,21.0,4.0,48006.0,0.0,114.591909488,143.4,108.379854438,116.404087453,104.689578649,102.289655172,104.648681666,116.310540664,106.927801725,26518.107205,95.0,11.0,121.0,9025.0,5,0.174468144472,0.0,0.0390134194246,0.472547942933,0.0152517380611,0.00674087316716,0.0785406361146,0.0744756787518,0.138961567075
76580,517.0,9,2.1,21.0,4.0,87752.0,0.0,114.120492519,143.4,110.063196723,115.262910163,110.3,107.986429991,116.150372459,119.534753586,113.209572777,73900.4034183,95.0,11.0,121.0,9025.0,10,0.0688102708198,0.0,0.11290637208,0.233626496928,0.0,0.265004321732,0.148921295123,0.0434328071647,0.127298436152
76589,518.0,9,2.1,21.0,4.0,308515.0,0.0,114.455700857,112.9,103.164545868,116.071177432,96.2,110.944360902,109.02663407,120.207520716,111.317451388,53697.5337914,95.0,11.0,121.0,9025.0,10,0.108160143812,0.00134898598483,0.132157689628,0.361729154129,0.0176699724255,0.00610686011649,0.171735244088,0.146149731558,0.0549422182585
76598,520.0,9,2.0,21.0,4.0,65357.0,0.0,114.877917194,112.9,103.101843031,116.018049437,102.878747644,106.852535197,102.481927913,117.436588309,107.135812318,66944.2346982,95.0,11.0,121.0,9025.0,10,0.0925509663376,0.00518114449981,0.126352396714,0.127231863768,0.0231712515661,0.356859929613,0.186351455321,0.030398018375,0.0519029738046
76607,521.0,9,2.3,21.0,4.0,28686.0,0.0,113.955794665,143.4,103.42538568,112.567026076,97.9233503896,116.099549324,102.690179174,118.026848438,108.485533157,25950.0335197,95.0,11.0,121.0,9025.0,5,0.157112805714,0.0,0.0972115695342,0.228361599752,0.250278866767,0.0433104085303,0.0924834011162,0.0847130586593,0.0465282899284
76616,522.0,9,1.5,21.0,3.0,25360.0,0.0,115.828954206,111.246445841,106.457777973,116.003864927,106.253164259,137.025,107.508824742,121.757342658,112.970934268,32958.1078947,95.0,11.0,121.0,9025.0,7,0.19783789287,0.0288144397628,0.0309155900667,0.4232993795,0.0601068317749,0.0272307613279,0.0807341938947,0.0542244479656,0.0968364628365
76625,523.0,9,1.5,21.0,3.0,118928.0,0.0,114.82766981,143.4,111.478586084,114.920874804,113.155916473,129.212062547,99.6733415997,115.711570248,109.813242507,68457.1399718,95.0,11.0,121.0,9025.0,10,0.0501191343382,0.0,0.428342027252,0.278497468959,0.0176978215174,0.0507887158108,0.0544095747645,0.0397612928716,0.0803839644856
76634,524.0,9,2.7,21.0,4.0,351025.0,0.0,116.43479743,106.9,112.217058736,114.118195613,117.2,126.745709116,111.270632686,123.1,113.279362807,70217.3730341,95.0,11.0,121.0,9025.0,10,0.0796163553542,0.00112379632291,0.161675514416,0.242297935454,0.105982184809,0.0527224779867,0.163154049578,0.00463742749943,0.18879025858
76643,525.0,9,2.1,21.0,4.0,77183.0,0.0,111.688395569,112.1129202,107.421426824,116.881245687,117.2,123.48726975,108.71027617,114.182317073,98.9044225742,30167.6745087,95.0,11.0,121.0,9025.0,6,0.0947461899482,0.0109715360986,0.112926062957,0.381423943465,0.0373065998451,0.0998325832193,0.0786430153762,0.126173659605,0.0579764094849
76652,526.0,9,2.4,21.0,4.0,71963.0,1.0,114.392458256,160.824027904,110.604520806,118.703251876,110.3,106.69838973,82.9100955593,119.797535879,109.07922033,70058.3019188,95.0,11.0,121.0,9025.0,10,0.0331681414899,0.00925422014839,0.0538600251504,0.451014616076,0.0,0.273468013688,0.0858119465849,0.0576433386949,0.0357796981676
76661,527.0,9,2.1,21.0,4.0,50533.0,0.0,113.113153607,112.9,107.6656777,112.489853726,113.092605823,137.330820882,104.773453235,119.745332589,109.658825953,37851.9337151,95.0,11.0,121.0,9025.0,8,0.124049624465,0.00240365245007,0.126946627024,0.281940756056,0.0232694101411,0.114768117382,0.0694331598054,0.123439904065,0.133748748611
76670,528.0,9,2.0,21.0,4.0,87167.0,0.0,116.46314043,102.8,102.467951978,114.333540373,105.669024606,124.725714788,107.578059175,117.974970335,109.360456704,53048.9274626,95.0,11.0,121.0,9025.0,10,0.060253876498,0.0095223682218,0.104586015333,0.322648872766,0.0561006814882,0.0929847111164,0.102713115946,0.0610628750628,0.190127483569
76679,529.0,9,1.0,21.0,1.0,5218.0,1.0,114.998024893,178.0,104.769898658,116.028531856,96.2,145.1,111.651546392,119.2,112.804267935,17911.9045922,95.0,11.0,121.0,9025.0,2,0.0768590592726,0.179060281488,0.0482910187703,0.462134964183,0.00784674481076,0.0568377574321,0.0262639647776,0.0,0.142706209266
76688,530.0,9,1.5,21.0,2.0,45357.0,0.0,114.932209118,106.9,104.802022734,115.01192053,117.2,118.235634029,66.9406156156,116.561529968,109.478650873,46817.0424489,95.0,11.0,121.0,9025.0,9,0.0827784360306,0.00381683723122,0.199579483784,0.268932736935,0.0977873681873,0.0459338426944,0.124872924512,0.0625408425251,0.113757528099
76697,608.0,9,1.0,21.0,1.0,31055.0,0.0,115.188169824,143.4,108.410067283,113.948910891,93.9758003769,119.7,97.3787096773,123.1,115.663771932,46623.2151361,95.0,11.0,121.0,9025.0,9,0.0138217498783,0.0,0.0113822296132,0.270944982446,0.640300129141,0.0,0.0036478546095,0.0120221350219,0.04788091929
76706,609.0,9,1.5,21.0,3.0,28790.0,0.0,114.403831295,107.714230783,106.759941277,116.72891205,114.160526316,118.176100167,98.9870450834,115.522924901,107.698896894,32590.7845693,95.0,11.0,121.0,9025.0,7,0.142391968083,0.0463659152108,0.0227968938144,0.298655674403,0.0437007418562,0.0957887359157,0.132917766808,0.0970168296973,0.120365474211
76715,610.0,9,2.1,21.0,4.0,42428.0,0.0,113.332387058,112.9,104.53236189,114.674008772,96.2,118.622134884,110.021997996,119.965940054,108.4963193,28125.5873665,95.0,11.0,121.0,9025.0,6,0.112695790197,0.011597470695,0.0716697945238,0.410352878936,0.0136257918048,0.0437726035036,0.0997685788071,0.11648172692,0.120035364613
76724,611.0,9,1.5,21.0,3.0,39209.0,0.0,114.298214722,112.9,102.684237487,115.486469277,96.1999999999,123.674055322,108.666825879,117.801264719,89.2335231213,36357.3699062,95.0,11.0,121.0,9025.0,8,0.123910781549,0.00182313568622,0.108988621899,0.360177169751,0.00978767786012,0.061550595842,0.163885276031,0.0394096858824,0.130467055498
76733,612.0,9,1.5,21.0,2.0,43464.0,1.0,114.665020005,172.679614454,102.785869484,116.036519913,113.863003486,113.285015291,103.967479361,117.98600033,111.534622902,80644.9825175,95.0,11.0,121.0,9025.0,10,0.0389495254649,0.00824958788407,0.179675268411,0.498744511252,0.0182795809485,0.0279929780165,0.117153979446,0.0410124703374,0.0699420982397
76742,613.0,9,1.5,21.0,3.0,46551.0,0.0,114.127905193,112.732205878,103.383948584,116.080409357,110.3,123.774949495,109.920370036,123.1,109.744472552,48570.7724461,95.0,11.0,121.0,9025.0,9,0.109736558208,0.256588316684,0.12018650727,0.23484525307,0.0,0.0351786278303,0.083265443861,0.0562878005135,0.103911492562
76751,614.0,9,2.0,21.0,4.0,24780.0,0.0,113.352822888,110.655102023,104.617566048,114.151199751,96.2,117.397823854,99.7872632582,123.1,104.555553186,21328.6130311,95.0,11.0,121.0,9025.0,3,0.136712065788,0.00789473788188,0.0657323802363,0.361078872633,0.0148269287112,0.0810460746023,0.0497738103739,0.139190382753,0.143744747021
76760,615.0,9,1.5,21.0,3.0,115040.0,0.0,115.941920769,112.9,107.671188901,119.801471564,96.2,121.915619047,101.784087786,122.995131086,104.619203776,119508.699022,95.0,11.0,121.0,9025.0,10,0.056743395437,0.0131171306022,0.0987526198321,0.505843037068,0.0300837740132,0.0189547693717,0.105247029063,0.0558422760774,0.115415968536
76769,616.0,9,1.0,21.0,1.0,14635.0,1.0,113.799706951,150.070157836,87.3177546046,114.106122449,110.3,128.851747754,108.452731592,118.777619473,93.5367871646,24623.8389157,95.0,11.0,121.0,9025.0,5,0.12640621745,0.0897251994851,0.018807803724,0.248887036632,0.0,0.115787011085,0.0562801998171,0.245685806326,0.0984207254802
76778,617.0,9,2.0,21.0,4.0,27479.0,0.0,115.123366653,112.9,108.515696339,115.655441386,96.2000000001,115.091666666,105.184887418,121.746153847,116.882980468,37586.0254621,95.0,11.0,121.0,9025.0,8,0.164874952309,0.0121903611961,0.0859827919345,0.479295764921,0.0499841533363,0.00247962534863,0.0779373668961,0.019127208709,0.108127775348
76787,618.0,9,1.0,21.0,1.0,49247.0,0.0,114.740922369,112.9,99.7043308751,116.548330076,110.3,117.400085,111.759065823,119.677269171,107.09854735,55039.595415,95.0,11.0,121.0,9025.0,10,0.0877482776762,0.0328825018313,0.0381899818516,0.344311423629,0.0,0.0371249463633,0.151484667556,0.129312627596,0.178945573496
76796,619.0,9,1.5,21.0,3.0,51970.0,0.0,116.496275211,112.9,107.56575855,114.262508765,116.81518323,125.539251041,103.76637819,123.1,111.105794216,56548.5372531,95.0,11.0,121.0,9025.0,10,0.106384204999,0.0804204877236,0.0649810856524,0.35049231943,0.065828712968,0.0220055688893,0.120921860079,0.0508397447122,0.138126015547
76805,704.0,9,1.0,21.0,1.0,66400.0,0.0,113.416696419,112.9,103.258171631,158.954753673,96.2,116.721739131,93.7912130513,123.1,103.930261898,78506.1457525,95.0,11.0,121.0,9025.0,10,0.0861224134318,0.040854262396,0.0595262588805,0.527809397987,0.00639999130533,0.0151692512854,0.0530790024032,0.144255435445,0.0667839868656
76814,705.0,9,1.0,21.0,1.0,37534.0,0.0,116.244351986,143.4,125.617299366,112.966139418,111.366666667,123.567257597,106.056329487,122.541961853,104.267691322,48920.2001411,95.0,11.0,121.0,9025.0,9,0.0304212340587,0.0,0.0485165221231,0.608827028236,0.0206859546124,0.0635598448267,0.0744525205722,0.0281268091834,0.125410086389
76823,708.0,9,1.0,21.0,1.0,42123.0,0.0,113.721359205,112.9,106.35,114.575499714,100.91380466,110.297496822,105.495240039,119.518458819,108.703387228,52406.7520612,95.0,11.0,121.0,9025.0,10,0.0284198249767,0.00743146900871,0.0,0.278592615323,0.00716874306305,0.302098809203,0.124999902205,0.172313800219,0.0789748360019
76832,709.0,9,1.5,21.0,3.0,40583.0,0.0,114.41507374,110.50867382,106.285629007,115.221375344,110.393196165,120.275740906,118.755247585,117.328265545,108.951019311,62158.2792431,95.0,11.0,121.0,9025.0,10,0.0729552941514,0.028497440389,0.201790625417,0.171011425251,0.192401048681,0.0898493253001,0.0906920767085,0.0747454996152,0.0780572644853
76841,710.0,9,1.0,21.0,1.0,14428.0,0.0,114.27437366,143.4,104.752496383,116.7,110.3,119.6,123.3,123.1,115.06539026,15422.7191451,95.0,11.0,121.0,9025.0,2,0.129004816938,0.0,0.0279987463327,0.660123833645,0.0,0.0533797014272,0.0284581774407,0.0923432685054,0.00869145571217
76850,711.0,9,1.5,21.0,2.0,19057.0,0.0,114.296145657,106.9,105.378214284,114.137054998,100.891676539,118.525433526,107.428377111,123.1,107.156688162,29667.4545671,95.0,11.0,121.0,9025.0,6,0.210455335428,0.00682629395284,0.0460705394345,0.425001119175,0.0293553057916,0.100643221191,0.105136542929,0.00547626479362,0.0710353773033
76859,712.0,9,1.3,21.0,2.0,18414.0,0.0,112.973330207,112.9,103.276962732,115.481805898,110.3,116.34964539,111.356836536,114.1,108.443495131,31559.6151387,95.0,11.0,121.0,9025.0,7,0.152571353855,0.085645917148,0.142092398793,0.381172359085,0.0,0.0133458208645,0.0960391695178,0.0243536909415,0.104779289795
76868,713.0,9,1.5,21.0,3.0,46375.0,0.0,115.429376195,108.644185999,95.9428948555,118.16520066,110.3,138.915384615,92.5967723212,119.2,113.489981225,31254.0243245,95.0,11.0,121.0,9025.0,7,0.181467361172,0.00420256319477,0.0452370617145,0.566166595683,0.0,0.0466626580933,0.0172589346505,0.0,0.139004825493
76877,714.0,9,1.0,21.0,1.0,28066.0,0.0,115.647639301,112.9,103.738848311,117.966577831,100.937779651,117.462096314,109.047243178,122.551637471,108.144637033,44791.8975029,95.0,11.0,121.0,9025.0,9,0.165808555393,0.00184126385371,0.034098194617,0.384174314258,0.0158555431258,0.00948460189848,0.0428301284788,0.0549512906842,0.290956107692
76886,715.0,9,1.5,21.0,3.0,29580.0,0.0,114.235767152,112.9,116.041764868,116.766836561,97.1733487831,117.673385294,109.327022223,123.1,109.583221823,78277.63734,95.0,11.0,121.0,9025.0,10,0.0480921384288,0.00255596751609,0.0534373946969,0.313489682803,0.092972740681,0.0865385447354,0.0105131193826,0.0348048813677,0.357595530388
76895,716.0,9,3.5,21.0,4.0,46220.0,0.0,117.343114948,143.4,105.070433436,116.875998573,114.208266675,132.844096106,104.258528058,121.594117647,113.724547776,18611.6340978,95.0,11.0,121.0,9025.0,3,0.0594928672526,0.0,0.106162905221,0.358918759721,0.163895353094,0.0700107476822,0.0661883774612,0.0366919055366,0.138639084032
76904,717.0,9,2.4,21.0,4.0,31834.0,0.0,116.0825845,105.140244029,105.051342863,115.862327312,110.3,112.8,107.305469846,117.177975376,109.577168339,21363.8430049,95.0,11.0,121.0,9025.0,3,0.240075762309,0.012457048008,0.0457299457287,0.306055154876,0.0,0.0883603442882,0.18309993828,0.0534526677548,0.0707691387545
76913,718.0,9,1.5,21.0,3.0,31525.0,0.0,113.62973609,143.4,105.649213169,117.096785714,96.2,111.5,106.854628648,119.2,110.761114534,18358.3161442,95.0,11.0,121.0,9025.0,2,0.196344293697,0.0,0.0731152970441,0.423910946476,0.0344006848951,0.00684411446379,0.059785626138,0.0,0.205599037287
76922,719.0,9,2.1,21.0,4.0,86866.0,0.0,113.623350792,143.4,116.530959217,115.233655851,112.970018031,131.274175363,102.948388601,118.985509321,117.254888271,33310.5403163,95.0,11.0,121.0,9025.0,7,0.0756979042618,0.0,0.203091710548,0.357266829593,0.00614656939495,0.0345750490998,0.118975645711,0.0874008648768,0.116845426516
76931,720.0,9,1.5,21.0,5.0,55908.0,1.0,113.94288485,126.172972973,102.735128712,115.886520376,110.3,117.271232877,109.649251497,122.917701904,94.1654667812,32333.7671644,95.0,11.0,121.0,9025.0,7,0.0173237829851,0.139816085846,0.040802099285,0.493578604734,0.0,0.0116897848861,0.0604500869213,0.203542060298,0.0327974950452
76940,721.0,9,1.5,21.0,3.0,15290.0,0.0,113.547998446,112.9,102.4,115.892892631,110.3,119.7,96.9,119.2,107.764039445,8949.59781585,95.0,11.0,121.0,9025.0,1,0.250378832439,0.00337896273967,0.00341367817114,0.608241646877,0.0,0.0,0.0,0.0,0.134586879772
76949,722.0,9,1.0,21.0,1.0,8950.0,0.0,113.657092687,143.4,118.932236099,115.104420808,112.395638157,119.7,112.078965667,119.2,114.762893054,26755.0657231,95.0,11.0,121.0,9025.0,5,0.204557952066,0.0,0.0835497782091,0.468796863309,0.106805240406,0.0,0.0623131706701,0.0,0.0739769953383
76958,723.0,9,1.0,21.0,1.0,10747.0,0.0,114.625456566,143.4,107.857316914,115.076579353,96.2,112.8,110.376190476,119.2,111.882192006,19714.2305919,95.0,11.0,121.0,9025.0,3,0.241621848391,0.0,0.0553113979216,0.480367495257,0.0221695052442,0.00590938998703,0.0350645894956,0.0,0.159555773703
76967,724.0,9,1.0,21.0,1.0,6764.0,1.0,113.390818539,178.0,104.19202353,116.315530953,110.3,114.923137842,111.486589169,123.1,118.808669353,30808.0041797,95.0,11.0,121.0,9025.0,7,0.0583944806138,0.141584713212,0.0711274097534,0.433918716475,0.0,0.206795163017,0.0226111391262,0.0496766243287,0.0158917534733
76976,725.0,9,2.0,21.0,2.0,37727.0,0.0,114.453592261,143.4,106.676374116,117.122255568,105.945321963,125.71656241,68.9232911595,116.794631311,110.047913224,35368.8404518,95.0,11.0,121.0,9025.0,8,0.123124884824,0.0,0.0451778544917,0.373131745214,0.044889654656,0.118365008793,0.081729497193,0.0417602328409,0.171821121987
76985,726.0,9,1.5,21.0,3.0,66660.0,0.0,113.798921007,112.9,99.9863531049,116.26641013,110.3,106.096840511,100.102617837,116.063763066,102.351208666,41814.0298574,95.0,11.0,121.0,9025.0,9,0.0442157408145,0.00365257977857,0.0876675342733,0.396467193364,0.0,0.206412584808,0.0816906921431,0.0857790524948,0.0941146223237
76994,727.0,9,1.5,21.0,2.0,12228.0,1.0,115.414672879,178.0,107.742291051,112.75431918,110.3,114.606437768,106.495692016,122.097014925,108.397138736,26604.9520872,95.0,11.0,121.0,9025.0,5,0.20541415974,0.0954092085806,0.0698777034962,0.428113494488,0.0,0.00755756959998,0.0924163168771,0.0125890710881,0.0886224761317
77003,728.0,9,1.0,21.0,1.0,29215.0,0.0,115.289109184,143.4,103.94123387,115.019932225,110.3,127.005749182,100.975082987,117.513793103,107.455042535,55760.4698533,95.0,11.0,121.0,9025.0,10,0.10402317751,0.0,0.323537415687,0.242696098265,0.0,0.0967474610927,0.0421011449021,0.0692217467483,0.121672955795
77012,729.0,9,1.5,21.0,3.0,38900.0,1.0,112.137664913,145.725251075,107.491948497,115.33196481,96.2,120.110053822,101.825991603,120.943450501,101.751042029,59834.7475932,95.0,11.0,121.0,9025.0,10,0.100700588598,0.0411822740524,0.0472972717033,0.380155783318,0.00833415270997,0.0527623429352,0.11384983413,0.101985129089,0.153732623464
77021,730.0,9,1.5,21.0,3.0,38765.0,1.0,113.458175615,178.0,103.970932437,115.924343257,110.3,110.320787154,102.776487677,120.624071463,104.630680044,39396.2304733,95.0,11.0,121.0,9025.0,8,0.0355372107915,0.0356660400847,0.0619106126986,0.201419209676,0.0,0.297841663185,0.196565055097,0.059961770962,0.111098437507
77030,737.0,9,1.3,21.0,2.0,17291.0,1.0,115.168224573,147.328409564,104.771918134,113.246244029,96.2,118.3,83.5444586727,122.794808127,110.738002956,33154.6659745,95.0,11.0,121.0,9025.0,7,0.153630774739,0.10780422004,0.113329517643,0.334147250066,0.00391313231567,0.0320747454269,0.0695281725667,0.0385352645499,0.147036922654
77039,795.0,9,1.5,21.0,3.0,42456.0,0.0,114.383291737,143.4,111.2,114.909415301,110.3,113.009016393,106.5,119.2,102.758099373,9753.63593325,95.0,11.0,121.0,9025.0,1,0.187518803275,0.0,0.0174361159937,0.659304736836,0.0,0.0431759593896,0.0354740996995,0.0,0.0570902848063
