v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_23,vag_24,vag_25,vag_26,vag_27,vag_28,mu_1,mu_2,mu_3,mu_4,ce_1_1,ce_1_2,ce_1_3,ce_1_4,ce_2_1,ce_2_2,ce_2_3,ce_2_4,ce_3_1,ce_3_2,ce_3_3,ce_3_4,ce_4_1,ce_4_2,ce_4_3,ce_4_4
864,5347,0,.1018841,.1577411,.7403747,160.4695,105.77,125.5389,127.811,13021.33,19532,3,31,73,5,6,0,0,24,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.7324925,1.005613,1.014467,,,,,.0952866,-.4470415,.1064009,-.4871385,-.079143,.0402703,-.0504601,-.9162804,.036387,-.0952734,-.1966839,-.7588967
865,5349,0,.0631739,.2600657,.6767604,172.8052,165.29,123.4634,125.9502,11872,23744,4,71,64,5,7,1,1,24,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.5685753,1.003405,1.015827,,,,,.1544584,-.0968777,.1722627,-.7984188,-.0480098,.0243363,-.424068,-.555663,.0397785,-.1046448,-.2151962,-.7357645
866,5357,0,.1191736,.3187757,.5620507,172.8052,173.866,123.8967,126.5593,14746,22119,3,12,60,1,1,0,2,24,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.771302,1.002778,1.019057,,,,,.0819958,-.5206868,.0913516,-.4239625,-.0391691,.0198473,-.5301398,-.4533159,.0478872,-.1260492,-.2591189,-.6817762
867,5360,0,.0384163,.1653138,.7962699,160.4695,142.97,124.8634,125.802,18621.92,48417,4,43,54,1,1,3,2,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.290541,1.005356,1.013452,,,,,.2542439,.4791131,.2845948,-1.308493,-.0755292,.0383305,-.0939748,-.8741825,.0338037,-.0888246,-.1829231,-.7755075
868,5362,.14475,.0579,.2560405,.5413094,168.6933,107.2012,126.1996,132.2655,11974.67,17962,3,71,22,1,1,0,2,24,2,1,0,3,.3333333,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.108175,.5292789,1.003458,1.019787,-1.166917,.0543486,-.1031365,.1075303,.1675861,-.0275512,.185027,-.8543407,-.0487577,.0248139,-.4149924,-.5645218,.0497718,-.1302861,-.2689215,-.6703516
869,5365,.0404496,.0272257,.2252732,.7070515,185.1409,105.77,125.3667,134.8889,12855.5,25711,4,50,54,7,6,1,0,24,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.387106,-.0010673,1.00393,1.015149,-1.596671,.1950237,-.3671173,.3816588,.3547291,1.06669,.3884239,-1.808775,-.0554103,.0282083,-.3350735,-.6416549,.0381299,-.0997244,-.2058061,-.7477483
870,5374,.2014539,.0392114,.053677,.7056577,160.4695,122.6638,124.1091,122.3709,12970,27237,4,44,29,1,4,2,2,24,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.077726,.3049271,1.016495,1.015179,-1.119963,.0380877,-.0748963,.0790457,.2477195,.4445444,.280278,-1.277469,-.2325815,.1181584,1.790333,-2.692405,.0381742,-.1001305,-.2064437,-.7467789
871,5378,0,.1313376,.0832659,.7853965,185.1409,107.6038,128.313,124.8851,9888,14832,3,50,77,5,5,0,0,24,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.7924833,1.010634,1.013638,,,,,.0730647,-.5702342,.0835646,-.3788783,-.1498868,.0762476,.7987811,-1.735775,.0343572,-.0898654,-.1854767,-.7726529
872,5380,0,.0335941,.5882972,.3781087,160.4695,119.3272,129.6931,120.6537,13296,19944,3,70,80,5,5,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.1887031,1.001505,1.028328,,,,,.2881941,.6858814,.3340034,-1.496782,-.0212193,.0107813,-.7454192,-.2456478,.071277,-.1868646,-.3855218,-.5272186
873,5390,.053955,.0346211,.1588559,.7525681,160.4695,113.9293,124.5415,117.0674,32125.56,57826,4,10,29,1,1,1,2,24,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.29021,.2127703,1.005574,1.014233,-1.447367,.1424883,-.2815079,.2961763,.2790837,.6353141,.3224963,-1.449664,-.0785782,.0399308,-.0571897,-.9097366,.0358214,-.0938753,-.1936667,-.7625121
874,5393,.0762521,.0902921,.1539988,.679457,172.8052,155.4792,123.756,120.2386,27208,40812,3,10,68,5,6,0,0,24,1,1,0,2,.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.205349,.6981489,1.005749,1.015764,-1.316898,.097552,-.1984252,.2124219,.10752,-.368156,.1225301,-.560043,-.0810662,.0410986,-.0274324,-.9383495,.0396493,-.1042276,-.2144469,-.736739
875,5413,0,.0341812,.0102543,.9555645,185.1409,105.77,120.9016,123.8392,19894,19894,1,20,59,1,0,0,1,24,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.2026379,1.086346,1.011209,,,,,.2810346,.6507401,.3148533,-1.449266,-1.217121,.6191988,13.60688,-14.09531,.0282347,-.0738538,-.1523591,-.813231
876,5415,0,.0433552,.2425936,.7140511,160.4695,109.3681,124.3083,126.6078,19082.67,28624,3,10,65,5,6,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.3713616,1.00365,1.015,,,,,.2240123,.3009862,.2501017,-1.146462,-.0514615,.0261759,-.382583,-.5957812,.0377262,-.0988225,-.2039362,-.749968
877,5421,0,.132327,.3767889,.4908842,172.8052,214.0245,122.3828,131.5098,10202,10202,1,71,75,5,0,0,0,24,0,0,0,0,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.7940348,1.00235,1.02182,,,,,.074453,-.5665309,.0810277,-.3829846,-.0331453,.0167709,-.6024687,-.3835068,.0547653,-.1445141,-.2965533,-.635518
878,5429,0,.1350662,.136463,.7284708,172.8052,147.9211,125.2937,130.8262,16466,16466,1,70,84,5,0,0,0,24,0,0,0,0,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.7982118,1.006488,1.014704,,,,,.0722296,-.5793467,.0797711,-.3708658,-.0914948,.0464357,.0976136,-1.059043,.0369559,-.0970884,-.1998622,-.7547088
879,5433,0,.127947,.265358,.606695,160.4695,112.6344,126.286,126.4657,19935.33,29903,3,70,56,5,1,0,1,24,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.786984,1.003337,1.017655,,,,,.0759114,-.5587716,.0853262,-.3894501,-.0470468,.0239243,-.4355587,-.5446556,.0444016,-.1163413,-.2400711,-.705644
880,5434,0,.0446009,.1348787,.8205203,185.1409,105.77,127.9832,126.2875,10224,10224,1,50,48,1,0,0,1,24,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.3889196,1.006564,1.013054,,,,,.2152743,.2644729,.2447904,-1.113457,-.0925323,.0470821,.1104718,-1.071586,.0328839,-.0859957,-.1775096,-.7824327
881,5442,0,.1083781,.081849,.8097728,160.4695,157.5265,123.88,129.1314,10611,21222,4,50,80,5,5,1,1,24,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.7485215,1.010818,1.013227,,,,,.0905303,-.474829,.0997914,-.4640142,-.152567,.0773799,.8299832,-1.765614,.0332184,-.0873896,-.1798157,-.7792404
882,5451,0,.0218313,.3129029,.6652659,160.4695,121.0668,125.2738,114.1037,18719.33,28079,3,71,48,1,6,0,1,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,-.2484281,1.00283,1.0161,,,,,.4422516,1.599857,.5176176,-2.311299,-.0398922,.0202575,-.521364,-.461831,.0405266,-.1062782,-.2191612,-.7311875
883,5453,0,.0242471,.0920421,.8837108,160.4695,105.77,123.9786,126.0168,20621,20621,1,20,30,1,0,0,1,24,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,-.1240408,1.00962,1.012121,,,,,.4001238,1.324504,.4472649,-2.047852,-.1356325,.0690063,.6273138,-1.570307,.0304879,-.0798313,-.1647841,-.797993
884,5461,0,.1203424,.0422961,.8373615,160.4695,109.7557,127.23,144.7817,9930,9930,1,50,46,1,0,0,1,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.7735232,1.020934,1.012791,,,,,.0814793,-.533353,.0865265,-.4081761,-.2952346,.1503247,2.541591,-3.417615,.0321269,-.0841539,-.1737024,-.787062
885,5466,0,.0981764,.1239056,.777918,160.4695,204.5059,125.0064,126.8326,26157,26157,1,70,77,5,0,0,0,24,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,.7223899,1.007146,1.013769,,,,,.1003774,-.4158781,.1117175,-.5186067,-.1007933,.0510025,.2088019,-1.166157,.0345569,-.0911853,-.1872561,-.7698843
886,5470,.0474302,.0381342,.1276442,.7867914,160.4695,179.3806,125.6358,115.7423,20170,48408,4,12,41,1,1,3,2,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.330133,.2852933,1.006937,1.013614,-1.510028,.1535071,-.3221641,.3485517,.2557949,.5032427,.2969653,-1.341296,-.0978157,.0495143,.1733067,-1.131942,.0342172,-.0901459,-.1853223,-.7723625
887,5487,0,.0286727,.0859356,.8853918,172.8052,141.6872,123.4608,141.9578,12137,12137,1,71,43,7,0,0,0,24,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.0494511,1.010303,1.012098,,,,,.3422087,.9737381,.3622432,-1.727641,-.1453121,.073823,.7431229,-1.681937,.0303811,-.0797818,-.1642678,-.7984291
888,5490,0,.0852362,.1574803,.7572834,172.8052,110.0656,123.5429,123.3557,10160,10160,1,50,59,7,0,0,0,24,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.6802444,1.005622,1.014144,,,,,.1132022,-.3373735,.127833,-.5839061,-.0792618,.0403077,-.0488988,-.9177695,.0356053,-.0932199,-.1923211,-.7642083
889,5491,.0330187,.0723165,.2011176,.6935472,172.8052,134.8042,126.006,123.8475,28347.6,70869,5,20,80,5,5,0,0,24,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.474225,.6231185,1.004403,1.015444,-1.731542,.2299604,-.4570673,.4844241,.1340162,-.2148174,.1520585,-.6943758,-.062071,.0315132,-.2552791,-.7185656,.0388532,-.1019578,-.2100521,-.7422872
890,5492,0,.0437243,.2179898,.7382859,160.4695,105.77,126.1282,121.1742,26392.67,39589,3,31,67,5,5,0,0,24,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.3766674,1.004062,1.014508,,,,,.2210831,.2908269,.2531497,-1.141727,-.057263,.029125,-.3129309,-.6629928,.036512,-.0955977,-.1973619,-.7580605
891,5494,.0787337,.0431418,.0741736,.8039509,172.8052,205.6441,124.0823,128.0017,22977.83,52849,4,31,39,1,1,2,2,24,1,1,0,2,.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.198876,.3682514,1.011937,1.013323,-1.307711,.0922665,-.1908143,.2073823,.2275775,.329418,.2521356,-1.177382,-.1683574,.085196,1.019321,-1.948097,.0334558,-.0882358,-.1811483,-.7773947
892,5499,.1399263,.0382113,.2862667,.5355957,185.1409,150.9414,127.9474,123.5026,21983,21983,1,60,42,1,0,0,1,24,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.111904,.2867365,1.003093,1.019998,-1.172519,.0534658,-.1081412,.1152908,.2529665,.4910789,.2896009,-1.320383,-.0436053,.0221177,-.4768018,-.5048035,.0503299,-.1321686,-.2720493,-.6661105
893,5501,0,.0868214,.049529,.8636496,185.1409,163.6922,123.7394,140.1139,13729.33,20594,3,41,64,5,5,0,0,24,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.6860825,1.017877,1.012402,,,,,.1127661,-.3451913,.1203469,-.5740042,-.2521105,.127917,2.024375,-2.918058,.0311557,-.0819081,-.1684315,-.7932182
894,5502,0,.0954312,.1201241,.7844447,185.1409,105.77,128.3023,127.1278,16766,16766,1,50,48,1,0,0,1,24,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.7144042,1.007371,1.013654,,,,,.1006542,-.4091617,.1142398,-.5201365,-.103899,.0528684,.2468736,-1.203214,.0343942,-.0899444,-.1856651,-.7724391
895,5504,.0374361,.0465028,.0400446,.8760164,160.4695,167.5228,126.8987,125.7596,26470.48,55588,4,43,37,1,1,2,2,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.418266,.413912,1.022111,1.012227,-1.646847,.1984815,-.4036195,.4337189,.2106885,.2271229,.2371474,-1.088871,-.3118275,.1580405,2.740214,-3.608538,.0307127,-.0808475,-.1663137,-.7957786
896,5511,.1614002,.1688156,.1567239,.5130603,160.4695,111.2508,128.1542,123.5744,14969,14969,1,60,49,1,0,0,1,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.097015,.838553,1.00565,1.020877,-1.149642,.0481112,-.0937523,.0982677,.0573853,-.6654218,.0655495,-.296066,-.0796524,.0405018,-.0443436,-.9221553,.0525243,-.1375954,-.2839984,-.6518072
897,5517,0,.0905297,.3562176,.5532528,160.4695,140.9729,125.2817,120.0098,11116.8,27792,4,50,47,1,1,2,4,24,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.6989411,1.002486,1.01936,,,,,.1074507,-.3715708,.1229333,-.5577543,-.035048,.0177821,-.5795488,-.4056709,.0486801,-.1278903,-.2634116,-.6767383
898,5519,.216649,.0553961,.0564033,.6715516,185.1409,107.1231,121.3929,122.0151,19857,19857,1,10,23,1,0,0,1,24,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.072275,.508002,1.015698,1.01595,-1.111239,.0358673,-.0692427,.07234,.1732346,.019431,.195664,-.8963315,-.2212722,.1125451,1.655547,-2.562518,.0401814,-.1051163,-.21684,-.7341749
899,5521,.0664834,.0127853,.1907562,.729975,185.1409,124.375,125.4197,119.7503,10428.67,15643,2,71,54,1,0,1,2,24,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.235522,-1.131731,1.004642,1.014673,-1.362574,.1145739,-.2276524,.2401307,.7513009,3.437873,.8659814,-3.923424,-.0654278,.0332321,-.2148409,-.757605,.0369606,-.096847,-.1996105,-.7551762
900,5529,0,.0479457,.352272,.5997823,185.1409,108.5339,124.1075,120.0121,20217.33,30326,3,20,60,1,1,0,2,24,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.4315489,1.002513,1.017858,,,,,.1998017,.178996,.2293548,-1.039701,-.035427,.0180148,-.5748273,-.4102741,.0450005,-.1177306,-.24289,-.7022382
901,5530,0,.1170719,.0187186,.8642094,185.1409,124.261,123.88,141.6744,15546,15546,1,50,58,7,0,0,0,24,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.7671964,1.047301,1.012394,,,,,.0831572,-.5181221,.0885093,-.4207408,-.6669815,.3392233,7.002561,-7.722104,.0311606,-.0816563,-.168283,-.7936154
902,5533,.0529014,.0488321,.05575,.8425165,160.4695,105.77,127.3389,127.269,16382.67,24574,2,33,46,1,0,1,1,24,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.29599,.4418679,1.015882,1.012713,-1.456689,.1482375,-.2844015,.296863,.1986436,.1539188,.2235291,-1.017959,-.2239255,.1139363,1.686621,-2.592514,.0319794,-.083728,-.172874,-.7880905
903,5549,0,.0417411,.2043949,.7538639,168.6933,158.6184,125.0825,121.7325,10567.78,19022,4,42,34,1,1,1,2,24,2,1,0,3,.3333333,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.3470528,1.004332,1.014208,,,,,.2331937,.3668388,.2652128,-1.212298,-.0610824,.0309648,-.267232,-.7069823,.0357226,-.0939418,-.1932843,-.7627047
904,5550,.0916326,.1231167,.1048489,.6804018,172.8052,152.6138,123.0268,123.0669,22699.33,34049,3,50,65,5,5,0,0,24,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.170881,.7786266,1.008445,1.015742,-1.263801,.0816391,-.1643762,.1756573,.0789767,-.537212,.088899,-.4092904,-.1190723,.0603871,.4285141,-1.378274,.0395855,-.1040404,-.2140806,-.7372068
905,5564,0,.0787394,.0969918,.8242688,160.4695,105.77,125.6997,121.6083,14427.33,21641,2,42,52,1,0,1,2,24,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.6538613,1.009129,1.012995,,,,,.1228169,-.2832938,.1402202,-.6336045,-.1287003,.0654611,.5442024,-1.490092,.0327015,-.085622,-.176761,-.7833132
906,5572,0,.0009442,.1213597,.877696,172.8052,105.77,124.5112,125.7021,20122,20122,1,10,27,1,0,0,1,24,0,0,1,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,-27.86423,1.007296,1.012204,,,,,10.22121,58.71469,11.48765,-52.55932,-.1028534,.05233,.234193,-1.190965,.0307195,-.0803885,-.1659144,-.7966202
907,5573,0,.0289368,.1323085,.8387547,185.1409,105.77,124.662,130.1664,38705,38705,1,41,74,5,0,0,0,24,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.058129,1.006692,1.01277,,,,,.3328973,.9468009,.3694883,-1.707316,-.0943376,.0480121,.1320993,-1.092466,.0321543,-.0840969,-.1735446,-.7872829
908,5579,0,.0310289,.0955647,.8734064,160.4695,113.5221,123.4249,107.5775,15469.45,27845,4,50,37,1,1,1,2,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,.1216333,1.009265,1.012264,,,,,.3094263,.8296187,.3693082,-1.629987,-.1305987,.0663237,.5671201,-1.51211,.0308929,-.080957,-.1670047,-.7951947
909,5599,0,.1303647,.0738978,.7957375,172.8052,155.5093,125.9505,118.02,9102.667,13654,2,43,35,1,0,1,1,24,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.7909346,1.011982,1.013461,,,,,.0743173,-.5620789,.0859771,-.3891501,-.1689288,.08563,1.026713,-1.955396,.0338652,-.0890162,-.1831815,-.7751281
910,5605,0,.2072266,.3625651,.4302083,172.8052,204.2721,122.6144,128.5592,15360,15360,1,71,72,5,0,0,0,24,0,0,0,0,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.8684784,1.002442,1.024897,,,,,.0474063,-.7233319,.0521687,-.2447216,-.0344431,.0174312,-.5868812,-.3985491,.0625152,-.1648717,-.3384595,-.5840814
911,5623,0,.0495183,.1241216,.8263601,172.8052,152.8993,123.8443,115.7383,10231.91,21487,4,43,31,1,1,2,2,24,1,1,0,2,.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,.4496024,1.007133,1.012962,,,,,.1953942,.1530748,.226443,-1.024514,-.1005711,.0509789,.2066349,-1.164176,.0326163,-.0857217,-.1763955,-.7834609
912,5628,0,.02114,.0081992,.9706609,160.4695,122.4578,123.88,119.8818,10123,10123,1,71,39,1,0,0,1,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,-.2892521,1.107989,1.011035,,,,,.4587651,1.681129,.5233128,-2.373955,-1.52257,.7733974,17.26705,-17.62587,.0277583,-.0728083,-.1501113,-.8158735
913,5638,0,.0247881,.0193856,.9558263,185.1409,105.77,120.1537,129.5378,18880,18880,1,41,24,3,0,0,1,24,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,-.0995083,1.045674,1.011206,,,,,.3889707,1.272744,.426022,-1.988229,-.6438776,.327682,6.726904,-7.456382,.0282123,-.0737977,-.1522344,-.8133862
914,5645,0,.0801523,.25438,.6654676,160.4695,119.8558,123.114,124.5911,15753.33,23630,3,50,65,5,5,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.6599631,1.003481,1.016096,,,,,.1213228,-.2941964,.1357747,-.6228641,-.0490787,.0249418,-.4111953,-.5681485,.0404733,-.106136,-.2188482,-.7315847
915,5658,0,.0184676,.0723975,.9091349,172.8052,132.3414,124.7158,114.9444,30323.33,45485,5,10,24,1,0,0,1,24,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,-.4758128,1.01223,1.011782,,,,,.5217257,2.080781,.6088274,-2.735521,-.1724055,.0874919,1.068696,-1.996013,.0296642,-.0778289,-.1603483,-.8032686
916,5660,.051279,.0359978,.1349918,.7777314,172.8052,105.77,125.1154,116.8142,41947,83894,4,11,55,1,1,1,2,24,1,1,1,2,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.305354,.2428772,1.006559,1.013772,-1.469957,.1509357,-.2960777,.3097443,.2665373,.5702645,.3098636,-1.389543,-.0924532,.0470115,.1094847,-1.070602,.0346965,-.0907924,-.1873952,-.7702811
917,5661,0,.0656126,.1319439,.8024436,160.4695,108.2635,126.8396,125.6138,11263.81,23654,4,50,30,1,1,2,2,24,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,.5846108,1.006711,1.013348,,,,,.1477925,-.1402899,.1669607,-.7590742,-.0946141,.0481266,.1351632,-1.095386,.0335779,-.0879384,-.1815264,-.7774612
918,5663,0,.018389,.2494411,.7321699,172.8052,114.5229,125.6355,125.683,13867,27734,4,70,62,5,5,1,1,24,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,-.4821245,1.00355,1.014629,,,,,.5256573,2.072867,.5926514,-2.709051,-.0500428,.0254441,-.3995391,-.5794117,.0368172,-.0964319,-.198919,-.7560955
919,5664,0,.0142355,.2515325,.734232,160.4695,130.0639,122.7919,123.8709,22947.33,34421,3,50,63,5,1,0,1,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,-.9145635,1.00352,1.014588,,,,,.6841739,2.983412,.7663171,-3.519339,-.0496362,.0252068,-.404533,-.5745577,.0366746,-.0962676,-.198366,-.7566292
920,5668,0,.0438875,.0640047,.8921078,160.4695,160.8174,128.9279,122.2203,15161.15,39419,4,60,43,1,6,3,1,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,.3789853,1.013834,1.012007,,,,,.2224218,.3001522,.2551453,-1.156705,-.195077,.0988805,1.339984,-2.257621,.0301746,-.0793873,-.1633885,-.7994053
921,5673,.1134043,.0166445,.0115402,.858411,185.1409,105.77,123.88,129.8042,12016,18024,3,60,76,5,5,0,0,24,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.138075,-.637466,1.076725,1.012478,-1.212698,.0692002,-.1314615,.1368848,.5787531,2.384816,.6414761,-2.967579,-1.081584,.5504482,11.9796,-12.52519,.031418,-.0821732,-.1695639,-.7921587
922,5676,0,.06703,.2939377,.6390323,160.4695,105.77,124.7642,117.2831,10458,10458,1,50,52,1,0,0,1,24,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.5933948,1.003012,1.016761,,,,,.1439051,-.1570795,.1663781,-.7465985,-.0424651,.021593,-.4904655,-.4916747,.0421958,-.110483,-.2280672,-.7204069
923,5681,0,.0359363,.3986891,.5653746,185.1409,163.7926,125.2913,121.0846,17698,26547,3,71,57,1,1,0,2,24,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.2415806,1.002221,1.018945,,,,,.2692878,.5898606,.3081029,-1.408832,-.0313104,.0158681,-.6243339,-.3624447,.0476714,-.1253166,-.2577243,-.6835755
924,5689,0,.023566,.1831718,.7932623,160.4695,126.0609,120.4618,121.8055,5834.688,18671,4,71,40,1,1,5,2,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,-.156531,1.004834,1.013503,,,,,.4127274,1.405481,.4621544,-2.123832,-.0681584,.0346174,-.1822983,-.7889946,.033952,-.0890947,-.1835959,-.774764
925,5692,.1043625,.0599451,.2848315,.5508609,160.4695,234.8725,126.5079,124.9424,13057.93,37868,4,50,41,4,1,4,2,24,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.150037,.5453378,1.003109,1.019444,-1.232437,.0683238,-.1451783,.1592538,.1646687,-.039341,.1851658,-.8558313,-.0438484,.0221595,-.4741695,-.5072501,.0487891,-.1289417,-.2645345,-.6747571
926,5694,0,.0305117,.0653527,.9041356,172.8052,105.77,125.7687,132.2205,16168.67,24253,3,70,58,7,6,0,0,24,0,0,1,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.1067436,1.013548,1.011847,,,,,.3174424,.8448691,.350355,-1.61941,-.1910153,.0972237,1.291968,-2.211725,.0298062,-.0779964,-.1609942,-.8026623
927,5701,0,.0813304,.1067411,.8119285,160.4695,222.2053,124.357,122.4193,12357,12357,1,71,42,1,0,0,1,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.6648885,1.008295,1.013192,,,,,.1210979,-.2925266,.1364809,-.6299407,-.1169997,.0591455,.4031433,-1.353584,.0331121,-.0874587,-.1794762,-.7793694
928,5713,.049371,.0712082,.0904818,.788939,160.4695,105.77,126.1509,124.7734,9158.696,21065,4,60,39,1,1,2,2,24,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.317155,.6172523,1.009786,1.013577,-1.48921,.158416,-.3051966,.3188354,.1360594,-.2081734,.1538412,-.6989796,-.1379665,.0701883,.6553355,-1.597343,.0341569,-.0894321,-.1846337,-.7736678
929,5717,.0259853,.0286504,.3015291,.6438352,172.8052,105.77,125.6438,129.8747,10005.67,30017,2,43,22,2,0,4,1,24,0,0,1,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.602583,.0487138,1.002936,1.016636,-1.929129,.3023194,-.5754684,.599695,.337609,.9659086,.3754238,-1.727655,-.0413988,.0210684,-.5032511,-.4793549,.0418647,-.1095509,-.226124,-.7228261
930,5719,0,.073433,.2206162,.7059508,160.4695,164.2199,122.153,117.8619,18910.67,28366,3,50,68,5,5,0,0,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,.6288485,1.004013,1.015173,,,,,.1328756,-.2217116,.1514733,-.6914858,-.0565947,.0286735,-.3211183,-.6549739,.0381339,-.1003725,-.206432,-.7465018
931,5722,0,.0902794,.086344,.8233766,185.1409,115.2498,129.1724,134.4185,12705,12705,1,42,28,1,0,0,1,24,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.6981066,1.010255,1.013009,,,,,.1070524,-.3751783,.1188083,-.548789,-.1445693,.0735429,.7347506,-1.673979,.0327397,-.0857031,-.1768022,-.7832432
