v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,year,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_9,vag_10,vag_11,vag_12,vag_13,vag_14,vag_15,vag_16,elas_exp_1,elas_exp_2,elas_exp_3,elas_exp_4,elas_price_1_1,elas_price_1_2,elas_price_1_3,elas_price_1_4,elas_price_2_1,elas_price_2_2,elas_price_2_3,elas_price_2_4,elas_price_3_1,elas_price_3_2,elas_price_3_3,elas_price_3_4,elas_price_4_1,elas_price_4_2,elas_price_4_3,elas_price_4_4
8734,10127,.1744687,.0649406,.0304823,.7301084,129.641,92.9,103.3764,103.9712,10563.5,21127,4,50,42,4,1,1,1,15,0,2,1,2,1,2000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.047123,.8726892,-6.067404,1.29513,-.8303617,-.0147829,.0151854,-.2172202,-.0420532,.8393316,-.4041198,-1.26595,.163495,-1.068175,15.48748,-8.513545,-.0436227,-.1154728,-.6560425,-.4800467
8735,10128,.1066065,.0628252,.1592225,.6713458,99.6693,92.9,107.4907,101.4942,10187,10187,1,71,65,5,0,0,0,15,1,0,1,1,0,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.081283,.8256828,-.258439,1.301868,-.7220286,-.0240887,.0259642,-.3612256,-.0435782,.899655,-.430458,-1.251411,.0196961,-.1974021,2.24524,-1.808728,-.0447337,-.1271286,-.7335112,-.3965564
8736,10129,.0883466,.0183239,.0728726,.8204569,114.6551,92.9,106.6236,102.2635,21387.62,44914,4,71,28,1,1,2,2,15,1,1,1,2,.5,2000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.150438,.8474633,-2.496026,1.297723,-.6664643,-.0263807,.0615387,-.5192322,-.1593453,5.534091,-1.25364,-4.968895,.0748213,-.4701823,5.675868,-2.783781,-.0390019,-.1013289,-.5715754,-.5858608
8737,10130,.0788203,.041598,.0981986,.7813832,129.641,92.9,105.8912,102.1298,17597,17597,1,71,81,5,0,0,0,15,0,1,1,1,1,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.167524,.7892458,-1.186702,1.26913,-.6265311,-.0298126,.0621517,-.573486,-.0652389,1.871145,-.6311984,-1.96415,.051585,-.3287482,4.175009,-2.710433,-.0406826,-.1085273,-.6230241,-.4969592
8738,10131,,.0001269,.3186181,.681255,114.6551,92.9,109.3251,103.03,23649,23649,1,31,38,1,0,0,1,15,0,0,1,0,.5,2000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,-40.25414,.2191416,1.354621,,,,,-22.48102,941.8696,-190.575,-688.629,.0163459,-.1076448,.54668,-.6742869,-.0467568,-.1217691,-.6948825,-.4912911
8739,10132,.0066708,.0553843,.2658221,.6721229,114.6551,92.9,107.4661,101.9806,17839,17839,1,71,72,5,0,0,0,15,0,0,1,0,.5,2000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.942886,.8556295,.1694684,1.321085,3.421493,-.3545876,.6901984,-6.701609,-.0499198,1.157129,-.4663931,-1.496578,.0166585,-.1223455,.910026,-.9735736,-.0463579,-.1258453,-.7238265,-.4251212
8740,10133,.0390142,.1704657,.1242471,.666273,129.641,121.2775,106.4328,101.9677,16934,25401,3,60,76,5,5,0,0,15,0,2,0,2,1,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.316857,.939715,-.760421,1.325155,-.2445383,-.071417,.1151489,-1.116526,-.0156871,-.2978649,-.1585222,-.4677144,.0403547,-.2050136,3.072089,-2.146149,-.0477486,-.1372281,-.7255509,-.4147407
8741,10134,,.032873,.193857,.77327,99.6693,101.1891,107.7357,101.6815,13902,13902,1,41,30,1,0,0,1,15,1,0,0,1,0,2000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.6928877,-.2408126,1.314168,,,,,-.0837838,2.634862,-.811581,-2.432522,.0203107,-.1594391,1.56647,-1.186332,-.0398968,-.1110767,-.6118628,-.5513664
8742,10135,.0355987,.0575333,.337918,.56895,129.641,104.7378,106.1,101.9983,7416,11124,3,71,50,1,6,0,1,15,0,1,0,1,1,2000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.101604,.7574238,.4011721,1.373836,-.1648741,-.0800394,.0118912,-.8688166,-.0445191,1.075233,-.498222,-1.290014,.0137415,-.0853063,.5180563,-.8475209,-.0559128,-.1541772,-.8519862,-.3118199
8743,10136,.1157963,.0182207,.0837855,.7821974,129.641,92.9,105.2819,101.9528,11159.44,20087,4,42,36,1,4,1,1,15,0,2,1,2,1,2000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.056208,.4282617,-1.591535,1.282591,-.7439812,-.0230793,.0139643,-.3032117,-.1460101,5.550629,-1.488002,-4.345304,.061287,-.3858254,5.04742,-3.130556,-.0410645,-.1078477,-.6151782,-.5185604
8744,10137,,.0331198,.1722228,.7946574,114.6551,100.671,106.9636,102.8383,18418,18418,1,70,80,5,0,0,0,15,0,0,0,0,.5,2000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,.6615517,-.2908595,1.278812,,,,,-.0809947,2.605656,-.8292958,-2.357008,.0253931,-.17773,1.931255,-1.48791,-.0392844,-.1085874,-.6060634,-.5248994
8745,10138,.0562195,.0295983,.2556414,.6585408,129.641,92.9,106.2572,102.3527,17828.46,23177,2,60,41,1,0,1,1,15,0,1,1,1,1,2000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.180663,.7368494,.0796443,1.35368,-.4747185,-.0442845,.0615773,-.7234585,-.0927351,3.036723,-.8695377,-2.811584,.0222514,-.1304381,.9482527,-.9194307,-.049313,-.1270159,-.7224746,-.4549538
8746,10139,.0558924,.0086025,.1076952,.8278099,129.641,92.9,106.2718,101.9579,21273,42546,2,60,40,1,0,2,3,15,0,2,1,2,1,2000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.190999,.4341319,-1.274069,1.288833,-.4720117,-.0441168,.0681404,-.743243,-.3297504,12.90581,-2.816044,-10.19517,.0559811,-.3132426,3.580197,-2.048174,-.0395052,-.1007762,-.5712047,-.5774106
8747,10140,.0748835,.0288264,.2141025,.6821876,99.6693,92.9,105.8223,101.599,9227.667,27683,4,50,48,1,1,3,2,15,1,0,1,1,0,2000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.103869,.706224,.0182984,1.309116,-.6039031,-.0349423,.0310335,-.4961483,-.0968052,3.144143,-.9027845,-2.850937,.0155181,-.1485582,1.384463,-1.269539,-.0442591,-.1246538,-.7136152,-.4266286
8748,10141,.1114344,.0350266,.0885427,.7649963,129.641,92.9,107.419,102.1759,17415.33,26123,3,70,67,5,5,0,0,15,0,1,1,1,1,2000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.098375,.7158182,-1.495195,1.287482,-.7351862,-.0220243,.0329417,-.3742381,-.0763867,2.408059,-.7645297,-2.283244,.0590991,-.3687451,4.729334,-2.92354,-.0419173,-.1101558,-.6329213,-.5025659
8749,10142,,.0452809,.0694816,.8852376,129.641,104.0798,108.1625,101.6364,15702,15702,1,31,57,7,0,0,0,15,0,1,0,1,1,2000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,.7298338,-2.203875,1.25487,,,,,-.057593,1.637623,-.6141919,-1.695866,.0753555,-.4262846,6.305211,-3.749334,-.0363665,-.0984458,-.545118,-.5749992
8750,10143,.0634208,.084662,.1654894,.6864278,99.6693,98.86657,106.9499,101.3922,19820,19820,1,20,52,1,0,0,1,15,1,0,0,1,0,2000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.151183,.8763077,-.4164644,1.34278,-.5328791,-.0410715,.0482127,-.6255404,-.032396,.4108405,-.3186983,-.936102,.0230948,-.1884458,2.025883,-1.443858,-.0447307,-.1247822,-.6946508,-.4786521
8751,10144,.1253834,.0253678,.2226958,.626553,129.641,92.9,106.7282,100.8979,19237,19237,1,60,59,1,0,0,1,15,0,1,1,1,1,2000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.079375,.6296172,-.0157016,1.360123,-.7644265,-.0200654,.0251919,-.3201996,-.1060337,3.707242,-1.043677,-3.187565,.0245653,-.1463963,1.270032,-1.132096,-.0515802,-.134537,-.7696231,-.4044841
8752,10145,.0663661,.0747999,.1573589,.7014751,114.6551,97.66445,106.5021,101.2367,16303.5,32607,4,50,57,1,1,1,2,15,1,1,0,2,.5,2000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.133945,.8670658,-.4399937,1.32453,-.5539092,-.039484,.0403919,-.5810534,-.0362453,.5968841,-.3580821,-1.069688,.0292125,-.1985063,2.205716,-1.596164,-.0448926,-.1220138,-.6847627,-.4729032
8753,10146,.0366603,.0572558,.1547547,.7513291,129.641,92.9,107.1749,100.8995,21631,43262,4,50,48,1,1,1,2,15,0,2,1,2,1,2000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.296575,.8873153,-.5526637,1.313926,-.1952276,-.0672754,.1013059,-1.135832,-.048643,1.088051,-.4359877,-1.490932,.0383677,-.215273,2.221933,-1.491745,-.0434639,-.1114986,-.6353546,-.5236986
8754,10147,.0517039,.0723854,.1142186,.7616921,114.6551,123.2835,107.6443,101.7122,28366.67,42550,3,10,67,5,5,0,0,15,1,1,0,2,.5,2000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.263763,.8645813,-1.107019,1.31092,-.4298194,-.054003,.0988309,-.8791543,-.037682,.6539797,-.3680015,-1.113062,.0421894,-.221431,3.347804,-2.060547,-.0414495,-.1203115,-.623706,-.5255591
8755,10148,.0483372,.0371663,.147269,.7672275,114.6551,102.4135,107.58,103.851,18682.17,42969,4,42,46,1,6,2,1,15,1,1,0,2,.5,2000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.24016,.7776845,-.6227667,1.307128,-.3889428,-.0525768,.0866668,-.8853793,-.0744252,2.21643,-.6995475,-2.220205,.0323508,-.2107264,2.365434,-1.564155,-.0411025,-.1120502,-.6175659,-.5364281
8756,10149,.0613856,.0313943,.1735165,.7337036,99.6693,92.9,106.4136,100.3704,14254.17,34210,4,43,45,1,1,3,2,15,2,0,1,2,0,2000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.171975,.7953175,-.3161686,1.305636,-.5178028,-.0407639,.0557408,-.6693058,-.0901963,2.808313,-.7981958,-2.715445,.0217593,-.1866896,1.909877,-1.428459,-.0416298,-.1153918,-.6586782,-.4899895
8757,10150,.0127499,.0457516,.1614669,.7800316,129.641,92.9,106.4866,102.7832,20706,31059,3,60,70,5,5,0,0,15,0,1,1,1,1,2000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.932511,.7829005,-.3825063,1.283671,1.312371,-.1886659,.3307139,-3.387891,-.0585217,1.609086,-.5870461,-1.7466,.0326526,-.2033959,2.122835,-1.569149,-.0411232,-.1078454,-.6174017,-.5173647
8758,10151,.075301,.1363392,.1966107,.5917491,129.641,120.5524,106.4209,102.0917,8694,13041,3,71,72,5,5,0,0,15,0,2,0,2,1,2000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.084583,.8900653,.0073466,1.344378,-.6065156,-.0378617,.0271487,-.4675861,-.0186959,-.1226315,-.2128014,-.5360231,.0225976,-.1292065,1.617315,-1.517541,-.0532721,-.1543988,-.8240371,-.3127908
8759,10152,.0469061,.0545816,.1083104,.7902018,129.641,92.9,106.999,101.1004,10553,10553,1,71,70,5,0,0,0,15,0,1,1,1,1,2000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.171942,.7787415,-.8655344,1.260779,-.3692901,-.055265,.0530462,-.8007697,-.0479126,1.185546,-.5054765,-1.411094,.0441064,-.2915696,3.761743,-2.647907,-.0401748,-.1077172,-.6209109,-.492058
8760,10153,.0586471,.0493444,.180997,.7110115,129.641,92.9,106.7992,103.3225,14128.1,29669,4,50,42,1,1,2,2,15,0,2,1,2,1,2000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.15191,.8498175,-.2555301,1.317504,-.4957117,-.0433894,.0474362,-.6604522,-.0558528,1.421512,-.5195215,-1.696121,.0296454,-.183235,1.77326,-1.363754,-.0452661,-.11783,-.6738263,-.4806511
8761,10154,,.0656203,.1871568,.7472229,99.6693,118.6986,106.1086,103.3526,17804.45,32048,4,50,39,1,1,1,2,15,1,0,0,1,0,2000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,.8731782,-.2944662,1.32309,,,,,-.0427064,.8241354,-.3969086,-1.257785,.0201522,-.14218,1.625902,-1.209151,-.0409659,-.1208318,-.6270793,-.5342585
8762,10155,.1400742,.0162411,.2495844,.5941004,129.641,113.6,106.9874,101.8626,15639.33,23459,5,41,48,1,0,0,1,15,0,1,0,1,1,2000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.070827,.4641241,.0699898,1.388652,-.7890772,-.0196004,.0233548,-.2856003,-.1674629,6.366938,-1.612728,-5.051428,.0219076,-.1102362,1.005266,-.9866189,-.0543559,-.1504602,-.8038408,-.3800868
8763,10156,.0417514,.0795716,.2668768,.6118002,129.641,94.54971,106.7053,102.1813,11803.2,29508,4,43,49,4,6,2,0,15,0,2,0,2,1,2000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.271035,.8871308,.1715707,1.357557,-.2934658,-.0589855,.0932719,-1.012144,-.0340077,.5010338,-.3311722,-1.023087,.0195932,-.1205032,.8967576,-.9671593,-.0523401,-.1386359,-.7906877,-.3759736
8764,10157,.0411243,.1342115,.2492869,.5753773,99.6693,94.17098,106.9798,101.1309,12855.33,19283,3,71,63,5,5,0,0,15,1,0,0,1,0,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.238809,.9159784,.142919,1.373868,-.2798184,-.061795,.0762984,-.9737059,-.0202842,-.1107338,-.2036876,-.5813165,.0136156,-.1266357,1.050932,-1.08063,-.0526416,-.148146,-.8465245,-.326617
8765,10158,.0547711,.0033714,.1055075,.8363501,129.641,92.9,105.8812,102.598,20103.89,36187,4,50,32,1,1,1,2,15,0,1,1,1,1,2000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.211576,-.2465836,-1.352212,1.287906,-.4617836,-.0439962,.0822657,-.7882742,-.8487725,34.49236,-7.060006,-26.33933,.0580376,-.3227825,3.636001,-2.018409,-.0391469,-.0994708,-.5617703,-.5875751
8766,10159,.0273619,.030467,.1221447,.8200265,114.6551,92.9,106.908,100.2336,15489.05,32527,4,50,37,1,1,2,2,15,1,1,1,2,.5,2000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.414206,.8485756,-.9394206,1.280686,.0792279,-.089887,.1410033,-1.54502,-.0937952,2.926939,-.7914373,-2.890567,.0409102,-.2692774,3.102308,-1.933914,-.0386195,-.1027915,-.5863475,-.5529914
8767,10160,,.1268924,.2197794,.6533282,114.6551,124.2606,105.7795,102.5392,13145,13145,1,50,69,5,0,0,0,15,0,0,0,0,.5,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,.9106001,.0377077,1.32545,,,,,-.0211848,-.0566192,-.2173852,-.6154951,.0181877,-.1126806,1.309317,-1.252117,-.0472713,-.1409647,-.7401141,-.3971988
8768,10161,,.0343938,.2211952,.744411,114.6551,92.9,106.4231,101.404,9304,9304,1,71,40,7,0,0,0,15,0,0,1,0,.5,2000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.7109995,.0383643,1.289056,,,,,-.078811,2.471162,-.7784793,-2.32506,.0191921,-.1445861,1.309883,-1.222603,-.0418815,-.1138798,-.6531084,-.4802395
8769,10162,.0492559,.0609396,.1648014,.7250031,129.641,92.9,105.9288,102.8623,16262,16262,1,50,74,5,0,0,0,15,0,1,1,1,1,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.245376,.8500734,-.2951439,1.290332,-.4016224,-.0486183,.0894428,-.8848104,-.0443723,.9594821,-.4343824,-1.330928,.0302598,-.1964082,2.08212,-1.620428,-.0438018,-.116754,-.6701655,-.4596752
8770,10163,.0845018,.0357691,.1532885,.7264405,129.641,92.9,107.3389,103.6097,18899,18899,1,50,54,1,0,0,1,15,0,1,1,1,1,2000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.132988,.8063025,-.5011796,1.310837,-.6508589,-.0286968,.0466387,-.5002199,-.0775098,2.341156,-.7091079,-2.361079,.0355222,-.2178875,2.266175,-1.582156,-.0442923,-.1151994,-.6597154,-.4917003
8771,10164,,.0248356,.3475947,.6275697,114.6551,92.9,107.0542,101.9991,19166,19166,1,71,70,5,0,0,0,15,0,0,1,0,.5,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,.6648175,.3629985,1.345429,,,,,-.1109596,3.809858,-1.047246,-3.316741,.0127894,-.0936073,.4582611,-.7402768,-.0496911,-.1347296,-.773635,-.3874384
8772,10165,.0470539,.0289757,.29132,.6326505,99.6693,92.9,106.538,101.2839,15783.33,23675,3,71,66,5,7,0,0,15,1,0,1,1,0,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.227006,.6295956,.2580151,1.341747,-.3709693,-.0528378,.0754762,-.8788552,-.0943529,3.119142,-.9363585,-2.718224,.0118284,-.109968,.7491823,-.9088907,-.0479099,-.1340914,-.7681833,-.3916167
8773,10166,,.0244277,.0234679,.9521044,129.641,104.8971,107.9605,100.7286,13891.33,20837,3,71,79,5,7,0,0,15,0,1,0,1,1,2000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,.5056803,-8.113992,1.225875,,,,,-.1070016,3.890521,-1.130958,-3.158666,.2149107,-1.233789,20.81846,-11.68183,-.0335423,-.0923054,-.5125932,-.5874999
8774,10167,.0869707,.0724213,.207709,.632899,114.6551,131.5687,106.2999,103.3478,3070,9210,2,71,50,1,0,4,1,15,0,0,0,0,.5,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.038093,.8036745,.1673091,1.290509,-.6589487,-.0333636,.0210433,-.3670917,-.0370408,.6541038,-.3856522,-1.035303,.0167045,-.1133357,1.487152,-1.557185,-.0481097,-.1474956,-.7750125,-.3200407
8775,10169,,.1739776,.1977274,.628295,99.6693,121.7489,107.5377,102.1821,13024.67,19537,3,71,68,5,5,0,0,15,1,0,0,1,0,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,.9254435,-.0726192,1.343351,,,,,-.0155081,-.3122057,-.1622137,-.4355771,.0159387,-.1275245,1.578992,-1.394328,-.0478901,-.1458039,-.7715275,-.3782323
8776,10170,,.0738808,.2559736,.6701456,99.6693,92.9,106.7568,103.1921,12136.67,18205,3,43,74,5,7,0,0,15,1,0,1,1,0,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,.8374227,.2063921,1.306967,,,,,-.036794,.614494,-.3751622,-1.040024,.0121842,-.1244408,1.002539,-1.096517,-.0447956,-.1267022,-.7284114,-.4071001
8777,10171,.1359678,.0176804,.1777939,.6685579,129.641,98.37873,106.2734,101.3845,6590.435,15158,2,71,42,6,0,3,0,15,0,1,0,1,1,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.056989,.3180749,-.1500789,1.312292,-.7823344,-.0195584,.017699,-.272873,-.1481143,5.751706,-1.564248,-4.357824,.0270349,-.1705012,1.885763,-1.591874,-.0475403,-.1292329,-.7296615,-.4059218
8778,10172,,.2033195,.210886,.5857945,129.641,115.3964,107.7677,101.8719,3901.905,8194,4,71,49,1,6,2,1,15,0,1,0,1,1,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.9274074,.1391804,1.330755,,,,,-.0126376,-.411966,-.1394843,-.3633726,.0199122,-.1245122,1.464392,-1.498537,-.0535181,-.1543546,-.8400137,-.2829802
8779,10173,,.0753544,.1980967,.7265489,114.6551,108.3144,105.5682,102.3315,5149,5149,1,71,54,4,0,0,0,15,0,0,0,0,.5,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.7868545,.0581881,1.274816,,,,,-.0341578,.5846388,-.3908484,-.9465224,.0180434,-.1396643,1.609073,-1.545526,-.0423077,-.1223383,-.6716725,-.4385194
8780,10174,.0587132,.0518058,.3385633,.5509177,129.641,111.9703,106.7448,102.7323,6756,10134,2,71,42,1,0,1,1,15,0,1,0,1,1,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.078436,.7487721,.3953564,1.386845,-.4941249,-.048577,.0149655,-.5508682,-.0500866,1.30704,-.5454094,-1.460445,.0136827,-.0809844,.5111768,-.8390637,-.0576116,-.1619981,-.878992,-.2883167
8781,10175,,.0371176,.3718162,.5910662,114.6551,92.9,107.0763,102.7392,7813,7813,1,71,52,4,0,0,0,15,0,0,1,0,.5,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.6517896,.4667018,1.347795,,,,,-.071148,2.212411,-.7566363,-2.036582,.0103468,-.085118,.3866939,-.7784842,-.0522608,-.1436245,-.8272041,-.324768
8782,10176,,.0795721,.2328898,.687538,129.641,103.25,106.237,101.9704,15332,22998,2,71,53,1,0,1,1,15,0,1,0,1,1,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,.8666772,.0330316,1.328841,,,,,-.0334013,.5015289,-.341565,-.9933124,.0227886,-.1284008,1.161928,-1.089136,-.0468336,-.1264435,-.6973563,-.4582582
8783,10177,,.0664971,.0923874,.8411155,114.6551,92.9,106.4443,102.2753,11008,11008,1,71,80,6,0,0,0,15,0,0,1,0,.5,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.8226372,-1.17008,1.240966,,,,,-.0402311,.7940357,-.4138104,-1.162718,.0430424,-.3424958,4.564234,-3.094168,-.0366996,-.1012274,-.5824873,-.520593
8784,10178,.0477222,.0261178,.3856292,.5405308,99.6693,94.70461,107.5671,101.7077,11078,16617,3,71,35,1,4,0,1,15,1,0,0,1,0,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.141191,.5702034,.4080557,1.430611,-.3778193,-.0561596,.0344631,-.7418571,-.104296,3.569729,-1.046601,-2.989259,.0095481,-.0835246,.3082117,-.6421615,-.0567033,-.1562572,-.8857854,-.3319303
8785,10180,.0198288,.0549296,.0228832,.9023584,114.6551,101.5234,105.1,102.3858,13314,19971,5,50,41,1,0,0,2,15,0,0,0,0,.5,2000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.345221,.8135012,-9.073174,1.259215,.4959645,-.1376214,.0924166,-1.796111,-.0492848,1.175052,-.492858,-1.446443,.2018466,-1.333333,20.79915,-10.59384,-.0349914,-.0955663,-.5248402,-.6038293
8786,10181,,.0815616,.2916275,.6268109,129.641,123.2063,106.66,101.699,7086.667,10630,3,71,68,5,5,0,0,15,0,1,0,1,1,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,.8086972,.3496075,1.318819,,,,,-.0311001,.4671305,-.3572562,-.8876519,.0148777,-.0850783,.7721498,-1.051127,-.0501749,-.1467386,-.7808195,-.3412281
8787,10182,.0191925,.1115765,.2386858,.6305453,129.641,117.6845,107.4613,101.7456,32790.67,49186,3,12,56,1,1,0,2,15,0,2,0,2,1,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.661376,.932245,-.0570417,1.39199,.5344576,-.1416305,.2558327,-2.310953,-.024764,.0729584,-.2276107,-.7529353,.0256692,-.1131572,1.050713,-.9057595,-.0520403,-.1427172,-.7437853,-.4535608
8788,10183,.0278656,.1030993,.1562302,.7128049,129.641,126.7748,107.6146,102.1426,18972,28458,3,60,72,5,5,0,0,15,0,1,0,1,1,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.429662,.8893577,-.4359886,1.313942,.0582547,-.1023524,.1516451,-1.538137,-.0256209,.1612835,-.2670586,-.7581312,.0328557,-.1565269,2.22847,-1.667858,-.0448657,-.1296584,-.6749068,-.4646588
8789,10184,.0606446,.1656381,.2462286,.5274887,99.6693,120.1914,106.7922,101.5391,14166.86,49584,4,12,50,1,1,4,2,15,2,0,0,2,0,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.19602,.9539618,.0761123,1.423186,-.5122203,-.0460886,.0689,-.7068548,-.0169756,-.2771513,-.1551705,-.5047246,.0142694,-.1039596,1.042652,-1.028729,-.0574096,-.1731571,-.9126938,-.2800394
8790,10185,.0427787,.0419602,.1513409,.7639203,99.6693,124.4283,106.8846,103.0951,25791.67,46425,4,43,36,1,1,1,2,15,2,0,0,2,0,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.285954,.8500471,-.7115769,1.331305,-.3089576,-.0652846,.11921,-1.03128,-.068079,1.854833,-.5882162,-2.048832,.0277109,-.1689372,2.18245,-1.329064,-.040448,-.1196844,-.6048442,-.5664105
8791,10186,.0893542,.0694732,.1079568,.7332158,129.641,99.04048,106.1489,101.7749,15123.33,22685,3,20,52,1,1,0,2,15,0,1,0,1,1,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.089065,.8546394,-1.119622,1.315007,-.6687058,-.029823,.0256138,-.416256,-.0384586,.7193623,-.3873434,-1.148292,.0505725,-.2883422,3.650297,-2.292401,-.0441757,-.1168228,-.6511179,-.502943
8792,10187,.0625419,.0930829,.0585961,.7857791,129.641,92.9,106.0734,101.5659,11018.7,25343,4,71,38,1,6,2,1,15,0,1,1,1,1,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.142657,.9073387,-2.774508,1.28109,-.5271844,-.0409325,.043675,-.6184253,-.0291676,.2831985,-.2812568,-.8802085,.0900689,-.5541947,7.6397,-4.399772,-.0408938,-.1074223,-.6144268,-.5184153
8793,10188,.0589375,.0323741,.262832,.6458564,99.6693,93.69872,106.5204,101.707,12570.43,28912,4,70,49,1,1,2,2,15,2,0,0,2,0,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.146222,.6956385,.1564856,1.345182,-.4969596,-.0439043,.0438141,-.6492956,-.0851067,2.688187,-.826073,-2.472798,.0134776,-.1223198,.9265249,-.9740089,-.0471235,-.1310889,-.7465923,-.4204235
8794,10189,.0575423,.0305316,.1679496,.7439765,129.641,99.03104,107.0774,101.3621,38626.67,57940,3,10,55,1,1,0,2,15,0,2,0,2,1,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.245206,.7999365,-.5600883,1.341429,-.4892872,-.0415332,.102041,-.8166344,-.0920548,2.918291,-.8007613,-2.825676,.0395639,-.1940435,1.881122,-1.166143,-.0446543,-.1137834,-.6254315,-.557625
