v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,indice_ess,indice_die,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_17,vag_18,vag_19,vag_20,vag_21,vag_22,mu_1,mu_2,mu_3,mu_4,ce_1_1,ce_1_2,ce_1_3,ce_1_4,ce_2_1,ce_2_2,ce_2_3,ce_2_4,ce_3_1,ce_3_2,ce_3_3,ce_3_4,ce_4_1,ce_4_2,ce_4_3,ce_4_4
6860,1994,.03025,.0837693,.1637848,.7221958,134.618,96.2,115.6792,110.5541,14325.05,21487.58,3,50,41,1,1,0,2,17,1,1,1,1.059348,.9528796,2,.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.3092619,.7465808,.7128654,1.123446,-.6464801,.092104,-.7458609,.9909751,.0364804,-.0639568,.1079238,-.8270283,-.1416546,.0475302,.1141335,-.7328745,.0130864,-.1232111,-.2339484,-.7793724
6861,1995,.0140313,.1655852,.2281204,.5922632,141.7407,106.2198,115.8073,115.9655,6176.68,18530.04,4,50,47,1,6,3,3,17,0,1,0,1.059348,.9528796,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-.4891631,.8717956,.7938444,1.150527,-.2358534,.2040989,-1.619883,2.1408,.018627,-.5259808,.0535757,-.4180175,-.1014287,.0348913,-.2017241,-.525583,.0157559,-.1508008,-.2840719,-.7314107
6862,1996,.1115901,.2034373,.150349,.5346237,127.4953,106.2076,115.2552,112.1455,13979.74,13979.74,1,50,76,5,0,0,0,17,1,0,0,1.059348,.9528796,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.8127535,.8956496,.6872058,1.166756,-.9041731,.0261529,-.2023555,.2676222,.0150183,-.6139051,.0443472,-.3411099,-.1543233,.0537576,.2134197,-.8000598,.017683,-.1674952,-.315881,-.7010632
6863,1997,,.1415511,.1657273,.6927216,141.7407,96.2,114.9202,115.2834,12320.64,18480.96,2,70,83,5,0,1,0,17,0,1,1,1.059348,.9528796,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.8500276,.7162309,1.128698,,,,,.021779,-.4465791,.0625229,-.4877505,-.1396346,.045979,.0985281,-.7211034,.0134801,-.1280027,-.2427475,-.7714279
6864,1998,.0960216,.158526,.1534257,.5920268,127.4953,107.3365,114.8745,109.378,14937.61,22406.42,3,42,44,1,1,0,2,17,1,0,0,1.059348,.9528796,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.7823942,.8660866,.6934783,1.150588,-.888692,.0310297,-.2344351,.3097031,.0192387,-.5041307,.0573598,-.4385543,-.1513073,.0535761,.1901143,-.7858614,.0160071,-.1516952,-.2857578,-.7291417
6865,1999,.1452128,.0942983,.0543473,.7061415,134.618,96.2,115.9192,114.4821,16119.05,24178.58,3,31,28,1,1,0,2,17,1,1,1,1.059348,.9528796,2,.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,.8561088,.7748767,.1346706,1.126252,-.9262914,.0187612,-.1561002,.2075216,.0325089,-.1691377,.0947375,-.7329854,-.4265093,.1406818,2.353266,-2.20211,.0133269,-.1256391,-.2386303,-.7753097
6866,2000,.089596,.0675416,.2457363,.597126,141.7407,150.9522,114.2242,111.9485,8125.36,20313.4,4,71,41,1,1,2,2,17,0,1,0,1.059348,.9528796,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.7667882,.6856938,.808623,1.149302,-.8802138,.0389935,-.2525046,.3269367,.0458226,.1715816,.1329349,-1.036033,-.0940622,.0381593,-.2579823,-.4947377,.0155532,-.1540735,-.2825131,-.7282681
6867,2001,.0405364,.0581268,.1958082,.7055287,141.7407,96.2,115.8673,109.974,14515.67,23225.08,2,71,54,7,0,2,0,17,0,1,1,1.059348,.9528796,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,.4845404,.6347856,.7598246,1.126362,-.7359957,.0690169,-.556715,.7391534,.0527097,.3491781,.1554489,-1.192122,-.1183983,.0398896,-.0681328,-.6131831,.0133485,-.1261916,-.2394456,-.7740731
6868,2002,,.1532016,.3106229,.5361756,134.618,106.7006,114.5482,114.7117,13394.12,13394.12,1,70,82,5,0,0,0,17,0,0,0,1.059348,.9528796,0,.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.8614326,.8486,1.166274,,,,,.0200831,-.4875101,.0580628,-.4520684,-.0745429,.025793,-.413578,-.3862722,.0174634,-.1667611,-.3139755,-.7030005
6869,2003,,.1100122,.2075933,.6823944,134.618,158.8643,115.6854,112.5544,8853.56,8853.56,1,71,62,5,0,0,0,17,0,0,0,1.059348,.9528796,0,.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.8070328,.7734595,1.130646,,,,,.0280079,-.280041,.0821963,-.6371961,-.1114914,.045958,-.1209622,-.5869638,.0136941,-.1352753,-.2476054,-.7614591
6870,2004,.0478035,.0523318,.1114638,.7884009,134.618,96.2,116.7441,109.494,13985.84,29370.26,4,50,32,1,4,2,2,17,1,1,1,1.059348,.9528796,2,.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,.5629008,.5943436,.5780845,1.113079,-.7764571,.0586643,-.4706272,.6255191,.0582428,.4987088,.1740136,-1.325309,-.208306,.0702085,.6384143,-1.078401,.01203,-.1129632,-.2146531,-.7974932
6871,2005,,.0547324,.1989371,.7463306,134.618,96.2,116.3789,116.1,15758.5,25213.6,2,71,24,6,0,2,0,17,0,0,1,1.059348,.9528796,0,.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,.6121354,.7636022,1.119454,,,,,.0560487,.4310378,.1626487,-1.261871,-.1164935,.0381559,-.0842771,-.6009874,.0125972,-.1187337,-.2256034,-.7877137
6872,2006,.0349139,.0517953,.2046201,.7086707,127.4953,96.2,114.2827,123.7635,8688.05,20851.32,4,42,33,1,6,3,1,17,2,0,1,1.059348,.9528796,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,.4015313,.5901412,.7701678,1.125802,-.6928472,.0739555,-.6571239,.8744844,.0595869,.5098743,.167085,-1.326687,-.1130562,.0358,-.1123943,-.5805172,.0131561,-.124334,-.236123,-.7785007
6873,2180,.0197094,.0209223,.1338632,.8255051,127.4953,96.2,116.6934,112.8587,19987.39,65958.4,4,50,51,1,6,4,2,17,1,0,1,1.059348,.9528796,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-.0601468,-.0146481,.6486838,1.107997,-.4578876,.1394473,-1.145028,1.523615,.1456109,2.745929,.4318427,-3.308734,-.1734739,.05752,.3630773,-.8958072,.0114967,-.1075967,-.2046422,-.8072546
6874,2181,,.1836011,.0830357,.7333632,134.618,106.9275,114.2856,109.1285,16046.78,46535.66,4,31,41,1,1,4,2,17,1,1,0,1.059348,.9528796,2,.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,.8843757,.4336375,1.121566,,,,,.0166817,-.5718571,.0492978,-.3784981,-.2792261,.0989761,1.197866,-1.451253,.012848,-.1224563,-.2304456,-.7815118
6875,2182,,.0190385,.2216394,.7593221,134.618,96.2,115.475,120.8241,17812.91,40969.7,4,50,48,4,1,2,2,17,1,1,1,1.059348,.9528796,2,.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,-.1150456,.7878162,1.11741,,,,,.1619992,3.110162,.4591761,-3.616292,-.1043959,.0335186,-.1796744,-.5372645,.0122902,-.1162989,-.2208577,-.7925434
6876,2183,,.0187736,.2050977,.7761287,141.7407,96.2,116.1114,110.1374,14315.31,22904.5,2,50,37,1,0,2,1,17,0,1,1,1.059348,.9528796,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,-.1307765,.770703,1.114867,,,,,.1631626,3.177195,.4814573,-3.691038,-.1130432,.0380566,-.1103083,-.5854081,.012138,-.1146996,-.2176805,-.7946253
6877,2184,,.0702411,.1385201,.7912388,134.618,175.8979,115.5837,114.5211,17696.2,17696.2,1,70,74,5,0,0,0,17,0,0,0,1.059348,.9528796,0,.5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,.697773,.6604949,1.112674,,,,,.0440062,.1295447,.1280545,-.9993784,-.1669296,.0710521,.3166045,-.8812219,.0117582,-.1173891,-.21329,-.7937528
6878,2185,.0291903,.0563762,.2501512,.6642823,141.7407,96.2,116.3186,109.5224,22137.01,33205.52,3,50,66,5,5,0,0,17,0,3,1,1.059348,.9528796,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,.2841858,.6234446,.8120005,1.134208,-.6334941,.0961094,-.7721618,1.025361,.0542862,.3912142,.1607723,-1.229717,-.0927075,.0312939,-.2703245,-.4802624,.0141988,-.134077,-.2544901,-.7598395
6879,2186,.0364207,.0181685,.3874514,.5579594,141.7407,96.2,115.4438,114.1298,27520.1,27520.1,1,70,55,1,0,0,1,17,0,1,1,1.059348,.9528796,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,.4262911,-.1684347,.8786214,1.159782,-.7057996,.0749947,-.6232908,.8278045,.1693729,3.312732,.4898664,-3.803536,-.0597588,.0197738,-.529833,-.3088034,.016778,-.1590596,-.3017537,-.7157467
6880,2187,,.2068601,.0783211,.7148188,127.4953,107.1157,114.9018,114.2599,11473.13,20651.64,2,50,41,1,0,2,1,17,1,0,0,1.059348,.9528796,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,.8973763,.3995453,1.12472,,,,,.0148073,-.6203908,.0432662,-.335059,-.2960268,.1026275,1.327307,-1.533453,.0131798,-.1251542,-.2358302,-.776915
6881,2188,,.0163379,.0519555,.9317066,136.9923,107.8157,115.0015,113.559,45966.8,91933.6,4,20,60,1,1,1,3,17,2,4,0,1.059348,.9528796,6,.6666667,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,-.2993578,.0948358,1.095687,,,,,.1882398,3.807891,.5468804,-4.243654,-.445721,.155763,2.507686,-2.312564,.0100558,-.0961317,-.1808639,-.8287469
6882,2189,.0543899,.1318341,.0952904,.7184857,127.4953,125.5825,116.9029,122.9487,11564.65,30068.1,4,71,42,1,4,3,2,17,1,0,0,1.059348,.9528796,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,.6158319,.8389737,.5064737,1.124083,-.8029045,.0556712,-.4193188,.5507203,.0233806,-.4033609,.0666931,-.5256866,-.2428613,.0874059,.9091981,-1.260216,.0129995,-.1252833,-.2337053,-.778094
6883,2190,.0241784,.0456443,.2293015,.7008758,136.9923,96.2,117.0114,111.5043,17205.47,43013.67,4,50,47,1,1,2,2,17,1,2,1,1.059348,.9528796,3,.6666667,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,.1358036,.5349093,.7949063,1.127201,-.557709,.1146888,-.9329656,1.240182,.0669485,.7175921,.1981741,-1.517624,-.1011818,.0338205,-.2041533,-.5233917,.0134852,-.126879,-.2410938,-.7727131
6884,2191,.0908964,.0169038,.1879059,.7042938,127.4953,96.2,115.8972,112.3563,17353.08,26029.62,3,42,29,1,1,0,2,17,1,0,1,1.059348,.9528796,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,.7701247,-.2558553,.7497243,1.126583,-.882426,.0303151,-.248397,.3303833,.1803674,3.636857,.5338652,-4.095234,-.1235537,.0410621,-.0290782,-.6381545,.013461,-.1261575,-.2397976,-.7740894
6885,2192,,.0657245,.3084737,.6258019,134.618,96.2,116.1766,110.986,21808.21,32712.32,3,50,67,5,5,0,0,17,1,1,1,1.059348,.9528796,2,.5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,.6770039,.8475452,1.14246,,,,,.0464787,.1929375,.1376022,-1.054022,-.0752201,.0251894,-.4084257,-.3890888,.0151099,-.1421459,-.2700051,-.7454191
6886,2193,.0362465,.044594,.2505096,.6686499,127.4953,97.36072,117.5799,113.1949,15697.17,37673.2,4,20,39,1,6,3,1,17,1,0,0,1.059348,.9528796,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,.423534,.5239553,.8122695,1.133331,-.7052957,.0762406,-.6220834,.8276045,.0682545,.7578281,.2030525,-1.55309,-.0927225,.0308716,-.2714464,-.4789722,.014211,-.1329332,-.2527725,-.7618365
6887,2194,.0603424,.0464172,.0196113,.8736292,127.4953,96.2,114.1,121.0353,6155.353,12926.24,4,71,30,1,6,2,1,17,1,0,1,1.059348,.9528796,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,.6537284,.5426534,-1.398024,1.102048,-.8223801,.0434435,-.3791105,.5043187,.0663621,.6856766,.1878953,-1.482588,-1.180281,.3780533,8.268712,-6.06846,.0107007,-.1010497,-.1918622,-.8198366
6888,2195,.027455,.0265095,.1913727,.7546629,134.618,96.2,115.9193,105.731,34489.03,72426.96,4,70,54,1,6,2,1,17,1,1,1,1.059348,.9528796,2,.5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,.2389411,.1992011,.754258,1.118135,-.6110222,.1043761,-.8162582,1.083963,.1147173,1.960922,.3468613,-2.621702,-.1214059,.0416133,-.0446899,-.6297755,.012606,-.1183598,-.2247427,-.7876382
6889,2196,.0303206,.0437959,.0482819,.8776016,127.4953,96.2,114.4534,113.3296,29835.36,44753.04,2,31,47,1,0,1,1,17,1,0,1,1.059348,.9528796,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,.3108699,.51528,.0259635,1.101586,-.6472223,.0903253,-.7470884,.9931155,.0698337,.7892886,.2043434,-1.578746,-.4804157,.1590239,2.775247,-2.479818,.0107572,-.1011623,-.1920839,-.8190968
6890,2197,.02258,.0149376,.1766777,.7858047,141.7407,96.2,115.7148,115.0553,16449.43,34543.8,4,71,36,1,1,2,2,17,0,1,1,1.059348,.9528796,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,.0746314,-.4211661,.7338188,1.113453,-.5254148,.1203403,-1.00612,1.336563,.2060882,4.244615,.5946293,-4.624166,-.1310352,.0431845,.0308447,-.6768128,.0119068,-.1128636,-.2141644,-.7983317
6891,2198,.0502035,.077932,.0577373,.8141271,127.4953,139.8625,113.3887,108.8296,20120.1,20120.1,1,12,32,1,0,0,1,17,1,0,0,1.059348,.9528796,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,.5837972,.7275991,.1854779,1.109506,-.7867926,.0680303,-.4483882,.5833534,.0393403,.0143581,.1166809,-.8979784,-.4014542,.1593579,2.162505,-2.105886,.0115575,-.1125957,-.2078016,-.8006662
6892,2199,,.0298932,.0322643,.9378425,141.7407,96.2,114.7047,112.4949,16659.3,16659.3,1,30,38,1,0,0,1,17,0,1,1,1.059348,.9528796,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,.2898471,-.4575971,1.095061,,,,,.1029113,1.622043,.2985204,-2.313322,-.7176877,.2391927,4.647706,-3.711614,.0099859,-.0947439,-.1796307,-.8306719
6893,2200,,.0608888,.2012122,.7378989,127.4953,107.3225,120.3178,111.061,33240.92,49861.38,5,50,39,1,0,0,1,17,2,0,0,1.059348,.9528796,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,.6513522,.7662752,1.120819,,,,,.0497482,.2906475,.151339,-1.143087,-.1156009,.040608,-.0911886,-.6000936,.0129606,-.121581,-.2299609,-.7822373
6894,2201,.0614404,.0162649,.108491,.8138037,127.4953,97.74345,116.8049,110.4551,31314.91,46972.36,3,50,37,1,1,0,2,17,1,0,0,1.059348,.9528796,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,.6599167,-.3051892,.5665237,1.10955,-.8262007,.0457768,-.3660903,.4865975,.1869056,3.822569,.5601888,-4.264474,-.2141761,.0723022,.6834092,-1.108059,.0116956,-.10948,-.2079783,-.8037869
6895,2202,.0810569,.1000249,.3107899,.5081283,134.618,109.6,114.5898,113.2722,15236.21,30472.42,4,50,50,1,1,1,2,17,1,1,0,1.059348,.9528796,2,.5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,.74222,.7877653,.8486814,1.175452,-.8678519,.0364308,-.279557,.3687583,.0307298,-.2143836,.0893921,-.6935037,-.0745244,.0262562,-.4135644,-.3868489,.0184524,-.176519,-.3316872,-.6856977
6896,2378,.0757656,.0805697,.1382204,.7054443,134.618,157.1673,116.4671,110.1889,14165.79,21248.68,3,71,74,5,6,0,0,17,1,1,0,1.059348,.9528796,2,.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.7242174,.736517,.6597586,1.126377,-.8586643,.047349,-.2965505,.3836485,.0381107,-.0166802,.1133948,-.8713422,-.1676198,.0693688,.3217279,-.8832355,.0133101,-.1309833,-.2400722,-.7686316
6897,2379,.0367084,.0512505,.2586379,.6534032,127.4953,96.2,114.8968,111.4288,18887.61,28331.42,3,70,53,1,4,0,2,17,2,0,1,1.059348,.9528796,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.4307877,.5857847,.8181694,1.136442,-.7088066,.0754386,-.6152083,.8177887,.0595332,.5296335,.1759865,-1.350938,-.0897455,.0299517,-.2946472,-.4637284,.0144952,-.1360728,-.2584424,-.7564225
6898,2380,.0585963,.0648779,.1793178,.697208,141.7407,156.0454,115.2508,108.5888,28587.01,42880.52,3,20,60,5,6,0,0,17,0,2,0,1.059348,.9528796,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.6434101,.6727894,.7377377,1.12787,-.8170601,.0614813,-.3837802,.4959489,.0475041,.2213885,.1405117,-1.082194,-.1290626,.0536604,.0185561,-.6808916,.0133986,-.1326233,-.2427873,-.7658579
6899,2381,.0698034,.0325525,.188233,.7094111,141.7407,96.2,116.2494,113.376,15608.47,32777.78,4,50,36,1,1,2,2,17,0,1,1,1.059348,.9528796,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.7006614,.3478619,.7501591,1.12567,-.8465804,.0393098,-.3245368,.431146,.0943523,1.407457,.2748724,-2.124543,-.1230741,.0408524,-.0316663,-.6362711,.0132307,-.1251779,-.2376145,-.7761086
6900,2382,,.052466,.0933386,.8541954,141.7407,96.2,115.9712,109.5091,9370.116,29047.36,4,71,49,1,6,4,1,17,0,2,1,1.059348,.9528796,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,.5953811,.4961538,1.104369,,,,,.0583626,.4948942,.1725499,-1.321188,-.2484217,.0838654,.9553052,-1.286903,.0110341,-.104267,-.1978567,-.8132799
6901,2383,.0614757,.0329213,.2469474,.6586556,134.618,144.6021,116.0827,108.9855,23571.39,35357.08,3,43,28,1,1,0,2,17,1,1,0,1.059348,.9528796,2,.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.6601118,.3551661,.8095615,1.135354,-.8258886,.0564722,-.3652633,.4745679,.0931228,1.40295,.2779338,-2.129173,-.0938629,.0377717,-.2600847,-.4933855,.0142865,-.139538,-.2572137,-.7528891
6902,2391,,.1380157,.276602,.5853823,134.618,96.2,116.0504,110.5757,13476.73,13476.73,1,70,74,5,0,0,0,17,0,0,1,1.059348,.9528796,0,.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.8461859,.8299785,1.152297,,,,,.0221297,-.4318635,.0655865,-.5020387,-.0838918,.0281444,-.3401958,-.4340353,.0161571,-.1520079,-.2887068,-.7277393
6903,2392,.0389362,.073879,.0684653,.8187194,141.7407,100.4502,114.055,113.7642,11089.56,31050.76,4,50,42,1,1,3,3,17,0,1,0,1.059348,.9528796,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.4633573,.7126552,.3131077,1.108892,-.7246212,.0720562,-.5837594,.772967,.0417523,.0616201,.1200741,-.9361018,-.3379425,.1143425,1.659772,-1.74928,.0113965,-.1087864,-.2054962,-.8060058
6904,2393,.0608635,.0866749,.1780611,.6744004,134.618,156.4796,116.8327,109.8474,18559.77,27839.66,3,50,61,5,6,0,0,17,1,1,0,1.059348,.9528796,2,.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.6566934,.7550762,.7358868,1.132194,-.8241051,.0589223,-.3688144,.4773038,.0353934,-.0859574,.1056536,-.8101658,-.1301507,.0538324,.0262599,-.6858283,.0139405,-.137005,-.2512559,-.7578738
6905,2400,.0801855,.0821224,.2355292,.602163,134.618,148.0569,115.0598,109.8256,10973.86,27434.65,4,50,52,1,6,2,2,17,1,1,0,1.059348,.9528796,2,.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.7394184,.7414987,.8003292,1.148053,-.8664142,.0435888,-.2807146,.3641215,.0374303,-.0364133,.110745,-.8532607,-.0983367,.0398276,-.2247343,-.5170859,.01557,-.1527956,-.280959,-.7298682
6906,2401,.1566689,.0482428,.1416399,.6534485,127.4953,97.82233,116.8308,110.9339,25247.31,37870.96,3,31,64,5,1,0,1,17,2,0,0,1.059348,.9528796,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.8666305,.5599599,.6679729,1.136433,-.9318338,.0179116,-.1436522,.1909439,.0630403,.6257787,.1885899,-1.437369,-.1640318,.0552799,.2892222,-.8484433,.0145577,-.1363047,-.2589303,-.7557556
6907,2431,,.0582474,.0865408,.8552118,132.2438,144.1082,115.2499,115.5977,14020.65,33649.56,4,71,40,1,6,3,1,17,2,1,0,1.059348,.9528796,3,.3333333,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,.6355418,.4565766,1.104245,,,,,.0529473,.3561916,.153463,-1.198144,-.2673723,.1048772,1.105972,-1.400053,.010913,-.1069101,-.1970608,-.8111875
6908,2432,.0157232,.0403196,.1433223,.8006349,141.7407,96.2,114.1331,113.2108,10335.04,24804.09,4,50,34,4,6,3,1,17,0,1,1,1.059348,.9528796,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,-.3289173,.4734876,.6718704,1.111351,-.3182887,.174542,-1.444759,1.917423,.0764155,.9437028,.2203473,-1.713953,-.161491,.05366,.2707839,-.8348233,.0116727,-.1109173,-.2102079,-.801899
6909,2433,,.1783505,.0267359,.7949136,141.7407,96.2,116.5931,110.5348,10765.32,10765.32,1,60,76,5,0,0,0,17,0,1,1,1.059348,.9528796,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,.8809717,-.7589975,1.112153,,,,,.0171684,-.5603319,.0506992,-.3885073,-.8672806,.2914453,5.825351,-4.490518,.0118573,-.1119574,-.2125551,-.7994978
6910,2434,.0308468,.0698206,.0653692,.8339633,141.7407,140.3178,114.2398,107.9716,8027.372,16857.48,2,42,38,6,0,3,0,17,0,1,0,1.059348,.9528796,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,.3226259,.6959531,.2805741,1.106901,-.6525248,.1115085,-.729881,.9482713,.0441253,.1325546,.1301802,-1.002813,-.3540761,.1415903,1.793146,-1.861235,.0112071,-.110042,-.2028393,-.8052273
6911,2435,.0530118,.0407783,.1497972,.7564126,141.7407,96.2,113.4004,106.32,13623.79,24522.82,4,43,28,1,1,1,2,17,0,1,1,1.059348,.9528796,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,.6058456,.4794112,.6860536,1.117862,-.7980984,.0538589,-.4251228,.5635167,.0751691,.9245956,.2223458,-1.701522,-.1547439,.0530053,.2185555,-.8028705,.0124426,-.1180269,-.223511,-.7887662
6912,2436,,.0256489,.218626,.7557251,134.618,96.2,118.0941,107.2309,8616.36,8616.36,1,70,78,5,0,0,0,17,0,0,1,1.059348,.9528796,0,.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,.1723323,.7848915,1.117969,,,,,.1183374,2.059365,.3593866,-2.709421,-.1063313,.036191,-.1635456,-.5512057,.0126209,-.1180646,-.2245533,-.7879717
6913,2437,.0176525,.0583889,.0760835,.8478751,134.618,96.2,115.3062,125.2374,11329.86,14728.82,2,50,53,4,0,1,1,17,0,0,1,1.059348,.9528796,0,.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,-.1836788,.6364251,.3818856,1.105147,-.3919568,.1452608,-1.301676,1.732051,.0530245,.339059,.1476065,-1.176115,-.3037719,.0957528,1.386103,-1.55997,.010948,-.1038309,-.1971798,-.8150847
6914,2438,.0084162,.0431402,.0723484,.8760953,127.4953,167.0413,115.367,115.1307,13070.09,16991.12,2,71,50,1,0,1,1,17,1,0,0,1.059348,.9528796,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,-1.482706,.5079123,.3499744,1.101761,.2735431,.4283279,-2.686314,3.467148,.071411,.8368841,.2084794,-1.624687,-.319925,.1330706,1.52078,-1.6839,.010669,-.1055545,-.1926272,-.8142478
6915,2439,.0408228,.0452715,.1084867,.805419,134.618,96.2,117.2393,110.2133,15285.56,22928.34,3,60,54,1,6,0,1,17,1,1,1,1.059348,.9528796,2,.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,.4881578,.531079,.5665063,1.11069,-.7382392,.0684232,-.5512434,.7329016,.0673192,.7321917,.2010238,-1.531614,-.2140286,.0719042,.6832568,-1.107639,.0117775,-.1105174,-.2100873,-.8018629
6916,2440,,.0714608,.0944431,.8340961,141.7407,121.1292,116.523,110.7507,9487.72,18975.44,4,50,46,1,6,1,2,17,0,1,0,1.059348,.9528796,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,.7029315,.5020465,1.106884,,,,,.0429887,.1025678,.1268031,-.9752911,-.2452829,.0913098,.9326353,-1.280709,.0112499,-.108588,-.2026669,-.8068794
6917,2441,.0100233,.0342334,.1597374,.796006,141.7407,96.2,117.2136,112.4007,17293.05,25939.58,3,50,61,5,6,0,0,17,0,1,1,1.059348,.9528796,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-1.08463,.3798819,.7055899,1.111999,.0677264,.2753876,-2.254308,2.995823,.0895096,1.289736,.2631029,-2.02223,-.1451291,.0483702,.1418951,-.750726,.0118293,-.1116477,-.2120771,-.8001035
6918,2442,,.1969444,.251045,.5520107,134.618,99.9257,117.0834,114.0367,8296.76,8296.76,1,71,86,5,0,0,0,17,0,0,0,1.059348,.9528796,0,.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,.8922094,.8126699,1.161504,,,,,.0155392,-.6018181,.045638,-.3515684,-.0923783,.0310796,-.2735894,-.4777818,.0170874,-.1612578,-.305675,-.7116585
6919,2443,,.0197007,.147751,.8325483,141.7407,96.2,114.7246,109.9761,30151.26,30151.26,1,50,52,1,0,0,1,17,0,1,1,1.059348,.9528796,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,-.077565,.6817058,1.107083,,,,,.1557964,2.980687,.456779,-3.515697,-.1568266,.0528455,.2344108,-.8121355,.0112845,-.1069327,-.202728,-.8087069
6920,2444,,.0113775,.1535768,.8350458,134.618,98.43333,115.3221,114.4243,12656.6,12656.6,1,71,61,5,0,0,0,17,0,0,0,1.059348,.9528796,0,.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,-.8658597,.6937799,1.106763,,,,,.2697544,5.88967,.7839035,-6.077468,-.1508801,.0503326,.1864306,-.779663,.0112516,-.1064357,-.2017192,-.8098596
