v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,indice_ess,indice_die,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_17,vag_18,vag_19,vag_20,vag_21,vag_22,mu_1,mu_2,mu_3,mu_4,ce_1_1,ce_1_2,ce_1_3,ce_1_4,ce_2_1,ce_2_2,ce_2_3,ce_2_4,ce_3_1,ce_3_2,ce_3_3,ce_3_4,ce_4_1,ce_4_2,ce_4_3,ce_4_4
4641,9191,.0570474,.0780537,.2258127,.6390862,135.8648,161.281,115.9276,105.0928,9153.96,18307.92,4,50,52,4,6,1,2,19,2,0,0,1.069502,.9448178,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.6337286,.7280236,.7917376,1.139499,-.8124472,.0650894,-.3914979,.5051271,.0392223,.0166539,.1187993,-.9026992,-.1026899,.0437142,-.1896284,-.5431334,.014752,-.1454232,-.2658967,-.7429311
4642,9192,,.0409997,.3032373,.655763,153.7943,96.2,113.7896,115.2287,13983.85,20975.78,3,70,71,5,6,0,0,19,0,1,1,1.069502,.9448178,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,.4822214,.8449126,1.135951,,,,,.0757229,.9107525,.2139093,-1.682606,-.076155,.0251498,-.4002093,-.3936981,.0141004,-.1352354,-.2559166,-.7588999
4643,9193,,.0561431,.2314353,.7124215,135.8648,96.2,112.7405,109.5149,9974.507,14961.76,3,71,68,5,5,0,0,19,1,0,1,1.069502,.9448178,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,.6218816,.7967973,1.125139,,,,,.0546643,.396894,.1597893,-1.233229,-.1001225,.0337736,-.2122037,-.5182447,.0131888,-.1249859,-.2367477,-.7765946
4644,9225,.0889668,.0226365,.1324511,.7559455,153.7943,96.2,117.0318,110.7215,18995.84,18995.84,1,20,32,1,0,0,1,19,0,1,1,1.069502,.9448178,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.7651389,.0621908,.6449384,1.117934,-.8795658,.0313602,-.2539893,.3370561,.1359276,2.464118,.3978456,-3.060082,-.1748145,.0588401,.3771192,-.9060832,.0123856,-.1177321,-.22331,-.7892777
4645,9226,.0492877,.0389371,.1357581,.7760171,135.8648,96.2,113.4426,109.4156,29312.24,43968.36,3,20,68,5,6,0,0,19,2,0,1,1.069502,.9448178,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.5760638,.4547936,.6535875,1.114884,-.7828417,.0568615,-.4586378,.6085543,.0787254,1.014233,.2310683,-1.778821,-.1707453,.0576149,.3434313,-.8838884,.0121279,-.114756,-.2174869,-.7947689
4646,9227,.0714917,.0623261,.1349543,.7312279,153.7943,96.2,113.6177,107.3524,10910.36,16365.54,2,71,55,5,0,1,1,19,0,2,1,1.069502,.9448178,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.7077303,.6593922,.6515243,1.121921,-.8500344,.0397444,-.3161894,.4187492,.0494766,.2589886,.1443606,-1.112218,-.1714612,.0586054,.3514376,-.8901062,.0127654,-.1220116,-.2308102,-.7818645
4647,9228,.0361729,.0297796,.2895749,.6444726,135.8648,177.4292,115.1766,110.3195,15350.88,32236.84,4,70,47,1,1,2,2,19,2,0,0,1.069502,.9448178,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.4223618,.2871377,.8375954,1.138333,-.7036095,.1045159,-.6221087,.7988405,.1035506,1.666997,.3055948,-2.36328,-.0799081,.034613,-.3693838,-.4229164,.0144838,-.1446544,-.2625521,-.7456104
4648,9229,.0450681,.052314,.3699008,.532717,153.7943,167.4459,114.8275,113.8785,16222.55,24333.82,3,41,70,5,5,0,0,19,0,1,0,1.069502,.9448178,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.536372,.5942053,.8728624,1.167353,-.7613625,.0806544,-.5034868,.6478229,.0595992,.5153502,.1703129,-1.339468,-.062351,.0262101,-.5074677,-.3292538,.0172528,-.1738336,-.3161277,-.6946446
4649,9230,.0497489,.0425606,.0956792,.8120113,153.7943,96.2,114.3557,109.4046,19337.12,38674.24,4,20,55,1,1,1,2,19,0,2,1,1.069502,.9448178,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.5799935,.5012115,.5084794,1.109791,-.784447,.0564539,-.4551364,.6031359,.0725071,.842887,.2105049,-1.62711,-.2417913,.081889,.905301,-1.253878,.0114837,-.1097005,-.2076503,-.8039244
4650,9231,.1138389,.0583789,.1626758,.6651064,153.7943,96.2,113.9941,118.7138,12847.1,20555.36,2,71,45,1,0,2,1,19,0,1,1,1.069502,.9448178,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.8164525,.6363629,.7109079,1.134042,-.9055688,.0233932,-.2013234,.2670466,.0533204,.3410085,.1486648,-1.179356,-.1418462,.0461512,.1168019,-.7320148,.0138507,-.1329974,-.2517449,-.7631501
4651,9232,,.040098,.2555023,.7043996,135.8648,96.2,114.7586,111.8734,17207.83,25811.74,3,44,60,1,6,0,1,19,1,0,1,1.069502,.9448178,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,.4705788,.8159379,1.126564,,,,,.0764585,.9549509,.2236254,-1.725614,-.0907191,.0302774,-.2864458,-.4690504,.013358,-.1261927,-.2394192,-.7743105
4652,9233,.0556441,.0460701,.1311658,.76712,135.8648,96.2,114.1294,106.1711,16758.88,40221.32,4,31,43,1,6,3,1,19,2,0,1,1.069502,.9448178,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.6244913,.5392076,.641459,1.116216,-.8078706,.05134,-.4040982,.5361375,.0662637,.7035661,.1979279,-1.506965,-.1769356,.0605621,.3925178,-.9176033,.0123374,-.1163884,-.2206741,-.7914912
4653,9234,.0339984,.0403465,.1153933,.8102618,144.8296,96.2,113.8013,107.6294,17894.97,26842.46,3,31,62,5,6,0,0,19,1,1,1,1.069502,.9448178,2,.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.3854162,.4738394,.5924521,1.110029,-.6850068,.0833767,-.6639995,.8802134,.0761268,.944678,.2237596,-1.718404,-.2007613,.068409,.5811132,-1.041213,.0115837,-.110075,-.2084547,-.8030824
4654,9235,.0305063,.0210987,.1227506,.8256444,153.7943,96.2,114.1678,112.2882,28437.81,42656.72,2,70,64,6,0,1,1,19,0,1,1,1.069502,.9448178,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.3150651,-.0061654,.6168795,1.107979,-.648195,.090542,-.7451814,.9877692,.1466844,2.715271,.4202896,-3.27608,-.188306,.0629781,.4834512,-.9750027,.0112489,-.1076492,-.2037553,-.8078229
4655,9236,.0429296,.0070086,.2082771,.7417846,144.8296,110.6853,115.0911,107.4134,18480.73,38809.54,4,20,47,1,1,2,2,19,1,1,0,1.069502,.9448178,2,.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.5132769,-2.028963,.7742033,1.120186,-.7505684,.0714337,-.5243573,.6902151,.4380606,10.22861,1.297463,-9.935167,-.1112427,.0404077,-.1233081,-.5800601,.0126602,-.1215707,-.2280686,-.7832066
4656,9237,.0240371,.0492433,.1545725,.7721471,144.8296,96.2,114.4183,109.9615,20984.24,31476.36,3,50,68,5,5,0,0,19,1,1,1,1.069502,.9448178,2,.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.1307244,.5689008,.6957526,1.11546,-.5543211,.1163715,-.9412335,1.248459,.0624466,.5925609,.1823095,-1.406218,-.1498228,.0505243,.1796289,-.776083,.0121358,-.1153017,-.2184703,-.7938235
4657,9238,.0350107,.0605955,.201014,.7033799,135.8648,96.2,114.9975,108.0952,7072.667,14852.6,4,31,34,1,1,2,2,19,1,0,1,1.069502,.9448178,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.4031868,.6496643,.7660446,1.126748,-.6946017,.0807114,-.6431208,.8538242,.050402,.2946838,.1499725,-1.144723,-.1154391,.0391708,-.091694,-.5980823,.0134473,-.1267474,-.240487,-.7729607
4658,9239,,.069357,.1818607,.7487823,135.8648,186.2275,112.3629,106.0434,14272.83,21409.24,3,71,52,1,1,0,2,19,1,0,0,1.069502,.9448178,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,.6939204,.7414049,1.119063,,,,,.0445093,.1472538,.1318458,-1.017529,-.1271963,.0569162,.0046587,-.6757835,.0124474,-.125333,-.2262235,-.7799534
4659,9240,.0877401,.0282721,.0848085,.7991793,144.8296,96.2,113.5941,112.2746,22460.31,44920.62,4,41,43,1,4,1,2,19,1,1,1,1.069502,.9448178,2,.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.7618552,.2491271,.4454766,1.111554,-.8777865,.0314496,-.2589277,.3434094,.1091338,1.772505,.3141681,-2.444934,-.2727972,.0910816,1.147509,-1.41127,.0116708,-.1111996,-.2105796,-.8014459
4660,9241,,.0395023,.264853,.6956447,144.8296,96.2,114.7692,110.26,14520.69,36301.72,2,60,44,1,0,3,1,19,0,0,1,1.069502,.9448178,0,.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,.462594,.8224363,1.128157,,,,,.0778241,.9851635,.2273284,-1.75291,-.0874461,.029449,-.3115288,-.4529103,.0134755,-.1279545,-.2425111,-.7711671
4661,9242,,.0683452,.2514504,.6802044,135.8648,188.9818,114.3284,113.5989,13175.76,26351.52,5,30,46,7,0,1,1,19,2,0,0,1.069502,.9448178,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,.6893893,.8129719,1.131066,,,,,.0453469,.1628038,.1314548,-1.028995,-.0918867,.0403012,-.2747943,-.486592,.0136269,-.1373641,-.2480427,-.7592865
4662,9243,.0211577,.0611538,.2298568,.6878318,144.8296,96.2,114.2932,108.4204,23407.04,49154.78,4,20,46,1,7,2,1,19,1,1,1,1.069502,.9448178,2,.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.0124214,.6528628,.7954018,1.129613,-.4938408,.1333879,-1.067359,1.415391,.0502232,.2828041,.1474949,-1.133385,-.1007878,.0342205,-.2063231,-.5225114,.0136462,-.1295903,-.2455093,-.7681596
4663,9244,,.0716991,.0788458,.8494552,144.8296,96.2,110.9566,115.7879,8619.36,8619.36,1,70,70,5,0,0,0,19,0,0,1,1.069502,.9448178,0,.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,.7039187,.4035406,1.104952,,,,,.0433451,.0924279,.1212505,-.9609423,-.2927992,.0963272,1.304615,-1.511684,.0108695,-.1043291,-.1971836,-.8143086
4664,9245,.0742848,.0273465,.1357259,.7626429,153.7943,96.2,113.9872,110.6726,14480.85,21721.28,3,50,27,1,4,0,2,19,0,2,1,1.069502,.9448178,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.7187195,.223711,.6535053,1.116899,-.8555726,.0375267,-.3054681,.4047945,.1130406,1.867401,.3257947,-2.529947,-.1703627,.0573813,.3423169,-.8828408,.0121979,-.1166851,-.2208174,-.791594
4665,9246,.1721946,.0249684,.1262457,.6765913,153.7943,102.199,113.7443,104.737,16584.96,16584.96,1,20,35,4,0,0,1,19,0,1,0,1.069502,.9448178,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.8786556,.1497754,.627486,1.131766,-.9377705,.0173249,-.1307463,.1725363,.1232708,2.148458,.3640602,-2.785564,-.1833907,.0651774,.4462859,-.9555587,.0138323,-.132759,-.2500233,-.7628163
4666,9247,.0147264,.0398803,.2504418,.6949514,135.8648,96.2,114.8844,112.3208,8479.921,27983.74,5,50,37,1,1,3,2,19,1,0,1,1.069502,.9448178,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-.4188693,.4676883,.8122187,1.128285,-.2731193,.1872499,-1.537635,2.042373,.0768916,.9654469,.2246192,-1.734646,-.0925467,.0308267,-.2721077,-.478391,.0135359,-.1278657,-.2426195,-.7713358
4667,9248,.2061907,.0560071,.1088576,.6289446,144.8296,166.2912,113.754,108.7179,10400.47,20800.94,4,71,64,5,6,1,1,19,1,1,0,1.069502,.9448178,2,.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.8986625,.6209631,.5679833,1.141748,-.9479424,.0179576,-.1093349,.1406573,.0552853,.416658,.1617559,-1.254662,-.2123078,.090463,.6766841,-1.122823,.0147567,-.1476969,-.2687604,-.7400479
4668,9249,.0336065,.0620956,.0811465,.8231515,135.8648,96.2,112.8813,105.5808,17300.52,36331.1,4,20,33,1,1,2,2,19,2,0,1,1.069502,.9448178,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.3782492,.6581277,.4204516,1.108306,-.6817541,.0852623,-.6697481,.8879907,.0492321,.2640547,.1464843,-1.117899,-.2858821,.0981314,1.250261,-1.482962,.0114755,-.1085105,-.205538,-.8057327
4669,9300,.1026667,.0676924,.0880147,.7416262,153.7943,96.2,114.0284,113.513,17727.26,17727.26,1,60,75,5,0,0,0,19,0,1,1,1.069502,.9448178,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,.7964789,.6863937,.465677,1.120211,-.8954265,.0267144,-.2218083,.2940415,.0457784,.1577016,.1304037,-1.020277,-.2625221,.0873365,1.067898,-1.358389,.0125006,-.119733,-.2266108,-.7863681
4670,9301,.0672889,.0798061,.1208974,.7320076,153.7943,96.2,115.2832,109.6761,23832.76,23832.76,1,20,68,5,0,0,0,19,0,1,1,1.069502,.9448178,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,.6894755,.7339959,.6110067,1.121791,-.8406883,.0416871,-.3361773,.445703,.038622,-.0172315,.1125364,-.8679229,-.1914228,.0647435,.508271,-.9925984,.0127599,-.12167,-.2304706,-.7824103
4671,9302,.0357167,.0287033,.0693439,.8662361,135.8648,96.2,113.0421,116.1064,22784.85,22784.85,1,41,58,1,0,0,1,19,1,0,1,1.069502,.9448178,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.414984,.2604069,.3218105,1.102919,-.6997735,.0755026,-.6386442,.8479311,.1074972,1.728637,.3061946,-2.402735,-.333632,.1093595,1.623448,-1.720986,.0107669,-.1022827,-.1938255,-.8175775
4672,9303,,.0381942,.0729401,.8888656,144.8296,120.6835,111.6489,121.1536,11345.51,23825.58,4,50,33,1,1,2,2,19,1,1,0,1.069502,.9448178,2,.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,.4441898,.3552476,1.100299,,,,,.0818778,1.058372,.225037,-1.809476,-.3159151,.1129914,1.488221,-1.640545,.0102956,-.1010824,-.1879759,-.8215358
4673,9304,.031135,.1631689,.2336677,.5720284,153.7943,111.4,115.514,114.6839,17258.19,25887.28,3,20,72,5,5,0,0,19,0,1,0,1.069502,.9448178,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,.3288947,.8698971,.7987385,1.155852,-.6551136,.0951809,-.7303919,.9614298,.0190029,-.5183406,.0542961,-.4248555,-.0988658,.0350232,-.2207881,-.5141078,.0161933,-.1568787,-.2940332,-.7211336
4674,9305,.0333936,.0150549,.0511026,.9004489,135.8648,111.4,113.6275,112.7734,31883.32,31883.32,1,20,30,1,0,0,1,19,1,0,0,1.069502,.9448178,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.3742864,-.4100897,.0797276,1.099008,-.6790646,.089434,-.6791604,.8945045,.204553,4.221909,.5925991,-4.608971,-.4529836,.1611605,2.565654,-2.353559,.0103858,-.0997697,-.18708,-.8225443
