;date;temps;mois;bien;prix;vag;indice_prix_produit
16831;2006_2;98.0;2.0;poste_09_5_2;112.53;22;poste_09_5_2_22
16834;2005_11;95.0;11.0;poste_09_5_2;112.1;21;poste_09_5_2_21
16836;2005_9;93.0;9.0;poste_09_5_2;112.1;20;poste_09_5_2_20
16838;2005_7;91.0;7.0;poste_09_5_2;111.5;19;poste_09_5_2_19
16840;2005_5;89.0;5.0;poste_09_5_2;111.6;18;poste_09_5_2_18
16842;2005_3;87.0;3.0;poste_09_5_2;111.7;17;poste_09_5_2_17
16889;2001_4;40.0;4.0;poste_09_5_2;103.5;16;poste_09_5_2_16
16890;2001_3;39.0;3.0;poste_09_5_2;103.5;15;poste_09_5_2_15
16891;2001_2;38.0;2.0;poste_09_5_2;103.4;14;poste_09_5_2_14
16893;2000_12;36.0;12.0;poste_09_5_2;103.0;13;poste_09_5_2_13
16895;2000_10;34.0;10.0;poste_09_5_2;102.8;12;poste_09_5_2_12
16896;2000_9;33.0;9.0;poste_09_5_2;102.8;11;poste_09_5_2_11
16898;2000_7;31.0;7.0;poste_09_5_2;102.6;10;poste_09_5_2_10
16899;2000_6;30.0;6.0;poste_09_5_2;102.6;9;poste_09_5_2_9
16974;2011_8;164.0;8.0;poste_09_5_3;124.29;28;poste_09_5_3_28
16976;2011_6;162.0;6.0;poste_09_5_3;127.8;27;poste_09_5_3_27
16978;2011_4;160.0;4.0;poste_09_5_3;126.95;26;poste_09_5_3_26
16980;2011_2;158.0;2.0;poste_09_5_3;125.96;25;poste_09_5_3_25
16982;2010_12;156.0;12.0;poste_09_5_3;125.56;24;poste_09_5_3_24
16983;2010_11;155.0;11.0;poste_09_5_3;124.89;23;poste_09_5_3_23
17040;2006_2;98.0;2.0;poste_09_5_3;115.28;22;poste_09_5_3_22
17043;2005_11;95.0;11.0;poste_09_5_3;114.6;21;poste_09_5_3_21
17045;2005_9;93.0;9.0;poste_09_5_3;112.7;20;poste_09_5_3_20
17047;2005_7;91.0;7.0;poste_09_5_3;114.4;19;poste_09_5_3_19
17049;2005_5;89.0;5.0;poste_09_5_3;114.3;18;poste_09_5_3_18
17051;2005_3;87.0;3.0;poste_09_5_3;114.2;17;poste_09_5_3_17
17098;2001_4;40.0;4.0;poste_09_5_3;105.8;16;poste_09_5_3_16
17099;2001_3;39.0;3.0;poste_09_5_3;105.2;15;poste_09_5_3_15
17100;2001_2;38.0;2.0;poste_09_5_3;104.5;14;poste_09_5_3_14
17102;2000_12;36.0;12.0;poste_09_5_3;103.6;13;poste_09_5_3_13
17104;2000_10;34.0;10.0;poste_09_5_3;102.4;12;poste_09_5_3_12
17105;2000_9;33.0;9.0;poste_09_5_3;101.3;11;poste_09_5_3_11
17107;2000_7;31.0;7.0;poste_09_5_3;102.3;10;poste_09_5_3_10
17108;2000_6;30.0;6.0;poste_09_5_3;102.0;9;poste_09_5_3_9
17183;2011_8;164.0;8.0;poste_09_6_0;175.81;28;poste_09_6_0_28
17185;2011_6;162.0;6.0;poste_09_6_0;136.09;27;poste_09_6_0_27
17187;2011_4;160.0;4.0;poste_09_6_0;128.9;26;poste_09_6_0_26
17189;2011_2;158.0;2.0;poste_09_6_0;130.08;25;poste_09_6_0_25
17191;2010_12;156.0;12.0;poste_09_6_0;150.51;24;poste_09_6_0_24
17192;2010_11;155.0;11.0;poste_09_6_0;124.85;23;poste_09_6_0_23
17249;2006_2;98.0;2.0;poste_09_6_0;114.27;22;poste_09_6_0_22
17252;2005_11;95.0;11.0;poste_09_6_0;106.5;21;poste_09_6_0_21
17254;2005_9;93.0;9.0;poste_09_6_0;127.5;20;poste_09_6_0_20
17256;2005_7;91.0;7.0;poste_09_6_0;134.2;19;poste_09_6_0_19
17258;2005_5;89.0;5.0;poste_09_6_0;135.1;18;poste_09_6_0_18
17260;2005_3;87.0;3.0;poste_09_6_0;103.5;17;poste_09_6_0_17
17307;2001_4;40.0;4.0;poste_09_6_0;110.2;16;poste_09_6_0_16
17308;2001_3;39.0;3.0;poste_09_6_0;102.4;15;poste_09_6_0_15
17309;2001_2;38.0;2.0;poste_09_6_0;103.5;14;poste_09_6_0_14
17311;2000_12;36.0;12.0;poste_09_6_0;103.9;13;poste_09_6_0_13
17313;2000_10;34.0;10.0;poste_09_6_0;102.0;12;poste_09_6_0_12
17314;2000_9;33.0;9.0;poste_09_6_0;104.5;11;poste_09_6_0_11
17316;2000_7;31.0;7.0;poste_09_6_0;107.9;10;poste_09_6_0_10
17317;2000_6;30.0;6.0;poste_09_6_0;101.3;9;poste_09_6_0_9
17392;2011_8;164.0;8.0;poste_01_1_5_1;126.07;28;poste_01_1_5_1_28
17394;2011_6;162.0;6.0;poste_01_1_5_1;125.02;27;poste_01_1_5_1_27
17396;2011_4;160.0;4.0;poste_01_1_5_1;123.87;26;poste_01_1_5_1_26
17398;2011_2;158.0;2.0;poste_01_1_5_1;121.25;25;poste_01_1_5_1_25
17400;2010_12;156.0;12.0;poste_01_1_5_1;120.87;24;poste_01_1_5_1_24
17401;2010_11;155.0;11.0;poste_01_1_5_1;120.82;23;poste_01_1_5_1_23
17458;2006_2;98.0;2.0;poste_01_1_5_1;113.7;22;poste_01_1_5_1_22
17461;2005_11;95.0;11.0;poste_01_1_5_1;113.4;21;poste_01_1_5_1_21
17463;2005_9;93.0;9.0;poste_01_1_5_1;113.8;20;poste_01_1_5_1_20
17465;2005_7;91.0;7.0;poste_01_1_5_1;113.7;19;poste_01_1_5_1_19
17467;2005_5;89.0;5.0;poste_01_1_5_1;113.7;18;poste_01_1_5_1_18
17469;2005_3;87.0;3.0;poste_01_1_5_1;114.0;17;poste_01_1_5_1_17
17516;2001_4;40.0;4.0;poste_01_1_5_1;109.1;16;poste_01_1_5_1_16
17517;2001_3;39.0;3.0;poste_01_1_5_1;108.5;15;poste_01_1_5_1_15
17518;2001_2;38.0;2.0;poste_01_1_5_1;108.2;14;poste_01_1_5_1_14
17520;2000_12;36.0;12.0;poste_01_1_5_1;107.4;13;poste_01_1_5_1_13
17522;2000_10;34.0;10.0;poste_01_1_5_1;106.2;12;poste_01_1_5_1_12
17523;2000_9;33.0;9.0;poste_01_1_5_1;104.8;11;poste_01_1_5_1_11
17525;2000_7;31.0;7.0;poste_01_1_5_1;104.3;10;poste_01_1_5_1_10
17526;2000_6;30.0;6.0;poste_01_1_5_1;103.9;9;poste_01_1_5_1_9
17601;2011_8;164.0;8.0;poste_01_1_8_1;123.55;28;poste_01_1_8_1_28
17603;2011_6;162.0;6.0;poste_01_1_8_1;122.83;27;poste_01_1_8_1_27
17605;2011_4;160.0;4.0;poste_01_1_8_1;121.69;26;poste_01_1_8_1_26
17607;2011_2;158.0;2.0;poste_01_1_8_1;119.32;25;poste_01_1_8_1_25
17609;2010_12;156.0;12.0;poste_01_1_8_1;119.4;24;poste_01_1_8_1_24
17610;2010_11;155.0;11.0;poste_01_1_8_1;118.91;23;poste_01_1_8_1_23
17667;2006_2;98.0;2.0;poste_01_1_8_1;115.03;22;poste_01_1_8_1_22
17670;2005_11;95.0;11.0;poste_01_1_8_1;115.3;21;poste_01_1_8_1_21
17672;2005_9;93.0;9.0;poste_01_1_8_1;115.3;20;poste_01_1_8_1_20
17674;2005_7;91.0;7.0;poste_01_1_8_1;115.2;19;poste_01_1_8_1_19
17676;2005_5;89.0;5.0;poste_01_1_8_1;115.1;18;poste_01_1_8_1_18
17678;2005_3;87.0;3.0;poste_01_1_8_1;115.6;17;poste_01_1_8_1_17
17725;2001_4;40.0;4.0;poste_01_1_8_1;104.4;16;poste_01_1_8_1_16
17726;2001_3;39.0;3.0;poste_01_1_8_1;103.6;15;poste_01_1_8_1_15
17727;2001_2;38.0;2.0;poste_01_1_8_1;102.7;14;poste_01_1_8_1_14
17729;2000_12;36.0;12.0;poste_01_1_8_1;102.1;13;poste_01_1_8_1_13
17731;2000_10;34.0;10.0;poste_01_1_8_1;101.9;12;poste_01_1_8_1_12
17732;2000_9;33.0;9.0;poste_01_1_8_1;101.7;11;poste_01_1_8_1_11
17734;2000_7;31.0;7.0;poste_01_1_8_1;101.9;10;poste_01_1_8_1_10
17735;2000_6;30.0;6.0;poste_01_1_8_1;101.6;9;poste_01_1_8_1_9
17810;2011_8;164.0;8.0;poste_02_2_1_1;212.61;28;poste_02_2_1_1_28
17812;2011_6;162.0;6.0;poste_02_2_1_1;212.61;27;poste_02_2_1_1_27
17814;2011_4;160.0;4.0;poste_02_2_1_1;212.61;26;poste_02_2_1_1_26
17816;2011_2;158.0;2.0;poste_02_2_1_1;212.66;25;poste_02_2_1_1_25
17818;2010_12;156.0;12.0;poste_02_2_1_1;212.64;24;poste_02_2_1_1_24
17819;2010_11;155.0;11.0;poste_02_2_1_1;209.98;23;poste_02_2_1_1_23
17876;2006_2;98.0;2.0;poste_02_2_1_1;178.0;22;poste_02_2_1_1_22
17879;2005_11;95.0;11.0;poste_02_2_1_1;178.0;21;poste_02_2_1_1_21
17881;2005_9;93.0;9.0;poste_02_2_1_1;178.0;20;poste_02_2_1_1_20
17883;2005_7;91.0;7.0;poste_02_2_1_1;177.8;19;poste_02_2_1_1_19
17885;2005_5;89.0;5.0;poste_02_2_1_1;177.4;18;poste_02_2_1_1_18
17887;2005_3;87.0;3.0;poste_02_2_1_1;177.0;17;poste_02_2_1_1_17
17934;2001_4;40.0;4.0;poste_02_2_1_1;114.6;16;poste_02_2_1_1_16
17935;2001_3;39.0;3.0;poste_02_2_1_1;114.6;15;poste_02_2_1_1_15
17936;2001_2;38.0;2.0;poste_02_2_1_1;114.6;14;poste_02_2_1_1_14
17938;2000_12;36.0;12.0;poste_02_2_1_1;109.2;13;poste_02_2_1_1_13
17940;2000_10;34.0;10.0;poste_02_2_1_1;109.2;12;poste_02_2_1_1_12
17941;2000_9;33.0;9.0;poste_02_2_1_1;109.2;11;poste_02_2_1_1_11
17943;2000_7;31.0;7.0;poste_02_2_1_1;109.2;10;poste_02_2_1_1_10
17944;2000_6;30.0;6.0;poste_02_2_1_1;109.2;9;poste_02_2_1_1_9
18019;2011_8;164.0;8.0;poste_04_4_1_2;165.9;28;poste_04_4_1_2_28
18021;2011_6;162.0;6.0;poste_04_4_1_2;165.9;27;poste_04_4_1_2_27
18023;2011_4;160.0;4.0;poste_04_4_1_2;165.9;26;poste_04_4_1_2_26
18025;2011_2;158.0;2.0;poste_04_4_1_2;165.9;25;poste_04_4_1_2_25
18027;2010_12;156.0;12.0;poste_04_4_1_2;165.9;24;poste_04_4_1_2_24
18028;2010_11;155.0;11.0;poste_04_4_1_2;156.81;23;poste_04_4_1_2_23
18085;2006_2;98.0;2.0;poste_04_4_1_2;126.88;22;poste_04_4_1_2_22
18088;2005_11;95.0;11.0;poste_04_4_1_2;120.1;21;poste_04_4_1_2_21
18090;2005_9;93.0;9.0;poste_04_4_1_2;120.1;20;poste_04_4_1_2_20
18092;2005_7;91.0;7.0;poste_04_4_1_2;120.1;19;poste_04_4_1_2_19
18094;2005_5;89.0;5.0;poste_04_4_1_2;120.1;18;poste_04_4_1_2_18
18096;2005_3;87.0;3.0;poste_04_4_1_2;120.1;17;poste_04_4_1_2_17
18143;2001_4;40.0;4.0;poste_04_4_1_2;104.3;16;poste_04_4_1_2_16
18144;2001_3;39.0;3.0;poste_04_4_1_2;104.3;15;poste_04_4_1_2_15
18145;2001_2;38.0;2.0;poste_04_4_1_2;104.3;14;poste_04_4_1_2_14
18147;2000_12;36.0;12.0;poste_04_4_1_2;104.3;13;poste_04_4_1_2_13
18149;2000_10;34.0;10.0;poste_04_4_1_2;104.3;12;poste_04_4_1_2_12
18150;2000_9;33.0;9.0;poste_04_4_1_2;104.3;11;poste_04_4_1_2_11
18152;2000_7;31.0;7.0;poste_04_4_1_2;104.3;10;poste_04_4_1_2_10
18153;2000_6;30.0;6.0;poste_04_4_1_2;104.3;9;poste_04_4_1_2_9
18228;2011_8;164.0;8.0;poste_04_4_1_4;142.84;28;poste_04_4_1_4_28
18230;2011_6;162.0;6.0;poste_04_4_1_4;142.78;27;poste_04_4_1_4_27
18232;2011_4;160.0;4.0;poste_04_4_1_4;141.22;26;poste_04_4_1_4_26
18234;2011_2;158.0;2.0;poste_04_4_1_4;141.07;25;poste_04_4_1_4_25
18236;2010_12;156.0;12.0;poste_04_4_1_4;140.28;24;poste_04_4_1_4_24
18237;2010_11;155.0;11.0;poste_04_4_1_4;140.3;23;poste_04_4_1_4_23
18294;2006_2;98.0;2.0;poste_04_4_1_4;121.78;22;poste_04_4_1_4_22
18297;2005_11;95.0;11.0;poste_04_4_1_4;120.6;21;poste_04_4_1_4_21
18299;2005_9;93.0;9.0;poste_04_4_1_4;120.5;20;poste_04_4_1_4_20
18301;2005_7;91.0;7.0;poste_04_4_1_4;120.5;19;poste_04_4_1_4_19
18303;2005_5;89.0;5.0;poste_04_4_1_4;116.9;18;poste_04_4_1_4_18
18305;2005_3;87.0;3.0;poste_04_4_1_4;116.7;17;poste_04_4_1_4_17
18352;2001_4;40.0;4.0;poste_04_4_1_4;103.3;16;poste_04_4_1_4_16
18353;2001_3;39.0;3.0;poste_04_4_1_4;103.2;15;poste_04_4_1_4_15
18354;2001_2;38.0;2.0;poste_04_4_1_4;103.2;14;poste_04_4_1_4_14
18356;2000_12;36.0;12.0;poste_04_4_1_4;102.2;13;poste_04_4_1_4_13
18358;2000_10;34.0;10.0;poste_04_4_1_4;102.2;12;poste_04_4_1_4_12
18359;2000_9;33.0;9.0;poste_04_4_1_4;102.1;11;poste_04_4_1_4_11
18361;2000_7;31.0;7.0;poste_04_4_1_4;102.1;10;poste_04_4_1_4_10
18362;2000_6;30.0;6.0;poste_04_4_1_4;102.0;9;poste_04_4_1_4_9
18437;2011_8;164.0;8.0;poste_04_5_1_1;112.21;28;poste_04_5_1_1_28
18439;2011_6;162.0;6.0;poste_04_5_1_1;109.11;27;poste_04_5_1_1_27
18441;2011_4;160.0;4.0;poste_04_5_1_1;109.11;26;poste_04_5_1_1_26
18443;2011_2;158.0;2.0;poste_04_5_1_1;109.11;25;poste_04_5_1_1_25
18445;2010_12;156.0;12.0;poste_04_5_1_1;105.77;24;poste_04_5_1_1_24
18446;2010_11;155.0;11.0;poste_04_5_1_1;105.77;23;poste_04_5_1_1_23
18503;2006_2;98.0;2.0;poste_04_5_1_1;96.21;22;poste_04_5_1_1_22
18506;2005_11;95.0;11.0;poste_04_5_1_1;96.2;21;poste_04_5_1_1_21
18508;2005_9;93.0;9.0;poste_04_5_1_1;96.2;20;poste_04_5_1_1_20
18510;2005_7;91.0;7.0;poste_04_5_1_1;96.2;19;poste_04_5_1_1_19
18512;2005_5;89.0;5.0;poste_04_5_1_1;96.2;18;poste_04_5_1_1_18
18514;2005_3;87.0;3.0;poste_04_5_1_1;96.2;17;poste_04_5_1_1_17
18561;2001_4;40.0;4.0;poste_04_5_1_1;92.9;16;poste_04_5_1_1_16
18562;2001_3;39.0;3.0;poste_04_5_1_1;92.9;15;poste_04_5_1_1_15
18563;2001_2;38.0;2.0;poste_04_5_1_1;92.9;14;poste_04_5_1_1_14
18565;2000_12;36.0;12.0;poste_04_5_1_1;92.9;13;poste_04_5_1_1_13
18567;2000_10;34.0;10.0;poste_04_5_1_1;92.9;12;poste_04_5_1_1_12
18568;2000_9;33.0;9.0;poste_04_5_1_1;92.9;11;poste_04_5_1_1_11
18570;2000_7;31.0;7.0;poste_04_5_1_1;92.9;10;poste_04_5_1_1_10
18571;2000_6;30.0;6.0;poste_04_5_1_1;92.9;9;poste_04_5_1_1_9
18646;2011_8;164.0;8.0;poste_04_5_2_2;197.68;28;poste_04_5_2_2_28
18648;2011_6;162.0;6.0;poste_04_5_2_2;197.08;27;poste_04_5_2_2_27
18650;2011_4;160.0;4.0;poste_04_5_2_2;197.6;26;poste_04_5_2_2_26
18652;2011_2;158.0;2.0;poste_04_5_2_2;190.11;25;poste_04_5_2_2_25
18654;2010_12;156.0;12.0;poste_04_5_2_2;180.19;24;poste_04_5_2_2_24
18655;2010_11;155.0;11.0;poste_04_5_2_2;178.0;23;poste_04_5_2_2_23
18712;2006_2;98.0;2.0;poste_04_5_2_2;161.57;22;poste_04_5_2_2_22
18715;2005_11;95.0;11.0;poste_04_5_2_2;156.3;21;poste_04_5_2_2_21
18717;2005_9;93.0;9.0;poste_04_5_2_2;149.8;20;poste_04_5_2_2_20
18719;2005_7;91.0;7.0;poste_04_5_2_2;146.6;19;poste_04_5_2_2_19
18721;2005_5;89.0;5.0;poste_04_5_2_2;146.4;18;poste_04_5_2_2_18
18723;2005_3;87.0;3.0;poste_04_5_2_2;146.1;17;poste_04_5_2_2_17
18770;2001_4;40.0;4.0;poste_04_5_2_2;127.1;16;poste_04_5_2_2_16
18771;2001_3;39.0;3.0;poste_04_5_2_2;128.5;15;poste_04_5_2_2_15
18772;2001_2;38.0;2.0;poste_04_5_2_2;131.0;14;poste_04_5_2_2_14
18774;2000_12;36.0;12.0;poste_04_5_2_2;132.0;13;poste_04_5_2_2_13
18776;2000_10;34.0;10.0;poste_04_5_2_2;127.6;12;poste_04_5_2_2_12
18777;2000_9;33.0;9.0;poste_04_5_2_2;123.9;11;poste_04_5_2_2_11
18779;2000_7;31.0;7.0;poste_04_5_2_2;118.8;10;poste_04_5_2_2_10
18780;2000_6;30.0;6.0;poste_04_5_2_2;117.2;9;poste_04_5_2_2_9
18855;2011_8;164.0;8.0;poste_04_5_5_1;148.51;28;poste_04_5_5_1_28
18857;2011_6;162.0;6.0;poste_04_5_5_1;148.51;27;poste_04_5_5_1_27
18859;2011_4;160.0;4.0;poste_04_5_5_1;192.1;26;poste_04_5_5_1_26
18861;2011_2;158.0;2.0;poste_04_5_5_1;192.1;25;poste_04_5_5_1_25
18863;2010_12;156.0;12.0;poste_04_5_5_1;192.1;24;poste_04_5_5_1_24
18864;2010_11;155.0;11.0;poste_04_5_5_1;192.1;23;poste_04_5_5_1_23
18921;2006_2;98.0;2.0;poste_04_5_5_1;108.15;22;poste_04_5_5_1_22
18924;2005_11;95.0;11.0;poste_04_5_5_1;108.1;21;poste_04_5_5_1_21
18926;2005_9;93.0;9.0;poste_04_5_5_1;108.1;20;poste_04_5_5_1_20
18928;2005_7;91.0;7.0;poste_04_5_5_1;108.1;19;poste_04_5_5_1_19
18930;2005_5;89.0;5.0;poste_04_5_5_1;108.1;18;poste_04_5_5_1_18
18932;2005_3;87.0;3.0;poste_04_5_5_1;108.1;17;poste_04_5_5_1_17
18979;2001_4;40.0;4.0;poste_04_5_5_1;100.0;16;poste_04_5_5_1_16
18980;2001_3;39.0;3.0;poste_04_5_5_1;100.0;15;poste_04_5_5_1_15
18981;2001_2;38.0;2.0;poste_04_5_5_1;100.0;14;poste_04_5_5_1_14
18983;2000_12;36.0;12.0;poste_04_5_5_1;100.0;13;poste_04_5_5_1_13
18985;2000_10;34.0;10.0;poste_04_5_5_1;100.0;12;poste_04_5_5_1_12
18986;2000_9;33.0;9.0;poste_04_5_5_1;100.0;11;poste_04_5_5_1_11
18988;2000_7;31.0;7.0;poste_04_5_5_1;100.0;10;poste_04_5_5_1_10
18989;2000_6;30.0;6.0;poste_04_5_5_1;100.0;9;poste_04_5_5_1_9
19064;2011_8;164.0;8.0;poste_05_1_1_5;127.25;28;poste_05_1_1_5_28
19066;2011_6;162.0;6.0;poste_05_1_1_5;125.73;27;poste_05_1_1_5_27
19068;2011_4;160.0;4.0;poste_05_1_1_5;126.67;26;poste_05_1_1_5_26
19070;2011_2;158.0;2.0;poste_05_1_1_5;124.98;25;poste_05_1_1_5_25
19072;2010_12;156.0;12.0;poste_05_1_1_5;126.3;24;poste_05_1_1_5_24
19073;2010_11;155.0;11.0;poste_05_1_1_5;125.83;23;poste_05_1_1_5_23
19130;2006_2;98.0;2.0;poste_05_1_1_5;115.8;22;poste_05_1_1_5_22
19133;2005_11;95.0;11.0;poste_05_1_1_5;114.7;21;poste_05_1_1_5_21
19135;2005_9;93.0;9.0;poste_05_1_1_5;114.3;20;poste_05_1_1_5_20
19137;2005_7;91.0;7.0;poste_05_1_1_5;112.0;19;poste_05_1_1_5_19
19139;2005_5;89.0;5.0;poste_05_1_1_5;114.0;18;poste_05_1_1_5_18
19141;2005_3;87.0;3.0;poste_05_1_1_5;113.8;17;poste_05_1_1_5_17
19188;2001_4;40.0;4.0;poste_05_1_1_5;104.8;16;poste_05_1_1_5_16
19189;2001_3;39.0;3.0;poste_05_1_1_5;104.9;15;poste_05_1_1_5_15
19190;2001_2;38.0;2.0;poste_05_1_1_5;104.3;14;poste_05_1_1_5_14
19192;2000_12;36.0;12.0;poste_05_1_1_5;103.5;13;poste_05_1_1_5_13
19194;2000_10;34.0;10.0;poste_05_1_1_5;103.2;12;poste_05_1_1_5_12
19195;2000_9;33.0;9.0;poste_05_1_1_5;103.2;11;poste_05_1_1_5_11
19197;2000_7;31.0;7.0;poste_05_1_1_5;101.7;10;poste_05_1_1_5_10
19198;2000_6;30.0;6.0;poste_05_1_1_5;102.7;9;poste_05_1_1_5_9
19273;2011_8;164.0;8.0;poste_06_1_1_1;80.79;28;poste_06_1_1_1_28
19275;2011_6;162.0;6.0;poste_06_1_1_1;81.04;27;poste_06_1_1_1_27
19277;2011_4;160.0;4.0;poste_06_1_1_1;81.22;26;poste_06_1_1_1_26
